,Unnamed: 0,Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year,recent_presidential_vote,percent_bachelor_or_above,gov_party,Party_Previous_Vote_Share,Incumbent,minority_percentage,Gender,Presidential_Approval_Rating,Same_Party_As_President,seat_transition,Median_Income,name_commonness,Primary.Vote.Percent,labor_force,Raised,Spent
1499,1501,"PETERSON, COLLIN C",MN,7.0,DFL,2010,0.496066444,19.7,DEM,0.0,1,0.07361000000000001,1.0,0.49,False,0.0,46198.0,500,100.00,75.4,,
1503,1508,"CRAVAACK, CHIP",MN,8.0,REP,2010,,20.8,DEM,0.322036322,0,0.062310000000000004,1.0,0.49,False,,45294.0,500,100.00,75.21579,659647.96,630727.85
1506,1507,"OBERSTAR, JAMES L",MN,8.0,DFL,2010,,20.8,DEM,0.0,1,0.062310000000000004,1.0,0.49,False,,45294.0,5,80.48,75.21579,,
1508,1512,"BAKER, MARTIN D",MO,1.0,REP,2010,,25.4,DEM,0.0,0,0.6036,1.0,0.41,False,0.0,37440.0,115,27.80,74.8,23930.2,24012.2
1510,1516,"CLAY, WILLIAM LACY JR",MO,1.0,DEM,2010,,25.4,DEM,0.868585956,1,0.6036,1.0,0.41,True,0.0,37440.0,9,81.25,74.8,693369.67,635943.99
1512,1515,"HAMLIN, ROBYN LYNN",MO,1.0,REP,2010,,25.4,DEM,0.0,0,0.6036,0.0,0.41,False,0.0,37440.0,185,63.21,74.8,23930.2,24012.2
1514,1514,"STONE, JULIE",MO,1.0,LIB,2010,,25.4,DEM,0.131414044,0,0.6036,0.0,0.41,False,0.0,37440.0,18,51.55,74.8,,
1516,1518,"AKIN, W TODD",MO,2.0,REP,2010,0.34622003,41.9,DEM,0.622758922,1,0.09035,1.0,0.41,False,1.0,70146.0,500,84.57,74.91333,767798.19,825667.58
1520,1519,"LIEBER, ARTHUR HENRY",MO,2.0,DEM,2010,0.34622003,41.9,DEM,0.35408964,0,0.09035,1.0,0.41,True,1.0,70146.0,127,100.00,74.91333,50503.89,49234.37
1524,1526,"CARNAHAN, RUSS",MO,3.0,DEM,2010,0.422036399,28.4,DEM,0.663681569,1,0.14403,1.0,0.41,True,0.0,48868.0,500,80.14,76.2,2127172.91,2276619.37
1529,1532,"MARTIN, EDWARD R JR",MO,3.0,REP,2010,0.422036399,28.4,DEM,0.30405708800000003,0,0.14403,1.0,0.41,False,0.0,48868.0,40,63.39,76.2,1539979.83,1514662.69
1530,1531,"SANDER, CHRISTOPHER S",MO,3.0,REP,2010,0.422036399,28.4,DEM,0.30405708800000003,0,0.14403,1.0,0.41,False,0.0,48868.0,2,,76.2,1539979.83,1514662.69
1537,1547,"HARTZLER, VICKY",MO,4.0,REP,2010,,17.8,DEM,0.34089403700000004,0,0.08016000000000001,0.0,0.41,False,0.0,42113.0,500,40.46,74.4,1373529.54,1351175.72
1544,1537,"SKELTON, IKE",MO,4.0,DEM,2010,,17.8,DEM,0.659105963,1,0.08016000000000001,1.0,0.41,True,0.0,42113.0,500,80.53,74.4,2923038.21,3107552.19
1549,1551,"CLEAVER, EMANUEL II",MO,5.0,DEM,2010,,26.2,DEM,0.643731541,1,0.34381,1.0,0.41,True,4.0,43525.0,500,100.00,74.13158,637379.75,607575.0
1553,1552,"LAY, DAVE",MO,5.0,CON,2010,,26.2,DEM,0.0,0,0.34381,1.0,0.41,False,4.0,43525.0,4,100.00,74.13158,,
1554,1555,"SHAWD, RON",MO,5.0,REP,2010,,26.2,DEM,0.356268459,0,0.34381,1.0,0.41,False,4.0,43525.0,43,3.44,74.13158,271323.19,260627.32
1556,1550,"TURK, JACOB",MO,5.0,REP,2010,,26.2,DEM,0.356268459,0,0.34381,1.0,0.41,False,4.0,43525.0,78,67.00,74.13158,271323.19,260627.32
1557,1561,"GRAVES, SAMUEL B JR 'SAM'",MO,6.0,REP,2010,,25.2,DEM,0.594274552,1,0.098,0.0,0.41,False,4.0,50464.0,64,82.46,73.26667,1057244.64,1071725.74
1559,1560,"HYLTON, CLINT",MO,6.0,DEM,2010,,25.2,DEM,0.368595006,0,0.098,1.0,0.41,True,4.0,50464.0,500,100.00,73.26667,9461.0,9440.6
1561,1559,"RYAN, CHRISTOPHER",MO,6.0,REP,2010,,25.2,DEM,0.594274552,0,0.098,1.0,0.41,False,4.0,50464.0,2,17.54,73.26667,1057244.64,1071725.74
1565,1574,"ECKERSLEY, SCOTT",MO,7.0,DEM,2010,,22.0,DEM,0.281579892,0,0.07432000000000001,1.0,0.41,True,4.0,38404.0,17,62.66,72.5,186310.29,186310.29
1568,1568,"LONG, BILLY",MO,7.0,REP,2010,,22.0,DEM,0.6776233559999999,0,0.07432000000000001,1.0,0.41,False,4.0,38404.0,84,36.56,72.5,1260006.7,1230603.67
1577,1579,"EMERSON, JO ANN",MO,8.0,REP,2010,0.3358253,14.4,DEM,0.714360662,1,0.0808,0.0,0.41,False,4.0,35288.0,500,65.59,73,2006542.82,2071160.3
1579,1581,"SOWERS, TOMMY",MO,8.0,DEM,2010,0.3358253,14.4,DEM,0.26156356,0,0.0808,1.0,0.41,True,4.0,35288.0,164,100.00,73,1588389.38,1572930.34
1583,1585,"DWYER, CHRISTOPHER WILLAIM",MO,9.0,LIB,2010,,23.6,DEM,0.025172697,0,0.08125,1.0,0.41,False,,,2,55.96,72.5,,
1584,1586,"LUETKEMEYER, W BLAINE",MO,9.0,REP,2010,,23.6,DEM,0.49994877299999996,1,0.08125,1.0,0.41,False,,,500,82.97,72.5,1358841.81,737857.07
1592,1595,"CHILDERS, TRAVIS W",MS,1.0,DEM,2010,0.46431650700000004,17.3,REP,0.544712923,1,0.30322,1.0,0.47,True,0.0,38259.0,54,100.00,73.7,1817036.58,1796375.69
1597,1602,"NUNNELEE, PATRICK ALAN",MS,1.0,REP,2010,0.46431650700000004,17.3,REP,0.43884835200000005,0,0.30322,1.0,0.47,False,0.0,38259.0,37,51.82,73.7,1739383.94,1617120.09
1604,1607,"MARCY, WILLIAM LOUIS",MS,2.0,REP,2010,0.490814176,18.4,REP,0.30949755100000004,0,0.68772,1.0,0.47,False,4.0,30547.0,9,34.75,73.9,47933.0,40847.0
1606,1605,"THOMPSON, BENNIE G.",MS,2.0,DEM,2010,0.490814176,18.4,REP,0.690502449,1,0.68772,1.0,0.47,True,4.0,30547.0,500,100.00,73.9,1808681.49,1343455.8
1608,1612,"GILL, JOEL L",MS,3.0,DEM,2010,0.373063225,23.2,REP,0.374624856,0,0.38469000000000003,1.0,0.47,True,0.0,38457.0,75,52.33,74.5,0.0,0.0
1609,1613,"HARPER, GREGG",MS,3.0,REP,2010,0.373063225,23.2,REP,0.6253751439999999,1,0.38469000000000003,1.0,0.47,False,0.0,38457.0,500,100.00,74.5,715013.67,688958.64
1614,1618,"PALAZZO, STEVEN MCCARTY",MS,4.0,REP,2010,0.530210411,18.8,REP,0.25463739,0,0.27993,0.0,0.47,False,,40201.0,19,57.15,73.6,1079452.84,1026475.79
1616,1616,"TAYLOR, GENE MR.",MS,4.0,DEM,2010,0.530210411,18.8,REP,0.74536261,1,0.27993,1.0,0.47,True,,40201.0,500,100.00,73.6,828148.2,971236.16
1622,1624,"MCDONALD, DENNIS DEE",MT,0.0,DEM,2010,0.297627758,27.9,DEM,0.324246205,0,0.10149,0.0,0.38,True,4.0,42666.0,59,38.42,73.2,333295.13,333295.13
1625,1622,"REHBERG, DENNIS R",MT,0.0,REP,2010,0.297627758,27.9,DEM,0.6414431270000001,1,0.10149,1.0,0.38,False,4.0,42666.0,59,74.69,73.2,1384401.63,1400364.06
1626,1631,"BUTTERFIELD, G K",NC,1.0,DEM,2010,,13.0,DEM,0.7028267659999999,0,0.56363,0.0,0.48,True,4.0,32370.0,500,72.93,77.68571,828116.58,794383.25
1630,1628,"MILLER, JIM",NC,1.0,REP,2010,,13.0,DEM,0.297173234,0,0.56363,1.0,0.48,False,4.0,32370.0,5,15.01,77.68571,133393.61,133386.95
1631,1632,"WOOLARD, ASHLEY MCMULLAN",NC,1.0,REP,2010,,13.0,DEM,0.297173234,0,0.56363,0.0,0.48,False,4.0,32370.0,140,45.24,77.68571,133393.61,133386.95
1633,1637,"ELLMERS, RENEE JACISIN",NC,2.0,REP,2010,,18.6,DEM,0.312713199,0,0.36851,0.0,0.48,False,4.0,41233.0,88,55.11,77.6,1118376.39,886608.3
1634,1635,"ETHERIDGE, BOB",NC,2.0,DEM,2010,,18.6,DEM,0.669269175,1,0.36851,1.0,0.48,True,4.0,41233.0,7,100.00,77.6,1414630.13,1904688.18
1639,1641,"JONES, WALTER B.",NC,3.0,REP,2010,,22.8,DEM,0.658996896,1,0.23404,1.0,0.48,False,4.0,45390.0,105,76.88,77.5,672356.84,577215.3
1640,1642,"ROUSE, JOHNNY GERALD",NC,3.0,DEM,2010,,22.8,DEM,0.341003104,0,0.23404,1.0,0.48,True,4.0,45390.0,88,100.00,77.5,10588.14,11071.39
1644,1645,"LAWSON, WILLIAM T MR. JR.",NC,4.0,REP,2010,,52.4,DEM,0.366804226,0,0.33499,1.0,0.48,False,1.0,63543.0,9,45.99,77.8,472913.87,474716.28
1645,1646,"PRICE, DAVID",NC,4.0,DEM,2010,,52.4,DEM,0.6331957739999999,1,0.33499,1.0,0.48,True,1.0,63543.0,4,100.00,77.8,994557.25,1335750.24
1647,1650,"FOXX, VIRGINIA",NC,5.0,REP,2010,,22.9,DEM,0.583684843,1,0.1453,0.0,0.48,False,4.0,40801.0,159,79.84,77,853579.16,575300.88
1649,1648,"KENNEDY, WILLIAM B JR",NC,5.0,DEM,2010,,22.9,DEM,0.41631515700000005,0,0.1453,1.0,0.48,True,4.0,40801.0,9,100.00,77,332360.55,322139.88
1650,1656,"COBLE, JOHN HOWARD",NC,6.0,REP,2010,,25.6,DEM,0.669972809,1,0.16612000000000002,1.0,0.48,False,4.0,46040.0,6,63.48,77.5,503433.95,925990.64
1656,1655,"YOW, WILLIAM A (BILLY)",NC,6.0,REP,2010,,25.6,DEM,0.669972809,0,0.16612000000000002,1.0,0.48,False,4.0,46040.0,9,15.90,77.5,503433.95,925990.64
1658,1658,"MCINTYRE, MIKE",NC,7.0,DEM,2010,,21.7,DEM,0.688443528,1,0.34489000000000003,1.0,0.48,True,4.0,40171.0,1,100.00,77,1320792.54,1886261.63
1659,1659,"PANTANO, ILARIO GREGORY",NC,7.0,REP,2010,,21.7,DEM,0.311556472,0,0.34489000000000003,1.0,0.48,False,4.0,40171.0,500,51.02,77,1234942.8,1224496.07
1667,1670,"JOHNSON, HAROLD NELSON",NC,8.0,REP,2010,,19.7,DEM,0.44617872700000005,0,0.38283,1.0,0.48,False,4.0,41256.0,152,33.07,77.18667,1079623.14,1066423.85
1668,1669,"JORDAN, HAROLD P",NC,8.0,REP,2010,,19.7,DEM,0.44617872700000005,0,0.38283,1.0,0.48,False,4.0,41256.0,152,18.36,77.18667,1079623.14,1066423.85
1669,1666,"KISSELL, LARRY",NC,8.0,DEM,2010,,19.7,DEM,0.553821273,1,0.38283,1.0,0.48,True,4.0,41256.0,58,62.70,77.18667,1104140.8,1105921.9
1672,1673,"DOCTOR, JEFFREY JAMES",NC,9.0,DEM,2010,,39.6,DEM,0.358926525,0,0.22851,1.0,0.48,True,4.0,59081.0,15,100.00,74.1,111805.56,111410.06
1673,1674,"MYRICK, SUE",NC,9.0,REP,2010,,39.6,DEM,0.6237091929999999,1,0.22851,0.0,0.48,False,4.0,59081.0,500,100.00,74.1,1038833.09,997492.01
1676,1675,"GREGORY, JEFFREY DALE",NC,10.0,DEM,2010,0.308441558,17.4,DEM,0.42449065700000005,0,0.14497000000000002,1.0,0.48,True,4.0,40262.0,15,50.91,75,0.0,0.0
1678,1677,"MCHENRY, PATRICK TIMOTHY",NC,10.0,REP,2010,0.308441558,17.4,DEM,0.575509343,1,0.14497000000000002,1.0,0.48,False,4.0,40262.0,37,63.09,75,1015154.58,886897.3
1683,1686,"MILLER, JEFFERY LANE",NC,11.0,REP,2010,,24.8,DEM,0.35832482200000004,0,0.10550999999999999,1.0,0.48,False,4.0,39650.0,67,15.01,75.95789,795053.95,782644.54
1685,1683,"SHULER, JOSEPH HEATH",NC,11.0,DEM,2010,,24.8,DEM,0.619612815,1,0.10550999999999999,1.0,0.48,True,4.0,39650.0,11,61.37,75.95789,1347011.11,2212737.2
1690,1691,"DORITY, GREG",NC,12.0,REP,2010,,23.5,DEM,0.28441413,0,0.55781,1.0,0.48,False,4.0,36266.0,29,34.32,77.12381,0.0,0.0
1692,1693,"JOHNSON, PAUL ALLEN",NC,12.0,REP,2010,,23.5,DEM,0.28441413,0,0.55781,1.0,0.48,False,4.0,36266.0,27,33.07,77.12381,0.0,0.0
1693,1694,"WATT, MELVIN L",NC,12.0,DEM,2010,,23.5,DEM,0.71558587,1,0.55781,1.0,0.48,True,4.0,36266.0,187,100.00,77.12381,604718.83,591203.91
1697,1696,"MILLER, RALPH BRADLEY",NC,13.0,DEM,2010,,30.2,DEM,0.659333099,1,0.3712,1.0,0.48,True,,43866.0,171,15.01,77.7,930350.74,899442.09
1698,1697,"RANDALL, WILLIAM ALFRED MR. II",NC,13.0,REP,2010,,30.2,DEM,0.340666901,0,0.3712,1.0,0.48,False,,43866.0,9,32.59,77.7,200448.58,198054.73
1700,1704,"BERG, RICHARD A",ND,0.0,REP,2010,0.45322973299999997,26.3,REP,0.38025894600000004,0,0.09999,1.0,,False,4.0,48670.0,16,89.33,78,2120919.86,2094846.76
1703,1703,"POMEROY, EARL R.",ND,0.0,DEM,2010,0.45322973299999997,26.3,REP,0.0,1,0.09999,1.0,,True,4.0,48670.0,500,0.00,78,3048386.59,3690646.07
1706,1711,"FORTENBERRY, JEFF",NE,1.0,REP,2010,,27.9,REP,0.703610836,1,0.08315,1.0,0.43,False,0.0,49602.0,192,84.25,72.35333,568389.54,513943.39
1707,1712,"HARPER, IVY",NE,1.0,DEM,2010,,27.9,REP,0.296389164,0,0.08315,0.0,0.43,True,0.0,49602.0,500,37.58,72.35333,22089.0,21443.8
1715,1716,"TERRY, LEE",NE,2.0,REP,2010,0.42151208700000004,35.3,REP,0.519265674,1,0.18507,1.0,0.43,False,4.0,52306.0,131,63.50,71.8,1924725.96,1965742.63
1716,1717,"WHITE, THOMAS M.",NE,2.0,DEM,2010,0.42151208700000004,35.3,REP,0.480734326,0,0.18507,1.0,0.43,True,4.0,52306.0,20,100.00,71.8,1037102.95,1008346.03
1717,1722,"DAVIS, REBEKAH ELIZABETH",NE,3.0,DEM,2010,0.256944444,19.4,REP,0.231259761,0,0.05779,0.0,0.43,True,,43757.0,500,100.00,72.9,54169.86,54493.36
1718,1720,"HILL, DANIEL NATHAN",NE,3.0,OTH,2010,0.256944444,19.4,REP,0.0,0,0.05779,1.0,0.43,False,,43757.0,12,,72.9,,
1721,1721,"SMITH, ADRIAN",NE,3.0,REP,2010,0.256944444,19.4,REP,0.7687402390000001,1,0.05779,1.0,0.43,False,,43757.0,143,88.01,72.9,943618.67,972219.88
1725,1732,"GUINTA, FRANK",NH,1.0,REP,2010,,32.9,DEM,0.458640021,0,0.06176,1.0,0.41,False,1.0,61948.0,65,31.85,70.9,1539792.28,1539444.46
1731,1724,"SHEA-PORTER, CAROL",NH,1.0,DEM,2010,,32.9,DEM,0.517597463,0,0.06176,0.0,0.41,True,1.0,61948.0,130,96.44,70.9,1647774.15,1682123.62
1733,1735,"BASS, CHARLES F.",NH,2.0,REP,2010,,32.8,DEM,0.41424140299999995,0,0.05724,1.0,0.41,False,,59729.0,23,42.48,73.9,1242837.59,1249004.97
1739,1745,"KUSTER, ANN MCLANE",NH,2.0,DEM,2010,,32.8,DEM,0.564417472,0,0.05724,0.0,0.41,True,,59729.0,100,70.94,73.9,2506614.88,2486894.0
1746,1750,"ANDREWS, ROBERT E. MR.",NJ,1.0,DEM,2010,,25.0,REP,0.7239976570000001,1,0.32250999999999996,1.0,0.52,True,0.0,58089.0,7,86.66,72.7,1455171.76,1293841.45
1747,1756,"CARAMANNA, JOHN",NJ,1.0,DEM,2010,,25.0,REP,0.7239976570000001,0,0.32250999999999996,1.0,0.52,True,0.0,58089.0,6,13.34,72.7,1455171.76,1293841.45
1749,1748,"GLADING, DALE MARK",NJ,1.0,REP,2010,,25.0,REP,0.25950967399999997,0,0.32250999999999996,1.0,0.52,False,0.0,58089.0,148,54.81,72.7,62872.0,39030.0
1758,1761,"LOBIONDO, FRANK A.",NJ,2.0,REP,2010,,21.9,REP,0.59056926,1,0.26345999999999997,1.0,0.52,False,4.0,55993.0,65,78.06,74.9,1253306.35,1430663.82
1760,1763,"STEIN, GARY",NJ,2.0,DEM,2010,,21.9,REP,0.39085802799999997,0,0.26345999999999997,1.0,0.52,True,4.0,55993.0,47,100.00,74.9,0.0,0.0
1762,1760,"WARD, DONNA M.",NJ,2.0,REP,2010,,21.9,REP,0.59056926,0,0.26345999999999997,0.0,0.52,False,4.0,55993.0,64,9.89,74.9,1253306.35,1430663.82
1763,1770,"ADLER, JOHN H",NJ,3.0,DEM,2010,,31.9,REP,0.520762913,1,0.17967,1.0,0.52,True,4.0,70743.0,6,75.13,74.5,3301320.75,3285638.23
1770,1764,"RUNYAN, JON",NJ,3.0,REP,2010,,31.9,REP,0.479237087,0,0.17967,1.0,0.52,False,4.0,70743.0,97,60.41,74.5,1523453.23,1518072.69
1772,1777,"KLEINHENDLER, HOWARD",NJ,4.0,DEM,2010,,29.6,REP,0.32632743,0,0.16904,1.0,0.52,True,0.0,64265.0,188,100.00,71.21053,128155.45,127662.65
1775,1775,"SMITH, CHRISTOPHER H.",NJ,4.0,REP,2010,,29.6,REP,0.66211495,1,0.16904,1.0,0.52,False,0.0,64265.0,2,68.83,71.21053,748362.5,676771.25
1778,1782,"GARRETT, SCOTT REP.",NJ,5.0,REP,2010,,43.3,REP,0.558734915,1,0.14914000000000002,1.0,0.52,False,4.0,90587.0,17,100.00,68.07143,1757864.81,911354.78
1782,1783,"THEISE, TOD",NJ,5.0,DEM,2010,,43.3,REP,0.42404541,0,0.14914000000000002,1.0,0.52,True,4.0,90587.0,500,79.44,68.07143,25724.0,22939.7
1786,1786,"LITTLE, ANNA C",NJ,6.0,REP,2010,0.287719298,34.3,REP,0.316100654,0,0.3529,0.0,0.52,False,4.0,69417.0,87,50.31,65.7,486064.57,478485.23
1787,1789,"PALLONE, FRANK JR",NJ,6.0,DEM,2010,0.287719298,34.3,REP,0.669491629,1,0.3529,1.0,0.52,True,4.0,69417.0,65,100.00,65.7,2235779.68,2573746.73
1792,1791,"LANCE, LEONARD",NJ,7.0,REP,2010,0.287719298,45.9,REP,0.502188561,1,0.2279,1.0,0.52,False,4.0,94843.0,166,56.10,64.7,1341108.89,1197141.46
1794,1792,"POTOSNAK, EDWARD III",NJ,7.0,DEM,2010,0.287719298,45.9,REP,0.42221305200000003,0,0.2279,1.0,0.52,True,4.0,94843.0,40,100.00,64.7,349518.17,345163.16
1797,1796,"PASCRELL, WILLIAM J. HON. JR.",NJ,8.0,DEM,2010,,32.7,REP,0.711111409,1,0.33864,1.0,0.52,True,0.0,60473.0,9,100.00,65.2,1499697.15,1629110.32
1798,1799,"STRATEN, ROLAND",NJ,8.0,REP,2010,,32.7,REP,0.281745288,0,0.33864,1.0,0.52,False,0.0,60473.0,500,81.15,65.2,169070.24,168540.46
1799,1805,"AGOSTA, MICHAEL",NJ,9.0,REP,2010,,36.2,REP,0.310440628,0,0.34651,1.0,0.52,False,0.0,61224.0,1,58.15,66.9,193590.11,192895.06
1801,1803,"ASLANIAN, JOHN",NJ,9.0,REP,2010,,36.2,REP,0.310440628,0,0.34651,1.0,0.52,False,0.0,61224.0,6,36.20,66.9,193590.11,192895.06
1802,1802,"ROTHMAN, STEVEN R.",NJ,9.0,DEM,2010,,36.2,REP,0.67526632,1,0.34651,1.0,0.52,True,0.0,61224.0,19,100.00,66.9,1085314.92,1279071.85
1804,1804,"WILDES, MICHAEL",NJ,9.0,DEM,2010,,36.2,REP,0.67526632,0,0.34651,1.0,0.52,True,0.0,61224.0,1,,66.9,1085314.92,1279071.85
1805,1809,"ALONSO, MICHAEL J",NJ,10.0,REP,2010,0.287719298,21.9,REP,0.0,0,0.7350800000000001,1.0,0.52,False,0.0,45313.0,1,100.00,66.6,0.0,0.0
1808,1806,"PAYNE, DONALD M",NJ,10.0,DEM,2010,0.287719298,21.9,REP,0.9892428679999999,1,0.7350800000000001,1.0,0.52,True,0.0,45313.0,42,100.00,66.6,617758.8,530169.62
1812,1815,"FRELINGHUYSEN, RODNEY P.",NJ,11.0,REP,2010,,49.5,REP,0.618442158,1,0.1721,1.0,0.52,False,0.0,93514.0,74,76.44,66.9,1044839.62,1104387.76
1814,1813,"HERBERT, RALEIGH DOUGLAS",NJ,11.0,DEM,2010,,49.5,REP,0.370062465,0,0.1721,1.0,0.52,True,0.0,93514.0,500,71.52,66.9,42841.38,42258.04
1819,1820,"HALFACRE, MICHAEL",NJ,12.0,REP,2010,,47.7,REP,0.35317038799999995,0,0.32175,1.0,0.52,False,0.0,86685.0,1,,66.70667,2105553.1,2103571.17
1820,1821,"HOLT, RUSH D.",NJ,12.0,DEM,2010,,47.7,REP,0.631184554,1,0.32175,1.0,0.52,True,0.0,86685.0,500,100.00,66.70667,2616604.1,2958135.47
1821,1818,"SIPPRELLE, SCOTT",NJ,12.0,REP,2010,,47.7,REP,0.35317038799999995,0,0.32175,1.0,0.52,False,0.0,86685.0,17,54.12,66.70667,2105553.1,2103571.17
1823,1823,"DWYER, HENRIETTA",NJ,13.0,REP,2010,0.287719298,28.0,REP,0.217429407,0,0.43996999999999997,0.0,0.52,False,,,500,100.00,78.1,12726.0,73.0
1826,1828,"SIRES, ALBIO",NJ,13.0,DEM,2010,0.287719298,28.0,REP,0.753550794,1,0.43996999999999997,1.0,0.52,True,,,500,86.93,78.1,657767.94,708762.9
1828,1829,"BARELA, JON",NM,1.0,REP,2010,,30.6,DEM,0.44345552899999996,0,0.29783000000000004,1.0,0.51,False,0.0,46811.0,97,100.00,76.71053,1443934.3,1421034.49
1829,1830,"HEINRICH, MARTIN",NM,1.0,DEM,2010,,30.6,DEM,0.556544471,1,0.29783000000000004,1.0,0.51,True,0.0,46811.0,115,100.00,76.71053,2750080.96,2728324.65
1831,1832,"PEARCE, STEVAN E.",NM,2.0,REP,2010,,19.1,DEM,0.44041943100000003,0,0.17748,1.0,0.51,False,0.0,36439.0,500,84.81,74.81429,2451278.99,2417905.4
1833,1834,"TEAGUE, HARRY",NM,2.0,DEM,2010,,19.1,DEM,0.559580569,1,0.17748,1.0,0.51,True,0.0,36439.0,200,100.00,74.81429,2088024.86,2066529.17
1835,1836,"LUJAN, BEN",NM,3.0,DEM,2010,,26.1,DEM,0.56741411,1,0.31990999999999997,1.0,0.51,True,,43179.0,44,100.00,73.2,1176087.4,1123265.34
1836,1837,"MULLINS, THOMAS E",NM,3.0,REP,2010,,26.1,DEM,0.304716138,0,0.31990999999999997,1.0,0.51,False,,43179.0,20,71.32,73.2,385258.88,346077.68
1837,1847,"BERKLEY, SHELLEY",NV,1.0,DEM,2010,,17.3,REP,0.676474957,1,0.36346999999999996,0.0,0.48,True,0.0,43916.0,168,100.00,72.64286,2232437.75,1992403.26
1847,1841,"WEGNER, KENNETH ALEXANDER",NV,1.0,REP,2010,,17.3,REP,0.283227475,0,0.36346999999999996,1.0,0.48,False,0.0,43916.0,31,26.75,72.64286,72946.25,72481.65
1851,1856,"HELLER, DEAN",NV,2.0,REP,2010,,22.2,REP,0.518241685,1,0.16547,1.0,0.48,False,4.0,49352.0,177,83.70,74.3,1487452.77,771680.65
1852,1852,"MCKENNA, KENNETH JAMES",NV,2.0,DEM,2010,,22.2,REP,0.414384559,0,0.16547,1.0,0.48,True,4.0,49352.0,31,44.51,74.3,7446.09,8929.38
1853,1857,"PRICE, NANCY",NV,2.0,DEM,2010,,22.2,REP,0.414384559,0,0.16547,0.0,0.48,True,4.0,49352.0,78,45.36,74.3,7446.09,8929.38
1861,1869,"HECK, JOE",NV,3.0,REP,2010,,25.0,REP,0.42291287899999996,0,0.28545,1.0,0.48,False,,57239.0,107,68.80,70.1,1537855.63,1383242.19
1869,1870,"TITUS, DINA",NV,3.0,DEM,2010,,25.0,REP,0.474289047,1,0.28545,0.0,0.48,True,,57239.0,500,80.37,70.1,2565867.84,2599688.02
1871,1879,"ALTSCHULER, RANDOLPH MR.",NY,1.0,REP,2010,,32.7,DEM,0.41600000000000004,0,0.13192,1.0,0.57,False,0.0,80674.0,500,45.07,72.9,4602691.41,4593404.51
1873,1878,"BISHOP, TIMOTHY",NY,1.0,DEM,2010,,32.7,DEM,0.584,1,0.13192,1.0,0.57,True,0.0,80674.0,21,100.00,72.9,3066830.74,3097007.54
1874,1872,"CANTWELL, CHRISTOPHER CHARLES",NY,1.0,REP,2010,,32.7,DEM,0.41600000000000004,0,0.13192,1.0,0.57,False,0.0,80674.0,2,,72.9,4602691.41,4593404.51
1875,1876,"COX, CHRISTOPHER N",NY,1.0,REP,2010,,32.7,DEM,0.41600000000000004,0,0.13192,1.0,0.57,False,0.0,80674.0,2,24.61,72.9,4602691.41,4593404.51
1877,1874,"FITZPATRICK, MICHAEL J",NY,1.0,REP,2010,,32.7,DEM,0.41600000000000004,0,0.13192,1.0,0.57,False,0.0,80674.0,1,,72.9,4602691.41,4593404.51
1880,1884,"GOMEZ, JOHN B MR.",NY,2.0,REP,2010,,34.1,DEM,0.3306,0,0.27541,1.0,0.57,False,1.0,84909.0,6,100.00,73.9,384965.44,384111.05
1881,1883,"ISRAEL, STEVE",NY,2.0,DEM,2010,,34.1,DEM,0.6694,1,0.27541,1.0,0.57,True,1.0,84909.0,159,100.00,73.9,2547656.5,3941247.68
1883,1882,"TOLDA, ANTHONY E",NY,2.0,NPA,2010,,34.1,DEM,,0,0.27541,1.0,0.57,False,1.0,84909.0,22,,73.9,,
1884,1887,"KING, PETER T HON.",NY,3.0,REP,2010,,36.9,DEM,0.6392,1,0.12178,1.0,0.57,False,4.0,92064.0,55,90.76,73.6,1713816.99,955292.0
1885,1885,"KUDLER, HOWARD",NY,3.0,DEM,2010,,36.9,DEM,0.3608,0,0.12178,1.0,0.57,True,4.0,92064.0,188,100.00,73.6,83541.2,2618.92
1886,1886,"PREVIDI, ROBERT",NY,3.0,REP,2010,,36.9,DEM,0.6392,0,0.12178,1.0,0.57,False,4.0,92064.0,7,9.24,73.6,1713816.99,955292.0
1887,1892,"BECKER, FRANCIS X JR",NY,4.0,REP,2010,,36.1,DEM,0.3599,0,0.40704,1.0,0.57,False,4.0,82102.0,500,49.44,73.2,307509.6,303148.81
1888,1888,"MALONEY, DANIEL P",NY,4.0,REP,2010,,36.1,DEM,0.3599,0,0.40704,1.0,0.57,False,4.0,82102.0,12,14.10,73.2,307509.6,303148.81
1889,1889,"MCCARTHY, CAROLYN",NY,4.0,DEM,2010,,36.1,DEM,0.6401,1,0.40704,0.0,0.57,True,4.0,82102.0,115,100.00,73.2,1684444.37,1726969.27
1893,1894,"ZINNO, PETER A",NY,4.0,REP,2010,,36.1,DEM,0.3599,0,0.40704,1.0,0.57,False,4.0,82102.0,55,,73.2,307509.6,303148.81
1894,1897,"ACKERMAN, GARY L.",NY,5.0,DEM,2010,,37.4,DEM,0.709969579,1,0.50257,1.0,0.57,True,4.0,61429.0,47,75.60,73.38,1109040.67,1771092.48
1897,1898,"MILANO, JAMES",NY,5.0,DEM,2010,,37.4,DEM,0.709969579,0,0.50257,1.0,0.57,True,4.0,61429.0,5,61.07,73.38,1109040.67,1771092.48
1898,1899,"MEEKS, GREGORY W.",NY,6.0,DEM,2010,,22.5,DEM,1.0,1,0.82935,1.0,0.57,True,0.0,55769.0,29,100.00,79.3,917282.52,959452.83
