filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareLEFT,IncumbentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedLEFT,SpentLEFT,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,filler,Party_Previous_Vote_ShareRIGHT,IncumbentRIGHT,filler,filler,filler,filler,filler,filler,filler,filler,filler,RaisedRIGHT,SpentRIGHT,PollingLEFT,PollingRIGHT,Wave,won
378,2598,2601,"OLSON, PETER G",TX,22,REP,2010,,35.2,REP,0.524267383,1,0.35812,1,0.47,FALSE,0,67196,55,100,73.30476,1268558.75,1251977.06,1,2599,2598,"ROGERS, LAKESHA D",TX,22,DEM,2010,,35.2,REP,0.453599573,0,0.35812,0,0.47,TRUE,0,67196,500,52.29,73.30476,61895.56,61667.59,0.524267383,0.453599573,-6.8,0
379,2605,2606,"CANSECO, FRANCISCO 'QUICO'",TX,23,REP,2010,,23,REP,0.419174949,0,0.17299,1,0.47,FALSE,0,47330,173,32.16,71.2,1569080.54,1460460.56,1,2613,2614,"RODRIGUEZ, CIRO D.",TX,23,DEM,2010,,23,REP,0.557616335,1,0.17299,1,0.47,TRUE,0,47330,500,83.38,71.2,1616734.51,1678896.95,0.5425,0.4575,-6.8,0
380,2616,2619,"MARCHANT, KENNY E MR.",TX,24,REP,2010,,37.3,REP,0.559840293,1,0.3376,1,0.47,FALSE,0,57031,500,84.09,71.1,542264.6,438728.19,1,2618,2618,"SPARKS, DAVID",TX,24,LIB,2010,,37.3,REP,0.029471894,0,0.3376,1,0.47,FALSE,0,57031,4,,71.1,,,0.559840293,0.029471894,-6.8,0
381,2621,2627,"CAMPBELL, DONNA DR.",TX,25,REP,2010,,32.4,REP,0.304477233,0,0.25508,0,0.47,FALSE,0,47216,64,69.44,69.5,765773.31,731274.62,0,2622,2624,"DOGGETT, LLOYD REP.",TX,25,DEM,2010,,32.4,REP,0.658282297,1,0.25508,1,0.47,TRUE,0,47216,500,100,69.5,1200342.37,1122083.89,0.304477233,0.658282297,-6.8,1
382,2628,2632,"BURGESS, MICHAEL C. DR.",TX,26,REP,2010,,31.9,REP,0.601712211,1,0.25505,1,0.47,FALSE,0,61158,1,85.81,70.2,1019693.23,1031170.37,1,2629,2629,"DURRANCE, NEIL L",TX,26,DEM,2010,,31.9,REP,0.364290206,0,0.25505,1,0.47,TRUE,0,61158,175,100,70.2,106036.86,106027.97,0.601712211,0.364290206,-6.8,0
383,2633,2637,"FARENTHOLD, RANDOLPH BLAKE",TX,27,REP,2010,,17.1,REP,0.383849771,0,0.09724,1,0.47,FALSE,0,36960,500,30.13,72,627530.66,560449.26,1,2635,2634,"ORTIZ, SOLOMON P",TX,27,DEM,2010,,17.1,REP,0.579516002,1,0.09724,1,0.47,TRUE,0,36960,500,16.62,72,1223981.55,1244875.56,0.55,0.45,-6.8,0
384,2639,2643,"CUELLAR, HENRY R.",TX,28,DEM,2010,,15.8,REP,0.687070213,1,0.10828,1,0.47,TRUE,0,39839,120,100,73.3,1247643.39,1152108.76,1,2643,2644,"UNDERWOOD, BRYAN KEITH",TX,28,REP,2010,,15.8,REP,0.292222099,0,0.10828,1,0.47,FALSE,0,39839,46,73.99,73.3,150962.34,150931.8,0.687070213,0.292222099,-6.8,0
385,2644,2648,"GREEN, RAYMOND E. 'GENE'",TX,29,DEM,2010,,6.9,REP,0.746465157,1,0.30882,1,0.47,TRUE,4,36154,61,100,72.28667,1080909.47,1102025.69,1,2646,2651,"MORALES, ROGELIO 'ROY' JR",TX,29,REP,2010,,6.9,REP,0.238889825,0,0.30882,1,0.47,FALSE,4,36154,500,58.36,72.28667,294385.36,294297.4,0.746465157,0.238889825,-6.8,0
386,2651,2654,"BRODEN, STEPHEN EDWARD",TX,30,REP,2010,,18.8,REP,0.158651018,0,0.58983,1,0.47,FALSE,0,37668,33,49.52,79.5,677888.7,638763.66,0,2653,2655,"JOHNSON, EDDIE BERNICE",TX,30,DEM,2010,,18.8,REP,0.824847041,1,0.58983,0,0.47,TRUE,0,37668,165,100,79.5,613624.36,572967.89,0.158651018,0.824847041,-6.8,1
387,2656,2659,"CARTER, JOHN R.",TX,31,REP,2010,,28,REP,0.602679675,1,0.23002,1,0.47,FALSE,0,55532,6,89.85,76.9,997508.23,712429.7,1,2657,2658,"OLIVER, BILL",TX,31,LIB,2010,,28,REP,0.031520336,0,0.23002,1,0.47,FALSE,0,55532,9,,76.9,,,0.602679675,0.031520336,-6.8,0
388,2661,2663,"RAGGIO, GRIER",TX,32,DEM,2010,,37.8,REP,0.405721038,0,0.30193,0,0.47,TRUE,,49919,500,100,76.18947,669551.69,657354.42,0,2662,2664,"SESSIONS, PETE",TX,32,REP,2010,,37.8,REP,0.572512432,1,0.30193,1,0.47,FALSE,,49919,55,83.71,76.18947,2153120.2,1932338.67,0.405721038,0.572512432,-6.8,1
389,2664,2668,"BISHOP, ROBERT",UT,1,REP,2010,,28.8,REP,0.64854916,1,0.11652,1,0.34,FALSE,0,54224,7,,72.7,278327.47,302771.01,1,2665,2669,"BOWEN, MORGAN EMORY",UT,1,DEM,2010,,28.8,REP,0.304730676,0,0.11652,1,0.34,TRUE,0,54224,500,,72.7,11550,11309,0.7425,0.2575,-6.8,0
390,2675,2679,"MATHESON, JAMES D",UT,2,DEM,2010,0.709775967,33.9,REP,0.633506065,1,0.102,1,0.34,TRUE,0,54514,5,67.26,74.4,1803801.16,2465527.17,1,2676,2678,"PHILPOT, MORGAN",UT,2,REP,2010,0.709775967,33.9,REP,0.344744133,0,0.102,0,0.34,FALSE,0,54514,500,,74.4,386466.7,386466.7,0.585,0.415,-6.8,0
391,2679,2684,"CHAFFETZ, JASON",UT,3,REP,2010,,25.2,REP,0.656104312,1,0.1161,1,0.34,FALSE,,55479,3,,74.8,647194.06,540645.58,1,2680,2683,"HYER, KAREN",UT,3,DEM,2010,,25.2,REP,0.282829771,0,0.1161,0,0.34,TRUE,,55479,25,,74.8,23817.55,23817.55,0.74,0.26,-6.8,0
392,2759,2765,"BEAUDRY, PAUL",VT,0,REP,2010,0.395474907,33.3,REP,0,0,0.04575,1,0.54,FALSE,4,49406,27,43.83,73.9,32733.38,31279.35,0,2765,2764,"WELCH, PETER",VT,0,DEM,2010,0.395474907,33.3,REP,0,1,0.04575,1,0.54,TRUE,4,49406,55,98.63,73.9,1027180.58,698547.46,0.32,0.68,-6.8,1
393,2684,2687,"BALL, KRYSTAL MARIE",VA,1,DEM,2010,,31.3,REP,0.418405945,0,0.28606,0,0.48,TRUE,4,68777,500,,75.06667,1055870.51,1048181.31,0,2688,2688,"WITTMAN, ROBERT J.",VA,1,REP,2010,,31.3,REP,0.56695018,1,0.28606,1,0.48,FALSE,4,68777,7,87.96,75.06667,1292242.96,971826.81,0.418405945,0.56695018,-6.8,1
394,2694,2690,"NYE, GLENN CARLYLE III",VA,2,DEM,2010,,29.3,REP,0.524729695,1,0.32046,1,0.48,TRUE,4,57142,157,,69.9,2260984.76,2274818.12,0,2695,2698,"RIGELL, EDWARD SCOTT MR.",VA,2,REP,2010,,29.3,REP,0.475270305,0,0.32046,1,0.48,FALSE,4,57142,40,39.5,69.9,4512947.1,4354652.98,0.485,0.515,-6.8,1
395,2701,2701,"SCOTT, ROBERT C.",VA,3,DEM,2010,,20.7,REP,1,1,0.60906,1,0.48,TRUE,0,41485,7,100,69.6,444548.21,452060.05,1,2702,2703,"SMITH, CHUCK",VA,3,REP,2010,,20.7,REP,0,0,0.60906,1,0.48,FALSE,0,41485,23,,69.6,91136.07,81967.25,1,0,-6.8,0
396,2703,2705,"FORBES, J. RANDY",VA,4,REP,2010,,22.9,REP,0.595826001,1,0.39581,1,0.48,FALSE,4,58773,500,100,70.86842,987976.43,723503.72,1,2704,2704,"LEGROW, WYNNE VINSON ELWOOD",VA,4,DEM,2010,,22.9,REP,0.404173999,0,0.39581,1,0.48,TRUE,4,58773,500,100,70.86842,174482.85,178139.35,0.595826001,0.404173999,-6.8,0
397,2709,2713,"HURT, ROBERT",VA,5,REP,2010,0.377301853,21.9,REP,0.498852925,0,0.26051,1,0.48,FALSE,0,41134,7,48.43,72.04762,2600708.42,2542275.63,1,2713,2715,"PERRIELLO, THOMAS STUART PRICE",VA,5,DEM,2010,0.377301853,21.9,REP,0.501147075,1,0.26051,1,0.48,TRUE,0,41134,20,,72.04762,3775362.97,3782680.04,0.526666667,0.473333333,-6.8,0
398,2716,2718,"GOODLATTE, BOB",VA,6,REP,2010,,24.6,REP,0.61624964,1,0.16054,1,0.48,FALSE,3,45342,7,100,73.3,1006727.01,867838.3,1,2717,2716,"VANKE, JEFFREY W",VA,6,IND,2010,,24.6,REP,0.017342133,0,0.16054,1,0.48,FALSE,3,45342,15,,73.3,,,0.61624964,0.017342133,-6.8,0
399,2719,2720,"CANTOR, ERIC",VA,7,REP,2010,,36.7,REP,0.628355944,1,0.25438,1,0.48,FALSE,4,61653,14,100,72.2,5955024.71,5407656.22,1,2721,2722,"WAUGH , RICKARD ELIAN JR",VA,7,DEM,2010,,36.7,REP,0.371644056,0,0.25438,1,0.48,TRUE,4,61653,500,,72.2,148868.54,148348.74,0.628355944,0.371644056,-6.8,0
400,2726,2730,"MORAN, JAMES P. JR.",VA,8,DEM,2010,,60.2,REP,0.681414253,1,0.35252,1,0.48,TRUE,1,88668,5,100,72.5,1312116.58,1376173.35,1,2727,2727,"MURRAY, J PATRICK",VA,8,REP,2010,,60.2,REP,0.297717272,0,0.35252,1,0.48,FALSE,1,88668,500,51.75,72.5,446468.17,442922.49,0.681414253,0.297717272,-6.8,0
401,2731,2738,"BOUCHER, FREDERICK C",VA,9,DEM,2010,,17,REP,1,1,0.06648,1,0.48,TRUE,0,35201,135,,74.6,2639353.37,3325898.44,0,2733,2736,"GRIFFITH, H MORGAN",VA,9,REP,2010,,17,REP,0,0,0.06648,0,0.48,FALSE,0,35201,500,,74.6,1075273.06,1029522.48,0.5225,0.4775,-6.8,1
402,2740,2747,"BARNETT, JEFFERY ROBERT",VA,10,DEM,2010,,48.5,REP,0.388851945,0,0.27448,1,0.48,TRUE,4,98789,67,100,73.8,606228.99,581364.09,0,2746,2742,"WOLF, FRANK R.",VA,10,REP,2010,,48.5,REP,0.588831362,1,0.27448,1,0.48,FALSE,4,98789,65,100,73.8,1365312.83,1305502.56,0.388851945,0.588831362,-6.8,1
403,2747,2755,"CONNOLLY, GERRY",VA,11,DEM,2010,,52,REP,0.548196315,1,0.3712,1,0.48,TRUE,,105560,500,100,74.9,2435797.7,2436046.31,1,2750,2753,"FIMIAN, KEITH S.",VA,11,REP,2010,,52,REP,0.431529138,0,0.3712,1,0.48,FALSE,,105560,45,55.93,74.9,2868087.66,2798596.96,0.548196315,0.431529138,-6.8,0
404,2767,2769,"INSLEE, JAY ROBERT",WA,1,DEM,2010,,41,DEM,0.677583908,1,0.21129,1,0.51,TRUE,4,72438,116,55.85,75.2,1403962.4,1270456.11,1,2769,2767,"WATKINS, JAMES HL",WA,1,REP,2010,,41,DEM,0,0,0.21129,1,0.51,FALSE,4,72438,5,27.41,75.2,351476.79,339769.53,0.677583908,0,-6.8,0
405,2772,2775,"KOSTER, JOHN M",WA,2,REP,2010,,25.6,DEM,0.376078653,0,0.13985,1,0.51,FALSE,4,54449,6,42.18,74,1106533.47,1095522.37,0,2773,2773,"LARSEN, RICHARD RAY",WA,2,DEM,2010,,25.6,DEM,0.623921347,1,0.13985,1,0.51,TRUE,4,54449,16,42.01,74,2028595.97,2080325.87,0.445,0.555,-6.8,1
406,2778,2781,"HECK, DENNIS",WA,3,DEM,2010,0.327091136,24.4,DEM,0.640125366,0,0.12687,1,0.51,TRUE,4,51599,59,31.4,75.89474,1988495.16,1965996.57,0,2780,2785,"HERRERA, JAIME",WA,3,REP,2010,0.327091136,24.4,DEM,0.359874634,0,0.12687,1,0.51,FALSE,4,51599,133,27.83,75.89474,1557220.57,1534649.86,0.48,0.52,-6.8,1
407,2787,2792,"CLOUGH, JERAME",WA,4,DEM,2010,0.23857868,19.9,DEM,0.369120541,0,0.23823,1,0.51,TRUE,4,46591,500,22.52,77.34762,119993.23,118862.88,0,2790,2791,"HASTINGS, DOC",WA,4,REP,2010,0.23857868,19.9,DEM,0.630879459,1,0.23823,1,0.51,FALSE,4,46591,500,58.74,77.34762,1056585.46,1089270.77,0.369120541,0.630879459,-6.8,1
408,2795,2796,"MCMORRIS, CATHY",WA,5,REP,2010,0.455269608,26.4,DEM,0.652806569,1,0.11563,0,0.51,FALSE,0,44048,199,,78.4,1453240,1381220,1,2796,2797,"ROMEYN, DARYL",WA,5,DEM,2010,0.455269608,26.4,DEM,0.347193431,0,0.11563,1,0.51,TRUE,0,44048,500,12.42,78.4,7725,13318,0.652806569,0.347193431,-6.8,0
409,2798,2799,"CLOUD, DOUG",WA,6,REP,2010,0.495400951,23.1,DEM,0.331354359,0,0.21825,1,0.51,FALSE,0,46683,50,28.73,78.3,118128.29,116473.53,0,2799,2800,"DICKS, NORMAN D",WA,6,DEM,2010,0.495400951,23.1,DEM,0.668645641,1,0.21825,1,0.51,TRUE,0,46683,500,56.63,78.3,1412760.32,1582737.76,0.5205,0.4795,-6.8,1
410,2803,2805,"JEFFERS-SCHRODER, BOB",WA,7,IND,2010,,51.6,DEM,0,0,0.32097,1,0.51,FALSE,0,59358,7,6.38,79,,,0,2804,2808,"MCDERMOTT, JAMES ADELBERT",WA,7,DEM,2010,,51.6,DEM,0.836529453,1,0.32097,1,0.51,TRUE,0,59358,5,79.85,79,582232.25,568649.22,0,0.836529453,-6.8,1
411,2811,2817,"DELBENE, SUZAN K",WA,8,DEM,2010,,41.5,DEM,0.472156858,0,0.26002,0,0.51,TRUE,4,79260,500,26.85,79.5,4024785.52,3942493.42,0,2816,2816,"REICHERT, DAVE",WA,8,REP,2010,,41.5,DEM,0.527843142,1,0.26002,1,0.51,FALSE,4,79260,4,47.23,79.5,2793787.94,2770292.59,0.465,0.535,-6.8,1
412,2818,2820,"MURI, RICHARD WALTER",WA,9,REP,2010,,23.3,DEM,0.345540603,0,0.29206,1,0.51,FALSE,,54647,16,25.76,78.8,240210.42,240209.86,0,2821,2821,"SMITH, D ADAM",WA,9,DEM,2010,,23.3,DEM,0.654459397,1,0.29206,1,0.51,TRUE,,54647,500,51.24,78.8,948533.49,1355511.78,0.485,0.515,-6.8,1
413,2862,2868,"MCKINLEY, DAVID B",WV,1,REP,2010,0.576315311,18.7,DEM,0,0,0.04851,1,0.34,FALSE,4,37859,4,34.86,79.28,1783038.86,1705723.79,1,2865,2869,"OLIVERIO, MICHAEL A. II",WV,1,DEM,2010,0.576315311,18.7,DEM,0.99930801,0,0.04851,1,0.34,TRUE,4,37859,1,55.91,79.28,1449376.17,1447147.18,0.53,0.47,-6.8,0
414,2869,2872,"CAPITO, SHELLEY MOORE MS.",WV,2,REP,2010,0.522984612,19,DEM,0.570688193,1,0.07458,1,0.34,FALSE,0,41921,168,100,70.9,1531270.36,996568.28,1,2870,2870,"GRAF, VIRGINIA LYNCH",WV,2,DEM,2010,0.522984612,19,DEM,0.429249832,0,0.07458,1,0.34,TRUE,0,41921,159,100,70.9,25696.26,25546.26,0.570688193,0.429249832,-6.8,0
415,2876,2878,"MAYNARD, ELLIOTT EDWARD",WV,3,REP,2010,0.550793745,13.9,DEM,0.330807359,0,0.05985,1,0.34,FALSE,,33922,500,30.05,69.3,1030436.28,1026196.67,0,2877,2875,"RAHALL, NICK JOE II",WV,3,DEM,2010,0.550793745,13.9,DEM,0.669192641,1,0.05985,1,0.34,TRUE,,33922,51,67.51,69.3,1261181.95,2149018.11,0.48,0.52,-6.8,1
416,2823,2823,"HECKENLIVELY, JOHN HAROLD",WI,1,DEM,2010,,25.1,DEM,0.34711527,0,0.12425,1,0.48,TRUE,4,55165,6,99.68,73.8619,12065.62,11649.06,0,2825,2825,"RYAN, PAUL D.",WI,1,REP,2010,,25.1,DEM,0.640121591,1,0.12425,1,0.48,FALSE,4,55165,27,99.69,73.8619,3922760.14,1781673.28,0.34711527,0.640121591,-6.8,1
417,2826,2829,"BALDWIN, TAMMY",WI,2,DEM,2010,,36.3,DEM,0.694044108,1,0.11299,0,0.48,TRUE,0,54199,23,99.8,75.1,1194113.57,1081310.9,1,2827,2827,"LEE, CHAD",WI,2,REP,2010,,36.3,DEM,0.305955892,0,0.11299,1,0.48,FALSE,0,54199,30,52.13,75.1,124126.36,123860.41,0.694044108,0.305955892,-6.8,0
418,2830,2832,"KAPANKE, DAN",WI,3,REP,2010,,23,DEM,0.344633974,0,0.0506,1,0.48,FALSE,1,46668,12,76.94,76.3,1034222.45,1029165.99,0,2831,2831,"KIND, RON",WI,3,DEM,2010,,23,DEM,0.632244444,1,0.0506,1,0.48,TRUE,1,46668,43,99.79,76.3,1857853,2577370.62,0.344633974,0.632244444,-6.8,1
419,2836,2835,"MOORE, GWENDOLYNNE",WI,4,DEM,2010,,20.8,DEM,0.883806198,1,0.49438,0,0.48,TRUE,0,34138,500,83.63,75.4,603253.1,623774.99,1,2838,2836,"SEBRING, DANIEL PAUL",WI,4,REP,2010,,20.8,DEM,0,0,0.49438,1,0.48,FALSE,0,34138,12,55.53,75.4,45606.64,45694.69,0.883806198,0,-6.8,0
420,2839,2841,"KOLOSSO, TODD P",WI,5,DEM,2010,,39.1,DEM,0,0,0.07147,1,0.48,TRUE,0,64869,41,99.72,75.3,175545,175545,0,2841,2840,"SENSENBRENNER, F. JAMES JR.",WI,5,REP,2010,,39.1,DEM,0.797919336,1,0.07147,1,0.48,FALSE,0,64869,500,99.56,75.3,419146.76,471683.78,0,0.797919336,-6.8,1
421,2843,2843,"KALLAS, JOSEPH C",WI,6,DEM,2010,,19.2,DEM,0.362364031,0,0.06283,1,0.48,TRUE,4,48999,11,99.82,76.1,6940.53,7306.91,0,2844,2845,"PETRI, THOMAS",WI,6,REP,2010,,19.2,DEM,0.637635969,1,0.06283,1,0.48,FALSE,4,48999,20,99.64,76.1,737018.72,720044.8,0.362364031,0.637635969,-6.8,1
422,2845,2849,"DUFFY, SEAN",WI,7,REP,2010,,19.4,DEM,0.391694603,0,0.0582,1,0.48,FALSE,4,43591,39,66.04,76,1977172.15,1918210.74,1,2847,2846,"LASSA, JULIE",WI,7,DEM,2010,,19.4,DEM,0.608305397,0,0.0582,0,0.48,TRUE,4,43591,18,85.27,76,1271594.43,1270398.6,0.535,0.465,-6.8,0
423,2851,2856,"KAGEN, STEVEN L.",WI,8,DEM,2010,,22.1,DEM,0.540528018,1,0.08467,1,0.48,TRUE,,47469,19,99.81,75.89333,2076970.72,2080785.88,0,2853,2854,"RIBBLE, REID",WI,8,REP,2010,,22.1,DEM,0.459471982,0,0.08467,1,0.48,FALSE,,47469,500,47.95,75.89333,1295833.37,1287779.69,0.49,0.51,-6.8,1
424,2879,2880,"LUMMIS, CYNTHIA MARIE",WY,0,REP,2010,,23.6,DEM,0.527016608,1,0.09006,0,,FALSE,0,53512,31,82.82,75,780426.42,576835.52,1,2881,2881,"WENDT, DAVID ALLAN",WY,0,DEM,2010,,23.6,DEM,0.428691895,0,0.09006,1,,TRUE,0,53512,4,99.04,75,65708.8,68523.39,0.527016608,0.428691895,-6.8,0
425,2900,2902,"FORD, THERESE",AL,2,DEM,2012,0.407023755,20.9,REP,0.489062285,0,0.33997,0,0.36,TRUE,4,40833,500,100,80.9,0,0,0,2901,2901,"ROBY, MARTHA",AL,2,REP,2012,0.407023755,20.9,REP,0.510937715,1,0.33997,0,0.36,FALSE,4,40833,161,100,80.9,1035717.36,862502.48,0.489062285,0.510937715,1.2,1
426,2902,2904,"HARRIS, JOHN ANDREW",AL,3,DEM,2012,0.456924713,19,REP,0.405193493,0,0.29704,1,0.36,TRUE,4,40292,6,100,79,3147,3785.71,0,2903,2903,"ROGERS, MICHAEL DENNIS",AL,3,REP,2012,0.456924713,19,REP,0.594806507,1,0.29704,1,0.36,FALSE,4,40292,1,100,79,1069891.19,982102.34,0.405193493,0.594806507,1.2,1
427,2904,2905,"ADERHOLT, ROBERT BROWN",AL,4,REP,2012,0.239855583,14.7,REP,1,1,0.12043,1,0.36,FALSE,0,37187,7,100,80.20526,1247169.37,1140896.88,1,2905,2906,"BOMAN, DANIEL HEATH",AL,4,DEM,2012,0.239855583,14.7,REP,0,0,0.12043,1,0.36,TRUE,0,37187,12,51.45,80.20526,13561,5575,1,0,1.2,0
428,2908,2908,"BROOKS, MO",AL,5,REP,2012,0.369056549,28.4,REP,0.579356697,1,0.22985,1,0.36,FALSE,0,50230,500,70.94,80.7619,904753.18,455514.82,1,2910,2909,"HOLLEY, CHARLIE LEE",AL,5,DEM,2012,0.369056549,28.4,REP,0.420643303,0,0.22985,1,0.36,TRUE,0,50230,23,100,80.7619,55891.98,55873.8,0.579356697,0.420643303,1.2,0
429,2911,2914,"BACHUS, SPENCER T III",AL,6,REP,2012,0.425701714,33.7,REP,1,1,0.19692,1,0.36,FALSE,4,55656,500,61.45,80.7,2725003.77,2904500.84,1,2912,2917,"BAILEY, PENNY HUGGINS",AL,6,DEM,2012,0.425701714,33.7,REP,0,0,0.19692,0,0.36,TRUE,4,55656,500,61.05,80.7,50326,50433,1,0,1.2,0
430,2917,2920,"CHAMBERLAIN, DON",AL,7,REP,2012,0.522854019,17.6,REP,0.275152981,0,0.65714,1,0.36,FALSE,,31080,42,66.1,81.8,22051.03,21243.32,0,2919,2918,"SEWELL, TERRYCINA ANDREA",AL,7,DEM,2012,0.522854019,17.6,REP,0.724847019,1,0.65714,0,0.36,TRUE,,31080,500,100,81.8,1204449.57,862853.98,0.275152981,0.724847019,1.2,1
431,2883,2884,"CISSNA, SHARON MARIE",AK,0,DEM,2012,,27.5,REP,0.306755208,0,0.33481,0,,TRUE,4,67712,63,50.32,81.6,19660,24388,0,2894,2883,"YOUNG, DONALD E",AK,0,REP,2012,,27.5,REP,0.693244792,1,0.33481,1,,FALSE,4,67712,42,78.59,81.6,1003531.63,665974.39,0.306755208,0.693244792,1.2,1
432,2951,2956,"KIRKPATRICK, ANN",AZ,1,DEM,2012,0.441068198,22.9,REP,0.43730775,1,0.35435,0,0.42,TRUE,4,45925,100,63.74,82,2349202.7,2355341.7,1,2955,2953,"PATON, JONATHAN",AZ,1,REP,2012,0.441068198,22.9,REP,0.497166377,0,0.35435,1,0.42,FALSE,4,45925,32,60.86,82,1477836.14,1489294.36,0.43730775,0.497166377,1.2,0
433,2961,2961,"BARBER, RONALD",AZ,2,DEM,2012,0.439814685,31.5,REP,0.310576484,1,0.19187,1,0.42,TRUE,4,46139,43,82.03,81.75333,2776638.85,2690570.19,1,2967,2968,"MCSALLY, MARTHA E",AZ,2,REP,2012,0.439814685,31.5,REP,0.648845609,0,0.19187,0,0.42,FALSE,4,46139,161,81.7,81.75333,1458135.63,1438089.51,0.310576484,0.648845609,1.2,0
434,2972,2973,"GRIJALVA, RAUL M",AZ,3,DEM,2012,0.445441423,15.5,REP,0.411446093,1,0.27077,1,0.42,TRUE,0,40145,500,65.63,81.7,908543.77,930949.81,1,2975,2976,"MERCER, GABRIELA SAUCEDO",AZ,3,REP,2012,0.445441423,15.5,REP,0.522364962,0,0.27077,0,0.42,FALSE,0,40145,500,,81.7,242590.39,228934.29,0.411446093,0.522364962,1.2,0
435,2979,2986,"GOSAR, PAUL ANTHONY",AZ,4,REP,2012,0.445441423,17.7,REP,0.27527827,1,0.12541,1,0.42,FALSE,4,42693,27,51.35,79.8,1150701.15,1126649.26,1,2985,2979,"ROBINSON, JOHNNIE ELBERT",AZ,4,DEM,2012,0.445441423,17.7,REP,0.669415823,0,0.12541,1,0.42,TRUE,4,42693,500,50.05,79.8,0,0,0.27527827,0.669415823,1.2,0
436,2989,2990,"MORGAN, SPENCER COLLINS",AZ,5,DEM,2012,0.445441423,32.3,REP,0.432268551,0,0.13788,1,0.42,TRUE,0,63236,500,100,80.37368,0,0,0,2990,2991,"SALMON, MATT",AZ,5,REP,2012,0.445441423,32.3,REP,0.520018846,0,0.13788,1,0.42,FALSE,0,63236,500,51.85,80.37368,1273756.61,1186743.99,0.432268551,0.520018846,1.2,1
437,2993,2998,"JETTE, MATTHEW T",AZ,6,DEM,2012,0.443988399,40.1,REP,0.291178629,0,0.14007,1,0.42,TRUE,4,60441,10,51.91,80.28571,22921.45,22921.45,0,2997,2997,"SCHWEIKERT, DAVID",AZ,6,REP,2012,0.443988399,40.1,REP,0.664235333,0,0.14007,1,0.42,FALSE,4,60441,4,51.48,80.28571,1952869.87,1939383.28,0.291178629,0.664235333,1.2,1
438,3000,3003,"COBB, JOE",AZ,7,LIB,2012,0.463122196,13.1,REP,0.02713266,0,0.31171,1,0.42,FALSE,4,32259,107,100,80.4,,,0,3003,3001,"PASTOR, ED L",AZ,7,DEM,2012,0.463122196,13.1,REP,0.502280953,1,0.31171,1,0.42,TRUE,4,32259,40,79.03,80.4,1025610.58,1103157.38,0.02713266,0.502280953,1.2,1
439,3007,3007,"FRANKS, TRENT",AZ,8,REP,2012,0.502409117,27.4,REP,0.4729704,1,0.14484,1,0.42,FALSE,,55670,500,83.17,80,376998.03,354105.03,1,3013,3015,"SCHARER, GENE PAUL",AZ,8,DEM,2012,0.502409117,27.4,REP,0.487625979,0,0.14484,1,0.42,TRUE,,55670,500,100,80,8937,8848,0.4729704,0.487625979,1.2,0
440,3020,3018,"PARKER, VERNON",AZ,9,REP,2012,,34.9,REP,0,0,0.23103,1,0.42,FALSE,,48737,500,22.46,81.3,1196196.62,1170856.83,0,3025,3027,"SINEMA, KYRSTEN",AZ,9,DEM,2012,,34.9,REP,0,1,0.23103,0,0.42,TRUE,,48737,500,40.78,81.3,2167384.11,2118460.84,0,0,1.2,1
441,2920,2923,"CRAWFORD, ERIC ALAN RICK",AR,1,REP,2012,0.38612868,14.2,DEM,0.517890971,1,0.21341,1,0.37,FALSE,0,36130,14,100,79.6,1338445.93,1211036.11,1,2921,2921,"ELLINGTON, SCOTT A",AR,1,DEM,2012,0.38612868,14.2,DEM,0.434799758,0,0.21341,1,0.37,TRUE,0,36130,17,49.53,79.6,372375.1,370676.52,0.517890971,0.434799758,1.2,0
442,2926,2927,"GRIFFIN, JOHN TIMOTHY",AR,2,REP,2012,0.447858288,26.8,DEM,0.579146348,1,0.26083,1,0.37,FALSE,0,45866,6,100,79.5,1619346.36,1659463.02,1,2928,2928,"RULE, HERB C. III",AR,2,DEM,2012,0.447858288,26.8,DEM,0.382743867,0,0.26083,1,0.37,TRUE,0,45866,500,100,79.5,241360.14,228631.58,0.579146348,0.382743867,1.2,0
443,2931,2933,"KENNEDY, REBEKAH",AR,3,GRE,2012,0.34330547,23.5,DEM,0,0,0.14301,0,0.37,FALSE,4,42102,500,,78.8,,,0,2933,2931,"WOMACK, STEVE",AR,3,REP,2012,0.34330547,23.5,DEM,0.724350755,1,0.14301,1,0.37,FALSE,4,42102,159,100,78.8,932788.07,602443,0,0.724350755,1.2,1
444,2934,2941,"COTTON, THOMAS",AR,4,REP,2012,0.404827686,15,DEM,0.401529186,0,0.2545,1,0.37,FALSE,,35767,20,57.55,79.19333,2213217.51,2094866.54,1,2938,2940,"JEFFRESS, GENE",AR,4,DEM,2012,0.404827686,15,DEM,0.575291634,0,0.2545,1,0.37,TRUE,,35767,500,43.02,79.19333,100330,98039.53,0.401529186,0.575291634,1.2,0
445,3034,3037,"LAMALFA, DOUG",CA,1,REP,2012,0.704198421,22,DEM,0.310338801,0,0.12722,1,0.52,FALSE,0,45198,50,,76.3,872995.42,775941.69,1,3036,3035,"REED, JAMES E",CA,1,DEM,2012,0.704198421,22,DEM,0.627928489,0,0.12722,1,0.52,TRUE,0,45198,5,24.75,76.3,178730.04,178978.62,0.310338801,0.627928489,1.2,0
