COX,  JOHN R.#AK#0#REP#2010#0.503333091
HERRON,  ROY BRASFIELD#TN#8#DEM#2010#0.999700863
SMITH ,  KIMBERLEE E.#TN#8#DEM#2010#0.999700863
WATTS ,  BEN#TN#8#REP#2010#0
SMITH,  RANDY LEE#TN#8#REP#2010#0
RAWLES ,  MARK JEFFERY#TN#8#IND#2010#0
MILLEN,  KEVIN#TN#9#REP#2010#0
HARRELL,  JAMES#TN#9#REP#2010#0
BERGMANN,  CHARLOTTE#TN#9#REP#2010#0
STEELE,  PERRY#TN#9#IND#2010#0.121459065
SULLIVAN ,  SANDRA#TN#9#IND#2010#0.121459065
HERENTON,  WILLIE W#TN#9#DEM#2010#0.878540936
COHEN,  STEPHEN IRA#TN#9#DEM#2010#0.878540936
WRIGHT,  MARY TAYLOR SHELBY#TN#9#DEM#2010#0.878540936
CHARLES F III,  PARKES#TX#1#LIB#2010#0
PERKISON,  DONALD#TX#1#LIB#2010#0
GOHMERT,  LOUIE#TX#1#REP#2010#0.87576103
SMITH,  DAVID WAYNE#TX#2#LIB#2010#0.110774247
POE,  TED#TX#2#REP#2010#0.889225753
PIERCE,  HARRY#TX#3#UNK#2010#0
SAM,  JOHNSON MR.#TX#3#REP#2010#0.597453312
CLAYTOR,  CHRISTOPHER J.#TX#3#LIB#2010#0.022212658
LINGENFELDER,  JOHN JR#TX#3#DEM#2010#0.38033403
GIGLIOTTI,  LOUIS PAUL#TX#4#REP#2010#0.687980475
CLARK,  STEVE#TX#4#REP#2010#0.687980475
SHEPARD,  MICHAEL SHANE#TX#4#IND#2010#0
KOWERT,  JOSHUA JOHN#TX#4#REP#2010#0.687980475
HALL,  JERRY RAY#TX#4#REP#2010#0.687980475
NIX,  NICHOLAS PAUL#TX#4#IND#2010#0
BLOUNT,  BENNEY DELL#TX#4#REP#2010#0.687980475
PRINDLE,  JIM#TX#4#LIB#2010#0.019189078
COOPER,  JOHNNY RAY#TX#4#REP#2010#0.687980475
HALL,  RALPH MOODY#TX#4#REP#2010#0.687980475
HATHCOX,  VALINDA#TX#4#DEM#2010#0.292830447
BOYD,  JUSTIN#TX#5#REP#2010#0.835949728
ASHBY,  KEN#TX#5#LIB#2010#0.164050272
BERRY,  TOM#TX#5#DEM#2010#0
HENSARLING,  JEB HON.#TX#5#REP#2010#0.835949728
BARTON,  JOE LINUS#TX#6#REP#2010#0.620168079
SEVERNS,  BYRON#TX#6#LIB#2010#0.023718556
COZAD,  DAVID EDWIN#TX#6#DEM#2010#0.356113364
MCCURRACH,  DAVID#TX#7#IND#2010#0
PARKS,  DREW#TX#7#LIB#2010#0.017381949
TOWNSEND,  BOB#TX#7#LIB#2010#0.017381949
SQUIERS,  LISSA#TX#7#NNE#2010#0
CULBERSON,  JOHN#TX#7#REP#2010#0.559009947
RUSSELL,  TYLER TIMBERLAKE#TX#8#REP#2010#0.725616656
BRADY,  KEVIN#TX#8#REP#2010#0.725616656
WEST,  BRUCE A#TX#8#LIB#2010#0.026501922
FRANCO,  MELECIO#TX#8#REP#2010#0.725616656
HARGETT,  KENT#TX#8#DEM#2010#0.247881423
BAKER,  SCOTT ALLEN#TX#8#REP#2010#0.725616656
BANNEN,  DAVID JOHN#TX#9#REP#2010#0
HOPE,  MICHAEL W#TX#9#LIB#2010#0.063530086
GREEN,  ALEXANDER#TX#9#DEM#2010#0.936469914
MUELLER,  STEVE C#TX#9#REP#2010#0
PETRONIS,  JOSEPH RICHARD III#TX#10#REP#2010#0.538883702
MARTIN,  RICHARD#TX#10#REP#2010#0.538883702
PERKINS,  JEREMIAH 'JP'#TX#10#LIB#2010#0.029635256
MCCAUL,  MICHAEL#TX#10#REP#2010#0.538883702
ANKRUM,  GEORGE THEODORE#TX#10#DEM#2010#0.431481042
MCDONALD,  JACK THOMAS MR.#TX#10#DEM#2010#0.431481042
QUILLIAN,  JAMES#TX#11#DEM#2010#0
YOUNTS,  CHRIS W#TX#11#REP#2010#0.883307869
COWAN,  ALVIN ETHELBERT#TX#11#REP#2010#0.883307869
POWELL,  JAMES A#TX#11#LIB#2010#0.116692131
HOWE,  JIM#TX#11#GRE#2010#0
CONAWAY,  MICHAEL HONORABLE#TX#11#REP#2010#0.883307869
HARRISON,  ROBERT#TX#12#LIB#2010#0.018016476
SOLODOW,  MATTHEW#TX#12#LIB#2010#0.018016476
FINLEY,  SAMUEL JAMES#TX#12#REP#2010#0.675941567
KELLY,  MATTHEW EDWARD#TX#12#REP#2010#0.675941567
BRASOVAN,  MICHAEL WAYNE#TX#12#REP#2010#0.675941567
SMITH,  TRACEY#TX#12#DEM#2010#0.306041957
GRANGER,  KAY#TX#12#REP#2010#0.675941567
BARRETT,  MICHAEL SANFORD#TX#13#CST#2010#0
BARTLAM,  FREDERICK#TX#13#LIB#2010#0
BURWELL,  JOHN T JR#TX#13#LIB#2010#0
DYER,  KEITH#TX#13#IND#2010#0
THORNBERRY,  MAC#TX#13#REP#2010#0.776469371
COCHRAN,  WINSTON EARLE JR#TX#14#DEM#2010#0
FLYNN,  EUGENE J.#TX#14#LIB#2010#0
GAY,  JOHN RAYMOND#TX#14#REP#2010#1
PRUETT,  ROBERT C JR#TX#14#DEM#2010#0
CHERRY,  JEFF#TX#14#REP#2010#1
GRANEY,  TIMOTHY M#TX#14#REP#2010#1
WALL,  GERALD D#TX#14#REP#2010#1
PAUL,  RONALD E.#TX#14#REP#2010#1
GARZA,  DANIEL GARZA#TX#15#REP#2010#0.319489579
ZAMORA,  EDDIE#TX#15#REP#2010#0.319489579
COHN,  AARON I#TX#15#LIB#2010#0.023376988
REDDING,  JENELL#TX#15#LIB#2010#0.023376988
HARING,  PAUL BYRNE#TX#15#REP#2010#0.319489579
PURL,  JAMES DOUG#TX#15#DEM#2010#0.657133433
HINOJOSA,  RUBEN E.#TX#15#DEM#2010#0.657133433
COLLINS,  TIM#TX#16#NNE#2010#0
REYES,  SILVESTRE#TX#16#DEM#2010#0.821399545
COLLINS,  BILL#TX#16#LIB#2010#0.07560341
BESCO,  TIMOTHY ANDREW#TX#16#REP#2010#0
WILSON,  CHARLES CLARK#TX#17#REP#2010#0.455003897
KELLY,  RICHARD B#TX#17#LIB#2010#0.015152231
AUTEM,  JOSEPH WAYNE JR#TX#17#REP#2010#0.455003897
FINLEY,  RICHARD ERIC#TX#17#REP#2010#0.455003897
YANCY,  DARREN GENE SR#TX#17#REP#2010#0.455003897
MCINTYRE,  DAVID H#TX#17#REP#2010#0.455003897
DELASANDRO,  TIMOTHY ALLEN#TX#17#REP#2010#0.455003897
CURNOCK,  ROBERT JOHN#TX#17#REP#2010#0.455003897
FLORES,  BILL#TX#17#REP#2010#0.455003897
EDWARDS,  CHET#TX#17#DEM#2010#0.529843872
JOHNSON,  JARVIS#TX#18#DEM#2010#0.773249461
CHRISTOPHER,  TEX#TX#18#REP#2010#0.203410025
ROBERTS,  SEAN ALAN#TX#18#DEM#2010#0.773249461
TAYLOR,  MIKE#TX#18#LIB#2010#0.023340513
LEE,  SHEILA JACKSON#TX#18#DEM#2010#0.773249461
MEYER,  CHARLES B#TX#18#NNE#2010#0
PAGE,  BRENDA Z#TX#18#REP#2010#0.203410025
FAULK,  JOHN M MR. SR.#TX#18#REP#2010#0.203410025
PETERSON,  RICHARD#TX#19#LIB#2010#0.026138059
WILSON,  ANDY#TX#19#DEM#2010#0.249472295
NEUGEBAUER,  RANDY HONORABLE#TX#19#REP#2010#0.724389646
MARTINEZ,  JOSEPH 'JAMIE'#TX#20#REP#2010#0.251814408
TROTTER,  CLAYTON#TX#20#REP#2010#0.251814408
SMITH,  RHETT ROSENQUEST#TX#20#IND#2010#0
STRACK,  ALAN THOMAS#TX#20#REP#2010#0.251814408
SHIPP,  CHARLES A.#TX#20#REP#2010#0.251814408
IDROGO,  MICHAEL#TX#20#LIB#2010#0.029211262
GONZALEZ,  CHARLES A.#TX#20#DEM#2010#0.71897433
MELNICK,  LAINEY#TX#21#DEM#2010#0
SCHOPPE,  STEPHEN#TX#21#REP#2010#0.799970429
SMITH,  LAMAR#TX#21#REP#2010#0.799970429
SHVETZ,  BELINDA #TX#21#DEM#2010#0
STROHM,  JAMES ARTHUR#TX#21#LIB#2010#0.200029571
BLATT,  DOUGLAS JAMES#TX#22#DEM#2010#0.453599573
ROGERS,  LAKESHA D#TX#22#DEM#2010#0.453599573
STOUT,  DENNIS#TX#22#LIB#2010#0.022133044
SUSMAN,  STEVEN#TX#22#LIB#2010#0.022133044
OLSON,  PETER G#TX#22#REP#2010#0.524267383
CAMPBELL,  THOMAS#TX#22#REP#2010#0.524267383
WIEDER,  FREDDIE JOHN MINISTER JR#TX#22#DEM#2010#0.453599573
WILLIAMS,  JOHNNY#TX#22#NNE#2010#0
LARSON,  JONATHAN SCOTT#TX#23#REP#2010#0.419174949
CANSECO,  FRANCISCO 'QUICO'#TX#23#REP#2010#0.419174949
KUEBER,  MICHAEL ALYN#TX#23#REP#2010#0.419174949
BOULEY,  JESSIE#TX#23#LIB#2010#0.023208716
NITSCHKE,  MARTIN#TX#23#LIB#2010#0.023208716
GOULD,  JOSEPH MACK#TX#23#REP#2010#0.419174949
LOWRY,  ROBERT CHARLES#TX#23#REP#2010#0.419174949
STEPHENS,  CRAIG T.#TX#23#IND#2010#0
SCHARF,  ED#TX#23#GRE#2010#0
RODRIGUEZ,  CIRO D.#TX#23#DEM#2010#0.557616335
ORTIZ,  MIGUEL ANTONIO#TX#23#DEM#2010#0.557616335
HURD,  WILLIAM#TX#23#REP#2010#0.419174949
ROSZELL,  FRANK#TX#24#REP#2010#0.559840293
SPARKS,  DAVID#TX#24#LIB#2010#0.029471894
MARCHANT,  KENNY E MR.#TX#24#REP#2010#0.559840293
BRUNER,  CORY W#TX#25#LIB#2010#0.03724047
STUTSMAN,  JIM#TX#25#LIB#2010#0.03724047
BRANNON,  SAM M#TX#25#IND#2010#0
SKINNER,  EDWARD#TX#25#REP#2010#0.304477233
DOGGETT,  LLOYD REP.#TX#25#DEM#2010#0.658282297
MOROVICH,  GEORGE L.#TX#25#REP#2010#0.304477233
TAYLOR,  MARSHALL AARON#TX#25#REP#2010#0.304477233
CAMPBELL,  DONNA DR.#TX#25#REP#2010#0.304477233
TRACEY,  DONALD L#TX#26#NNE#2010#0
DURRANCE,  NEIL L#TX#26#DEM#2010#0.364290206
HERFORD,  JAMES#TX#26#REP#2010#0.601712211
BOLER,  MARK#TX#26#LIB#2010#0.033997583
BURGESS,  MICHAEL C. DR.#TX#26#REP#2010#0.601712211
VADEN,  WILLIAM ROSS#TX#27#REP#2010#0.383849771
ORTIZ,  SOLOMON P#TX#27#DEM#2010#0.579516002
MISHOU,  EDWARD CLARK JR#TX#27#LIB#2010#0.036634227
DUERR,  JAMES MATTHEW#TX#27#REP#2010#0.383849771
FARENTHOLD,  RANDOLPH BLAKE#TX#27#REP#2010#0.383849771
PUENTE-BRADSHAW,  JESSICA#TX#27#REP#2010#0.383849771
CHAVEZ,  DANIEL#TX#28#REP#2010#0.292222099
KAAT,  STEPHEN#TX#28#LIB#2010#0.020707689
LEONE,  ROSS LYNN#TX#28#LIB#2010#0.020707689
HOLLOWAY,  CHARLES DAVID#TX#28#REP#2010#0.292222099
CUELLAR,  HENRY R.#TX#28#DEM#2010#0.687070213
UNDERWOOD,  BRYAN KEITH#TX#28#REP#2010#0.292222099
MAZZAPICA,  FRANK '' MAZZ''#TX#29#REP#2010#0.238889825
STEVENS,  TOM#TX#29#REP#2010#0.238889825
YOUNG,  GEORGE A.#TX#29#REP#2010#0.238889825
GREEN,  RAYMOND E. 'GENE'#TX#29#DEM#2010#0.746465157
WALTERS,  BRAD#TX#29#LIB#2010#0.014645018
STORY,  LESLIE ERIC#TX#29#REP#2010#0.238889825
MORALES,  ROGELIO 'ROY' JR#TX#29#REP#2010#0.238889825
LINGERFELT,  CHARLES B#TX#30#REP#2010#0.158651018
OSWALT,  J B#TX#30#LIB#2010#0.016501941
BRODEN,  STEPHEN EDWARD#TX#30#REP#2010#0.158651018
JOHNSON,  EDDIE BERNICE#TX#30#DEM#2010#0.824847041
GOLDSTEIN,  SHELDON#TX#30#REP#2010#0.158651018
YAMKA,  RAYMOND#TX#31#REP#2010#0.602679675
OLIVER,  BILL#TX#31#LIB#2010#0.031520336
CARTER,  JOHN R.#TX#31#REP#2010#0.602679675
SMITH,  DAVID#TX#32#REP#2010#0.572512432
LOVE,  STEPHEN LEROY#TX#32#DEM#2010#0.405721038
MYERS,  JOHN JAY#TX#32#LIB#2010#0.02176653
RAGGIO,  GRIER#TX#32#DEM#2010#0.405721038
SESSIONS,  PETE#TX#32#REP#2010#0.572512432
PEARSON,  KIRK D#UT#1#OTH#2010#0
RIDGWAY,  MIKE#UT#1#REP#2010#0.64854916
STRATTON,  JARED PAUL#UT#1#LIB#2010#0.022343423
BISHOP,  ROBERT#UT#1#REP#2010#0.64854916
BOWEN,  MORGAN EMORY#UT#1#DEM#2010#0.304730676
ANDERSON,  CASEY OWEN#UT#2#REP#2010#0.344744133
HILL,  WAYNE L.#UT#2#IND#2010#0
GLISSMEYER,  GEORGE DAVID#UT#2#IND#2010#0
WALTER,  RUSSEL NEIL#UT#2#REP#2010#0.344744133
KELLY,  RYAN JOHN#UT#2#IND#2010#0
ELIASON,  ED#UT#2#REP#2010#0.344744133
HINTON,  RANDALL#UT#2#OTH#2010#0
WRIGHT,  CLAUDIA#UT#2#DEM#2010#0.633506065
PHILPOT,  MORGAN#UT#2#REP#2010#0.344744133
MATHESON,  JAMES D#UT#2#DEM#2010#0.633506065
SLIGTING,  DOUGLAS#UT#3#OTH#2010#0
SHANNON,  JAKE#UT#3#LIB#2010#0
PUENTE,  JOSEPH L.#UT#3#IND#2010#0
HYER,  KAREN#UT#3#DEM#2010#0.282829771
CHAFFETZ,  JASON#UT#3#REP#2010#0.656104312
PARKER,  G. GAIL#VA#1#OTH#2010#0
CRABILL,  CATHERINE T.#VA#1#REP#2010#0.56695018
BALL,  KRYSTAL MARIE#VA#1#DEM#2010#0.418405945
WITTMAN,  ROBERT J.#VA#1#REP#2010#0.56695018
ROBINSON,  TERRILL SCOTT#VA#1#DEM#2010#0.418405945
NYE,  GLENN CARLYLE III#VA#2#DEM#2010#0.524729695
HUTCHISON,  DOUGLAS ALEXANDER#VA#2#UNK#2010#0
WIRGES,  THOMAS#VA#2#REP#2010#0.475270305
MIZUSAWA,  BERT K#VA#2#REP#2010#0.475270305
SANDLIN,  JESSICA DEPRIEST#VA#2#REP#2010#0.475270305
LOYOLA,  BENITO BEN JR#VA#2#REP#2010#0.475270305
MAULBECK,  EDWARD CHRISTOPHER#VA#2#REP#2010#0.475270305
TAYLOR,  SCOTT W#VA#2#REP#2010#0.475270305
RIGELL,  EDWARD SCOTT MR.#VA#2#REP#2010#0.475270305
GOLDEN,  KENNETH EUGENE#VA#2#IND#2010#0
KELLY,  JOHN D.#VA#3#IND#2010#0
SCOTT,  ROBERT C.#VA#3#DEM#2010#1
QUIGLEY,  JAMES JOSEPH#VA#3#LIB#2010#0
SMITH,  CHUCK#VA#3#REP#2010#0
LEGROW,  WYNNE VINSON ELWOOD#VA#4#DEM#2010#0.404173999
FORBES,  J. RANDY#VA#4#REP#2010#0.595826001
GOODE,  VIRGIL H. JR.#VA#5#REP#2010#0.498852925
FERRIN,  RON LEE#VA#5#REP#2010#0.498852925
MCPADDEN,  MICHAEL#VA#5#REP#2010#0.498852925
MORTON,  FEDA KIDD#VA#5#REP#2010#0.498852925
CLARK,  JEFFREY AARON#VA#5#IND#2010#0
BOYD,  KENNETH C#VA#5#REP#2010#0.498852925
VERGA,  LAURENCE PAUL#VA#5#REP#2010#0.498852925
HURT,  ROBERT#VA#5#REP#2010#0.498852925
MCKELVEY,  JAMES K#VA#5#REP#2010#0.498852925
PERRIELLO,  THOMAS STUART PRICE#VA#5#DEM#2010#0.501147075
VANKE,  JEFFREY W#VA#6#IND#2010#0.017342133
BAIN,  STUART MATTHEW#VA#6#LIB#2010#0
GOODLATTE,  BOB#VA#6#REP#2010#0.61624964
DIRADOUR,  ALBERT STEVEN 'CHARLIE'#VA#7#DEM#2010#0.371644056
CANTOR,  ERIC#VA#7#REP#2010#0.628355944
BAYNE,  FLOYD#VA#7#OTH#2010#0
WAUGH ,  RICKARD ELIAN JR#VA#7#DEM#2010#0.371644056
FISHER,  J. RON#VA#8#OTH#2010#0
SOCCI,  LAURENCE#VA#8#REP#2010#0.297717272
YELVERTON,  STEPHEN THOMAS#VA#8#IND#2010#0
ST JOHN,  CARVEL#VA#8#JCN#2010#0
MURRAY,  J PATRICK#VA#8#REP#2010#0.297717272
BERRY,  MATTHEW B.#VA#8#REP#2010#0.297717272
MITCHELL,  RONALD#VA#8#DEM#2010#0.681414253
MORAN,  JAMES P. JR.#VA#8#DEM#2010#0.681414253
ELLMORE,  MARK W#VA#8#REP#2010#0.297717272
RING,  JESSEE BANE#VA#9#REP#2010#0
MOORE,  DAVID WAYNE#VA#9#REP#2010#0
ROOP,  BRANDON E#VA#9#REP#2010#0
LIGHT,  ADAM N#VA#9#REP#2010#0
GRIFFITH,  H MORGAN#VA#9#REP#2010#0
CARR,  WILLIAM R.#VA#9#REP#2010#0
BOUCHER,  FREDERICK C#VA#9#DEM#2010#1
HEATON,  JEREMIAH DAVID#VA#9#IND#2010#0
LEWIS,  DELMAR PATRICK#VA#10#DEM#2010#0.388851945
REDPATH,  WILLIAM#VA#10#LIB#2010#0
WOLF,  FRANK R.#VA#10#REP#2010#0.588831362
TRAUTZ,  JAMES THOMAS JR#VA#10#REP#2010#0.588831362
MODICA,  JULIEN#VA#10#DEM#2010#0.388851945
FINDLEY,  DENNIS MICHAEL#VA#10#DEM#2010#0.388851945
ANTHONY,  RICHARD#VA#10#DEM#2010#0.388851945
BARNETT,  JEFFERY ROBERT#VA#10#DEM#2010#0.388851945
GILLIS,  DAVID WILLIAM JR#VA#11#OTH#2010#0
MILLER ,  PAUL A#VA#11#REP#2010#0.431529138
DECARLO,  CHRISTOPHER F#VA#11#IND#2010#0
HERRITY,  PATRICK S#VA#11#REP#2010#0.431529138
PETERSON,  DAVID E#VA#11#REP#2010#0.431529138
FIMIAN,  KEITH S.#VA#11#REP#2010#0.431529138
DOTSON,  DAVID L#VA#11#LIB#2010#0
CONNOLLY,  GERRY#VA#11#DEM#2010#0.548196315
MIMOUN,  GUILLAUME#VI#0#GRE#2010#0
MOORHEAD,  JEFFREY B.C.#VI#0#NNE#2010#0
CHRISTENSEN,  DONNA M#VI#0#DEM#2010#0
DANET,  VINCENT EMILE#VI#0#REP#2010#0
STERN,  KEITH#VT#0#REP#2010#0
JACCACI,  GUS#VT#0#IND#2010#0.075067913
NEWTON,  JANE#VT#0#LBU#2010#0
CONIFF,  SHEILA M.#VT#0#OTH#2010#0
WELCH,  PETER#VT#0#DEM#2010#0
BEAUDRY,  PAUL#VT#0#REP#2010#0
MITCHELL,  JOHN M#VT#0#REP#2010#0
WATKINS,  JAMES HL#WA#1#REP#2010#0
BURKE,  MATTHEW#WA#1#REP#2010#0
INSLEE,  JAY ROBERT#WA#1#DEM#2010#0.677583908
SCHIRLE,  DAVID DENISE DR#WA#1#IND#2010#0
CARMACK,  JOHN#WA#2#REP#2010#0.376078653
KALB,  LARRY A#WA#2#DEM#2010#0.623921347
LARSEN,  RICHARD RAY#WA#2#DEM#2010#0.623921347
MCGINNESS,  DIANA B#WA#2#DEM#2010#0.623921347
KOSTER,  JOHN M#WA#2#REP#2010#0.376078653
STEVENS,  NORMA JEAN#WA#3#IND#2010#0
BOYD,  CHRISTOPHER MYCHAL#WA#3#REP#2010#0.359874634
RODRIGUEZ-SALAZAR,  MARIA D#WA#3#DEM#2010#0.640125366
RUSSELL,  JON DAVID#WA#3#REP#2010#0.359874634
HEDRICK,  DAVID WILLIAM#WA#3#REP#2010#0.359874634
HECK,  DENNIS#WA#3#DEM#2010#0.640125366
PRIDEMORE,  CRAIG#WA#3#DEM#2010#0.640125366
CASTILLO,  DAVID B#WA#3#REP#2010#0.359874634
WALLACE,  DEBBIE D#WA#3#DEM#2010#0.640125366
HERRERA,  JAIME#WA#3#REP#2010#0.359874634
CRIST,  CHERYL A.#WA#3#DEM#2010#0.640125366
BROCKI,  REX A#WA#4#OTH#2010#0
FAST,  SHANE#WA#4#REP#2010#0.630879459
YIALELIS,  LELAND#WA#4#IND#2010#0
EDWARDS,  MARY RUTH#WA#4#CST#2010#0
HASTINGS,  DOC#WA#4#REP#2010#0.630879459
CLOUGH,  JERAME#WA#4#DEM#2010#0.369120541
FOX,  DAVID R#WA#5#DEM#2010#0.347193431
CORDERO,  CLYDE ARTHUR JR#WA#5#DEM#2010#0.347193431
LAMPERT,  BARBARA#WA#5#DEM#2010#0.347193431
MCMORRIS,  CATHY#WA#5#REP#2010#0.652806569
ROMEYN,  DARYL#WA#5#DEM#2010#0.347193431
YEAROUT,  RANDALL#WA#5#CON#2010#0
CLOUD,  DOUG#WA#6#REP#2010#0.331354359
DICKS,  NORMAN D#WA#6#DEM#2010#0.668645641
YOUNG,  JESSE L#WA#6#REP#2010#0.331354359
SIZEMORE,  SCOTT#WA#7#DEM#2010#0.836529453
HOFFMAN,  WILLIAM III#WA#7#DEM#2010#0.836529453
RIVERS,  DONOVAN LAMONT#WA#7#DEM#2010#0.836529453
JEFFERS-SCHRODER,  BOB#WA#7#IND#2010#0
BEREN,  STEVE#WA#7#REP#2010#0
SUTHERLAND,  S#WA#7#NNE#2010#0
MCDERMOTT,  JAMES ADELBERT#WA#7#DEM#2010#0.836529453
ORLINSKI,  BOLESLAW (JOHN)#WA#8#DEM#2010#0.472156858
ARNOLD,  KEITH#WA#8#DEM#2010#0.472156858
CRAMER,  THOMAS A#WA#8#DEM#2010#0.472156858
MARDINI,  CALEB LOVE#WA#8#NNE#2010#0
ADAIR,  ROBIN#WA#8#OTH#2010#0
DILLON,  TOM#WA#8#REP#2010#0.527843142
HUBER,  ERNEST#WA#8#REP#2010#0.527843142
REICHERT,  DAVE#WA#8#REP#2010#0.527843142
DELBENE,  SUZAN K#WA#8#DEM#2010#0.472156858
CAMPBELL,  THOMAS J#WA#9#REP#2010#0.345540603
OLSON,  ROY#WA#9#GRE#2010#0
MURI,  RICHARD WALTER#WA#9#REP#2010#0.345540603
SMITH,  D ADAM#WA#9#DEM#2010#0.654459397
POSTMA,  JAMES#WA#9#REP#2010#0.345540603
HECKENLIVELY,  JOHN HAROLD#WI#1#DEM#2010#0.34711527
GARIN,  PAULETTE#WI#1#DEM#2010#0.34711527
RYAN,  PAUL D.#WI#1#REP#2010#0.640121591
KEXEL,  JOSEPH#WI#1#LIB#2010#0.012763139
LEE,  CHAD#WI#2#REP#2010#0.305955892
THERON,  DANIEL PETER#WI#2#REP#2010#0.305955892
BALDWIN,  TAMMY#WI#2#DEM#2010#0.694044108
KRSIEAN,  MICHAEL#WI#3#IND#2010#0
KIND,  RON#WI#3#DEM#2010#0.632244444
KAPANKE,  DAN#WI#3#REP#2010#0.344633974
EVERS,  BRUCE FRANCIS#WI#3#REP#2010#0.344633974
CARTER,  SAMANTHA LEE#WI#4#IND#2010#0
MOORE,  GWENDOLYNNE#WI#4#DEM#2010#0.883806198
SEBRING,  DANIEL PAUL#WI#4#REP#2010#0
LIPINSKI,  KENNETH JOSEPH#WI#4#REP#2010#0
AYYASH,  EDDIE AHMAD#WI#4#OTH#2010#0
MOREL,  PAUL#WI#4#DEM#2010#0.883806198
SENSENBRENNER,  F. JAMES JR.#WI#5#REP#2010#0.797919336
KOLOSSO,  TODD P#WI#5#DEM#2010#0
RAYMOND,  ROBERT R.#WI#5#IND#2010#0.202080664
KALLAS,  JOSEPH C#WI#6#DEM#2010#0.362364031
HELLENBRAND,  RANDY STEVEN#WI#6#IND#2010#0
PETRI,  THOMAS#WI#6#REP#2010#0.637635969
LASSA,  JULIE#WI#7#DEM#2010#0.608305397
MIELKE,  DANIEL E MR.#WI#7#REP#2010#0.391694603
KAUTHER,  GARY#WI#7#IND#2010#0
DUFFY,  SEAN#WI#7#REP#2010#0.391694603
REASBECK IV,  JOSEPH VINCENT#WI#7#DEM#2010#0.608305397
RAIHALA,  DON#WI#7#DEM#2010#0.608305397
ROTH,  ROGER#WI#8#REP#2010#0.459471982
STERN,  JOSEPH P#WI#8#REP#2010#0.459471982
RIBBLE,  REID#WI#8#REP#2010#0.459471982
THOMAS,  KERRY#WI#8#REP#2010#0.459471982
KAGEN,  STEVEN L.#WI#8#DEM#2010#0.540528018
WILLIAMS,  ANDREW JOSEPH#WI#8#REP#2010#0.459471982
TRAGER,  MARC HARRIS MD#WI#8#REP#2010#0.459471982
SAVARD,  MARC WILLIAM#WI#8#REP#2010#0.459471982
MCCORMICK,  TERRI#WI#8#REP#2010#0.459471982
MINEAR,  SARAH M#WV#1#REP#2010#0
MOLLOHAN,  ALAN B.#WV#1#DEM#2010#0.99930801
LEVENSON,  PATRICIA VANGILDER#WV#1#REP#2010#0
HALL,  CINDY#WV#1#REP#2010#0
WARNER,  ANDREW MCCOY#WV#1#REP#2010#0
SWISHER,  DANIEL SCOTT#WV#1#REP#2010#0
STARK,  THOMAS FREDRICK#WV#1#REP#2010#0
MCKINLEY,  DAVID B#WV#1#REP#2010#0
OLIVERIO,  MICHAEL A. II#WV#1#DEM#2010#0.99930801
GRAF,  VIRGINIA LYNCH#WV#2#DEM#2010#0.429249832
HUDOK,  PHIL#WV#2#CON#2010#0
CAPITO,  SHELLEY MOORE MS.#WV#2#REP#2010#0.570688193
GEARHEART,  MARTY#WV#3#REP#2010#0.330807359
BARILLA,  BRUCE#WV#3#DEM#2010#0.669192641
RAHALL,  NICK JOE II#WV#3#DEM#2010#0.669192641
LUCAS,  CONRAD G III#WV#3#REP#2010#0.330807359
BIAS,  LEE ALLEN#WV#3#REP#2010#0.330807359
MAYNARD,  ELLIOTT EDWARD#WV#3#REP#2010#0.330807359
LOVE,  JOHN#WY#0#LIB#2010#0.044291497
LUMMIS,  CYNTHIA MARIE#WY#0#REP#2010#0.527016608
WENDT,  DAVID ALLAN#WY#0#DEM#2010#0.428691895
SLAFTER,  EVAN LIAM#WY#0#REP#2010#0.527016608
YOUNG,  DONALD E#AK#0#REP#2012#0.693244792
CISSNA,  SHARON MARIE#AK#0#DEM#2012#0.306755208
COX,  JOHN ROBERT#AK#0#REP#2012#0.693244792
GALES,  TERRE L#AK#0#REP#2012#0.693244792
MCDERMOTT,  JIM C#AK#0#LIB#2012#0
DESJARLAIS,  CLINTON#AK#0#IND#2012#0
FULLER,  FLETCHER G.#AK#0#IND#2012#0
GIANOUTSOS,  TED#AK#0#IND#2012#0
HILL,  SIDNEY I.#AK#0#IND#2012#0
VONDERSAAR,  FRANK J#AK#0#DEM#2012#0.306755208
CHESNUT,  DEBRA SUE#AK#0#DEM#2012#0.306755208
MOORE,  MATTHEW EDWARD#AK#0#DEM#2012#0.306755208
URQUIDI,  DOUGLAS C#AK#0#DEM#2012#0.306755208
RAILEY,  CURTIS MONROE#AL#1#IND#2012#0
GOUNARES,  PETER HUNTER#AL#1#REP#2012#0.830414361
RIEHM,  PETER (PETE) J A#AL#1#REP#2012#0.830414361
YOUNG,  LARRY DEAN JR#AL#1#REP#2012#0.830414361
BONNER,  JOSIAH ROBIAS#AL#1#REP#2012#0.830414361
ROBY,  MARTHA#AL#2#REP#2012#0.510937715
FORD,  THERESE#AL#2#DEM#2012#0.489062285
ROGERS,  MICHAEL DENNIS#AL#3#REP#2012#0.594806507
HARRIS,  JOHN ANDREW#AL#3#DEM#2012#0.405193493
ADERHOLT,  ROBERT BROWN#AL#4#REP#2012#1
BOMAN,  DANIEL HEATH#AL#4#DEM#2012#0
NEIGHBORS,  RICK#AL#4#DEM#2012#0
