Cand_Name,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Year
NELSON, CHRIS,SD,0,REP,2010
CURD, RICHARD BLAKE,SD,0,REP,2010
WASSON, THAD MYRON,SD,0,REP,2010
WEILAND, KEVIN J,SD,0,DEM,2010
HERSETH SANDLIN, STEPHANIE M,SD,0,DEM,2010
STECK, KERMIT E.,TN,1,IND,2010
SABRI, MAHMOOD (MICHAEL),TN,1,REP,2010
CLARK, MICHAEL EDWARD,TN,1,DEM,2010
ROE, DAVID PHILLIP,TN,1,REP,2010
SAMPLES, WILLIAM GREGORY,TN,2,IND,2010
ANDREW, D.H. (ANDY),TN,2,IND,2010
LEINWEBER, JOSEPH R. JR.,TN,2,IND,2010
HEADINGS, JAMES H.,TN,2,IND,2010
HANDCOCK, DAVID,TN,2,DEM,2010
DUNCAN, JOHN J REP. JR.,TN,2,REP,2010
STATON, BRENT DAVIS,TN,3,DEM,2010
WHITLEY, JOHN MATTHEW,TN,3,REP,2010
FLOWERS, PAULA,TN,3,DEM,2010
FLEISCHMANN, CHARLES J,TN,3,REP,2010
IRION, VAN RENCELLIERE,TN,3,REP,2010
KIAH, MORRIS MO F,TN,3,IND,2010
KEMEA, RICHARD LEE II,TN,3,REP,2010
SMITH, ROBIN TUCKER,TN,3,REP,2010
HOLZMEYER, KRIS ALAN,TN,3,REP,2010
RHODES, ARTHUR D,TN,3,REP,2010
SHORT, BRENDA FREEMAN,TN,3,DEM,2010
HOWARD-HILL, JEAN,TN,3,REP,2010
GOBBLE, TIMOTHY A,TN,3,REP,2010
MITCHELL, ALICIA,TN,3,DEM,2010
WOLFE, JOHN,TN,3,DEM,2010
HOWARD, HARVEY,TN,3,REP,2010
KERNEA, RICK,TN,3,REP,2010
TRAVILLIAN, GROVER,TN,3,REP,2010
GOODWIN, GREGORY C.,TN,3,IND,2010
HUMPHRIES , ROBERT,TN,3,IND,2010
MARCEAUX, BASIL,TN,3,REP,2010
BARKMAN , DON,TN,3,IND,2010
CRANGLE, TOMMY FRANKLIN,TN,3,REP,2010
KYRIAKIDIS, SAVAS T.,TN,3,IND,2010
DEVOL, MARK,TN,3,REP,2010
DESJARLAIS, SCOTT EUGENE,TN,4,REP,2010
BAILEY, JACK,TN,4,REP,2010
DAVIS, LINCOLN EDWARD,TN,4,DEM,2010
STRONG, DONALD WAYNE,TN,4,REP,2010
GRAY, JAMES ANTHONY,TN,4,IND,2010
CURTIS , PAUL H.,TN,4,IND,2010
JOHNSON, RICHARD S.,TN,4,IND,2010
YORK , GERALD,TN,4,IND,2010
GREENOUGH, KENT CAMERON,TN,4,REP,2010
HARWELL, RONALD LEE,TN,4,REP,2010
COLLINGS, STEPHEN WILLIAM,TN,5,LIB,2010
MIRANDA, PATRICK FERNANDO,TN,5,REP,2010
TARUM , TRACY C.,TN,5,REP,2010
RIES, BOB,TN,5,REP,2010
SCHWARTZ, BOB,TN,5,REP,2010
HARTLINE, JEFFREY ALAN ALAN,TN,5,REP,2010
MIGLIETTA, JOHN P,TN,5,IND,2010
SCOTT, JAROD DAVID,TN,5,REP,2010
NOLAND-HEIL, CECILIA,TN,5,REP,2010
KUMAR, VIJAY A,TN,5,REP,2010
FINUCANE, BRENDAN E JR,TN,5,REP,2010
HALL, DAVID,TN,5,REP,2010
HEIL, CECE,TN,5,REP,2010
PEARSON, ERIC,TN,5,DEM,2010
SCHECTER , ERIC,TN,5,DEM,2010
STRAUSS, ALVIN M.,TN,5,REP,2010
CROOK, BILL,TN,5,IND,2010
MOORE, JOE D., JR.,TN,5,IND,2010
SMITH , JOHN,TN,5,IND,2010
WHITFIELD, JAMES GREGORY II,TN,5,IND,2010
SPIVAK, LONNIE PAUL,TN,5,REP,2010
MILLER, JACQUELINE MARIE,TN,5,IND,2010
TAYLOR, THOMAS CLARK,TN,5,IND,2010
COOPER, JAMES H.S.,TN,5,DEM,2010
MANN, GARY DEWITT,TN,6,REP,2010
BARRY , HENRY CLAY,TN,6,DEM,2010
HAY, TOMMY N,TN,6,IND,2010
LEMING, BENJAMIN T,TN,6,DEM,2010
ERDEL, GEORGE T,TN,6,DEM,2010
EVANS, DAVE,TN,6,REP,2010
ZELENIK, LOU ANN,TN,6,REP,2010
ROBERTS, KERRY EVAN,TN,6,REP,2010
TRACY, JIM,TN,6,REP,2010
CARTER, BRETT RYAN,TN,6,DEM,2010
BLACK, DIANE LYNN,TN,6,REP,2010
BUTLER , DEVORE E.,TN,6,DEM,2010
MCLELLAN , BRUCE,TN,6,REP,2010
BOYD , JIM,TN,6,IND,2010
PURCELL, DAVID,TN,6,IND,2010
SPRAGUE , STEPHEN R.,TN,6,IND,2010
GORE, BRANDON ERIC,TN,6,IND,2010
VICK, CHARLES GORDON,TN,7,DEM,2010
STONE, J.W. (BILL),TN,7,IND,2010
BLACKBURN, MARSHA MRS.,TN,7,REP,2010
RABIDOUX, GREG ROBERT DR,TN,7,DEM,2010
RICE, DAVID ALLEN,TN,8,REP,2010
MERCER, LUTHER T II,TN,8,DEM,2010
HART, JAMES,TN,8,IND,2010
FLINN, GEORGE S JR,TN,8,REP,2010
KIRKLAND, RONALD,TN,8,REP,2010
JANES, DONN,TN,8,REP,2010
STEINFELS, CRAIG RICHARD,TN,8,REP,2010
FINCHER, STEVE,TN,8,REP,2010
HERRON, ROY BRASFIELD,TN,8,DEM,2010
SMITH , KIMBERLEE E.,TN,8,DEM,2010
WATTS , BEN,TN,8,REP,2010
SMITH, RANDY LEE,TN,8,REP,2010
RAWLES , MARK JEFFERY,TN,8,IND,2010
MILLEN, KEVIN,TN,9,REP,2010
HARRELL, JAMES,TN,9,REP,2010
BERGMANN, CHARLOTTE,TN,9,REP,2010
STEELE, PERRY,TN,9,IND,2010
SULLIVAN , SANDRA,TN,9,IND,2010
HERENTON, WILLIE W,TN,9,DEM,2010
COHEN, STEPHEN IRA,TN,9,DEM,2010
WRIGHT, MARY TAYLOR SHELBY,TN,9,DEM,2010
CHARLES F III, PARKES,TX,1,LIB,2010
PERKISON, DONALD,TX,1,LIB,2010
GOHMERT, LOUIE,TX,1,REP,2010
SMITH, DAVID WAYNE,TX,2,LIB,2010
POE, TED,TX,2,REP,2010
PIERCE, HARRY,TX,3,UNK,2010
SAM, JOHNSON MR.,TX,3,REP,2010
CLAYTOR, CHRISTOPHER J.,TX,3,LIB,2010
LINGENFELDER, JOHN JR,TX,3,DEM,2010
GIGLIOTTI, LOUIS PAUL,TX,4,REP,2010
CLARK, STEVE,TX,4,REP,2010
SHEPARD, MICHAEL SHANE,TX,4,IND,2010
KOWERT, JOSHUA JOHN,TX,4,REP,2010
HALL, JERRY RAY,TX,4,REP,2010
NIX, NICHOLAS PAUL,TX,4,IND,2010
BLOUNT, BENNEY DELL,TX,4,REP,2010
PRINDLE, JIM,TX,4,LIB,2010
COOPER, JOHNNY RAY,TX,4,REP,2010
HALL, RALPH MOODY,TX,4,REP,2010
HATHCOX, VALINDA,TX,4,DEM,2010
BOYD, JUSTIN,TX,5,REP,2010
ASHBY, KEN,TX,5,LIB,2010
BERRY, TOM,TX,5,DEM,2010
HENSARLING, JEB HON.,TX,5,REP,2010
BARTON, JOE LINUS,TX,6,REP,2010
SEVERNS, BYRON,TX,6,LIB,2010
COZAD, DAVID EDWIN,TX,6,DEM,2010
MCCURRACH, DAVID,TX,7,IND,2010
PARKS, DREW,TX,7,LIB,2010
TOWNSEND, BOB,TX,7,LIB,2010
SQUIERS, LISSA,TX,7,NNE,2010
CULBERSON, JOHN,TX,7,REP,2010
RUSSELL, TYLER TIMBERLAKE,TX,8,REP,2010
BRADY, KEVIN,TX,8,REP,2010
WEST, BRUCE A,TX,8,LIB,2010
FRANCO, MELECIO,TX,8,REP,2010
HARGETT, KENT,TX,8,DEM,2010
BAKER, SCOTT ALLEN,TX,8,REP,2010
BANNEN, DAVID JOHN,TX,9,REP,2010
HOPE, MICHAEL W,TX,9,LIB,2010
GREEN, ALEXANDER,TX,9,DEM,2010
MUELLER, STEVE C,TX,9,REP,2010
PETRONIS, JOSEPH RICHARD III,TX,10,REP,2010
MARTIN, RICHARD,TX,10,REP,2010
PERKINS, JEREMIAH 'JP',TX,10,LIB,2010
MCCAUL, MICHAEL,TX,10,REP,2010
ANKRUM, GEORGE THEODORE,TX,10,DEM,2010
MCDONALD, JACK THOMAS MR.,TX,10,DEM,2010
QUILLIAN, JAMES,TX,11,DEM,2010
YOUNTS, CHRIS W,TX,11,REP,2010
COWAN, ALVIN ETHELBERT,TX,11,REP,2010
POWELL, JAMES A,TX,11,LIB,2010
HOWE, JIM,TX,11,GRE,2010
CONAWAY, MICHAEL HONORABLE,TX,11,REP,2010
HARRISON, ROBERT,TX,12,LIB,2010
SOLODOW, MATTHEW,TX,12,LIB,2010
FINLEY, SAMUEL JAMES,TX,12,REP,2010
KELLY, MATTHEW EDWARD,TX,12,REP,2010
BRASOVAN, MICHAEL WAYNE,TX,12,REP,2010
SMITH, TRACEY,TX,12,DEM,2010
GRANGER, KAY,TX,12,REP,2010
BARRETT, MICHAEL SANFORD,TX,13,CST,2010
BARTLAM, FREDERICK,TX,13,LIB,2010
BURWELL, JOHN T JR,TX,13,LIB,2010
DYER, KEITH,TX,13,IND,2010
THORNBERRY, MAC,TX,13,REP,2010
COCHRAN, WINSTON EARLE JR,TX,14,DEM,2010
FLYNN, EUGENE J.,TX,14,LIB,2010
GAY, JOHN RAYMOND,TX,14,REP,2010
PRUETT, ROBERT C JR,TX,14,DEM,2010
CHERRY, JEFF,TX,14,REP,2010
GRANEY, TIMOTHY M,TX,14,REP,2010
WALL, GERALD D,TX,14,REP,2010
PAUL, RONALD E.,TX,14,REP,2010
GARZA, DANIEL GARZA,TX,15,REP,2010
ZAMORA, EDDIE,TX,15,REP,2010
COHN, AARON I,TX,15,LIB,2010
REDDING, JENELL,TX,15,LIB,2010
HARING, PAUL BYRNE,TX,15,REP,2010
PURL, JAMES DOUG,TX,15,DEM,2010
HINOJOSA, RUBEN E.,TX,15,DEM,2010
COLLINS, TIM,TX,16,NNE,2010
REYES, SILVESTRE,TX,16,DEM,2010
COLLINS, BILL,TX,16,LIB,2010
BESCO, TIMOTHY ANDREW,TX,16,REP,2010
WILSON, CHARLES CLARK,TX,17,REP,2010
KELLY, RICHARD B,TX,17,LIB,2010
AUTEM, JOSEPH WAYNE JR,TX,17,REP,2010
FINLEY, RICHARD ERIC,TX,17,REP,2010
YANCY, DARREN GENE SR,TX,17,REP,2010
MCINTYRE, DAVID H,TX,17,REP,2010
DELASANDRO, TIMOTHY ALLEN,TX,17,REP,2010
CURNOCK, ROBERT JOHN,TX,17,REP,2010
FLORES, BILL,TX,17,REP,2010
EDWARDS, CHET,TX,17,DEM,2010
JOHNSON, JARVIS,TX,18,DEM,2010
CHRISTOPHER, TEX,TX,18,REP,2010
ROBERTS, SEAN ALAN,TX,18,DEM,2010
TAYLOR, MIKE,TX,18,LIB,2010
LEE, SHEILA JACKSON,TX,18,DEM,2010
MEYER, CHARLES B,TX,18,NNE,2010
PAGE, BRENDA Z,TX,18,REP,2010
FAULK, JOHN M MR. SR.,TX,18,REP,2010
PETERSON, RICHARD,TX,19,LIB,2010
WILSON, ANDY,TX,19,DEM,2010
NEUGEBAUER, RANDY HONORABLE,TX,19,REP,2010
MARTINEZ, JOSEPH 'JAMIE',TX,20,REP,2010
TROTTER, CLAYTON,TX,20,REP,2010
SMITH, RHETT ROSENQUEST,TX,20,IND,2010
STRACK, ALAN THOMAS,TX,20,REP,2010
SHIPP, CHARLES A., JR.,TX,20,REP,2010
IDROGO, MICHAEL,TX,20,LIB,2010
GONZALEZ, CHARLES A.,TX,20,DEM,2010
MELNICK, LAINEY,TX,21,DEM,2010
SCHOPPE, STEPHEN,TX,21,REP,2010
SMITH, LAMAR,TX,21,REP,2010
SHVETZ, BELINDA ,TX,21,DEM,2010
STROHM, JAMES ARTHUR,TX,21,LIB,2010
BLATT, DOUGLAS JAMES,TX,22,DEM,2010
ROGERS, LAKESHA D,TX,22,DEM,2010
STOUT, DENNIS,TX,22,LIB,2010
SUSMAN, STEVEN,TX,22,LIB,2010
OLSON, PETER G,TX,22,REP,2010
CAMPBELL, THOMAS,TX,22,REP,2010
WIEDER, FREDDIE JOHN MINISTER JR,TX,22,DEM,2010
WILLIAMS, JOHNNY,TX,22,NNE,2010
LARSON, JONATHAN SCOTT,TX,23,REP,2010
CANSECO, FRANCISCO 'QUICO',TX,23,REP,2010
KUEBER, MICHAEL ALYN,TX,23,REP,2010
BOULEY, JESSIE,TX,23,LIB,2010
NITSCHKE, MARTIN,TX,23,LIB,2010
GOULD, JOSEPH MACK,TX,23,REP,2010
LOWRY, ROBERT CHARLES,TX,23,REP,2010
STEPHENS, CRAIG T.,TX,23,IND,2010
SCHARF, ED,TX,23,GRE,2010
RODRIGUEZ, CIRO D.,TX,23,DEM,2010
ORTIZ, MIGUEL ANTONIO,TX,23,DEM,2010
HURD, WILLIAM,TX,23,REP,2010
ROSZELL, FRANK,TX,24,REP,2010
SPARKS, DAVID,TX,24,LIB,2010
MARCHANT, KENNY E MR.,TX,24,REP,2010
BRUNER, CORY W,TX,25,LIB,2010
STUTSMAN, JIM,TX,25,LIB,2010
BRANNON, SAM M,TX,25,IND,2010
SKINNER, EDWARD,TX,25,REP,2010
DOGGETT, LLOYD REP.,TX,25,DEM,2010
MOROVICH, GEORGE L.,TX,25,REP,2010
TAYLOR, MARSHALL AARON,TX,25,REP,2010
CAMPBELL, DONNA DR.,TX,25,REP,2010
TRACEY, DONALD L,TX,26,NNE,2010
DURRANCE, NEIL L,TX,26,DEM,2010
HERFORD, JAMES,TX,26,REP,2010
BOLER, MARK,TX,26,LIB,2010
BURGESS, MICHAEL C. DR.,TX,26,REP,2010
VADEN, WILLIAM ROSS,TX,27,REP,2010
ORTIZ, SOLOMON P,TX,27,DEM,2010
MISHOU, EDWARD CLARK JR,TX,27,LIB,2010
DUERR, JAMES MATTHEW,TX,27,REP,2010
FARENTHOLD, RANDOLPH BLAKE,TX,27,REP,2010
PUENTE-BRADSHAW, JESSICA,TX,27,REP,2010
CHAVEZ, DANIEL,TX,28,REP,2010
KAAT, STEPHEN,TX,28,LIB,2010
LEONE, ROSS LYNN,TX,28,LIB,2010
HOLLOWAY, CHARLES DAVID,TX,28,REP,2010
CUELLAR, HENRY R.,TX,28,DEM,2010
UNDERWOOD, BRYAN KEITH,TX,28,REP,2010
MAZZAPICA, FRANK '' MAZZ'',TX,29,REP,2010
STEVENS, TOM,TX,29,REP,2010
YOUNG, GEORGE A.,TX,29,REP,2010
GREEN, RAYMOND E. 'GENE',TX,29,DEM,2010
WALTERS, BRAD,TX,29,LIB,2010
STORY, LESLIE ERIC,TX,29,REP,2010
MORALES, ROGELIO 'ROY' JR,TX,29,REP,2010
LINGERFELT, CHARLES B,TX,30,REP,2010
OSWALT, J B,TX,30,LIB,2010
BRODEN, STEPHEN EDWARD,TX,30,REP,2010
JOHNSON, EDDIE BERNICE,TX,30,DEM,2010
GOLDSTEIN, SHELDON,TX,30,REP,2010
YAMKA, RAYMOND,TX,31,REP,2010
OLIVER, BILL,TX,31,LIB,2010
CARTER, JOHN R.,TX,31,REP,2010
SMITH, DAVID,TX,32,REP,2010
LOVE, STEPHEN LEROY,TX,32,DEM,2010
MYERS, JOHN JAY,TX,32,LIB,2010
RAGGIO, GRIER,TX,32,DEM,2010
SESSIONS, PETE,TX,32,REP,2010
PEARSON, KIRK D,UT,1,OTH,2010
RIDGWAY, MIKE,UT,1,REP,2010
STRATTON, JARED PAUL,UT,1,LIB,2010
BISHOP, ROBERT,UT,1,REP,2010
BOWEN, MORGAN EMORY,UT,1,DEM,2010
ANDERSON, CASEY OWEN,UT,2,REP,2010
HILL, WAYNE L.,UT,2,IND,2010
GLISSMEYER, GEORGE DAVID,UT,2,IND,2010
WALTER, RUSSEL NEIL,UT,2,REP,2010
KELLY, RYAN JOHN,UT,2,IND,2010
ELIASON, ED,UT,2,REP,2010
HINTON, RANDALL,UT,2,OTH,2010
WRIGHT, CLAUDIA,UT,2,DEM,2010
PHILPOT, MORGAN,UT,2,REP,2010
MATHESON, JAMES D,UT,2,DEM,2010
SLIGTING, DOUGLAS,UT,3,OTH,2010
SHANNON, JAKE,UT,3,LIB,2010
PUENTE, JOSEPH L.,UT,3,IND,2010
HYER, KAREN,UT,3,DEM,2010
CHAFFETZ, JASON,UT,3,REP,2010
PARKER, G. GAIL,VA,1,OTH,2010
CRABILL, CATHERINE T.,VA,1,REP,2010
BALL, KRYSTAL MARIE,VA,1,DEM,2010
WITTMAN, ROBERT J.,VA,1,REP,2010
ROBINSON, TERRILL SCOTT,VA,1,DEM,2010
NYE, GLENN CARLYLE III,VA,2,DEM,2010
HUTCHISON, DOUGLAS ALEXANDER,VA,2,UNK,2010
WIRGES, THOMAS,VA,2,REP,2010
MIZUSAWA, BERT K,VA,2,REP,2010
SANDLIN, JESSICA DEPRIEST,VA,2,REP,2010
LOYOLA, BENITO BEN JR,VA,2,REP,2010
MAULBECK, EDWARD CHRISTOPHER,VA,2,REP,2010
TAYLOR, SCOTT W,VA,2,REP,2010
RIGELL, EDWARD SCOTT MR.,VA,2,REP,2010
GOLDEN, KENNETH EUGENE,VA,2,IND,2010
KELLY, JOHN D.,VA,3,IND,2010
SCOTT, ROBERT C.,VA,3,DEM,2010
QUIGLEY, JAMES JOSEPH,VA,3,LIB,2010
SMITH, CHUCK,VA,3,REP,2010
LEGROW, WYNNE VINSON ELWOOD,VA,4,DEM,2010
FORBES, J. RANDY,VA,4,REP,2010
GOODE, VIRGIL H. JR.,VA,5,REP,2010
FERRIN, RON LEE,VA,5,REP,2010
MCPADDEN, MICHAEL,VA,5,REP,2010
MORTON, FEDA KIDD,VA,5,REP,2010
CLARK, JEFFREY AARON,VA,5,IND,2010
BOYD, KENNETH C,VA,5,REP,2010
VERGA, LAURENCE PAUL,VA,5,REP,2010
HURT, ROBERT,VA,5,REP,2010
MCKELVEY, JAMES K,VA,5,REP,2010
PERRIELLO, THOMAS STUART PRICE,VA,5,DEM,2010
VANKE, JEFFREY W,VA,6,IND,2010
BAIN, STUART MATTHEW,VA,6,LIB,2010
GOODLATTE, BOB,VA,6,REP,2010
DIRADOUR, ALBERT STEVEN 'CHARLIE',VA,7,DEM,2010
CANTOR, ERIC,VA,7,REP,2010
BAYNE, FLOYD,VA,7,OTH,2010
WAUGH , RICKARD ELIAN JR,VA,7,DEM,2010
FISHER, J. RON,VA,8,OTH,2010
SOCCI, LAURENCE,VA,8,REP,2010
YELVERTON, STEPHEN THOMAS,VA,8,IND,2010
ST JOHN, CARVEL,VA,8,JCN,2010
MURRAY, J PATRICK,VA,8,REP,2010
BERRY, MATTHEW B.,VA,8,REP,2010
MITCHELL, RONALD,VA,8,DEM,2010
MORAN, JAMES P. JR.,VA,8,DEM,2010
ELLMORE, MARK W,VA,8,REP,2010
RING, JESSEE BANE,VA,9,REP,2010
MOORE, DAVID WAYNE,VA,9,REP,2010
ROOP, BRANDON E,VA,9,REP,2010
LIGHT, ADAM N,VA,9,REP,2010
GRIFFITH, H MORGAN,VA,9,REP,2010
CARR, WILLIAM R.,VA,9,REP,2010
BOUCHER, FREDERICK C,VA,9,DEM,2010
HEATON, JEREMIAH DAVID,VA,9,IND,2010
LEWIS, DELMAR PATRICK,VA,10,DEM,2010
REDPATH, WILLIAM,VA,10,LIB,2010
WOLF, FRANK R.,VA,10,REP,2010
TRAUTZ, JAMES THOMAS JR,VA,10,REP,2010
MODICA, JULIEN,VA,10,DEM,2010
FINDLEY, DENNIS MICHAEL,VA,10,DEM,2010
ANTHONY, RICHARD,VA,10,DEM,2010
BARNETT, JEFFERY ROBERT,VA,10,DEM,2010
GILLIS, DAVID WILLIAM JR,VA,11,OTH,2010
MILLER , PAUL A,VA,11,REP,2010
DECARLO, CHRISTOPHER F,VA,11,IND,2010
HERRITY, PATRICK S,VA,11,REP,2010
PETERSON, DAVID E,VA,11,REP,2010
FIMIAN, KEITH S.,VA,11,REP,2010
DOTSON, DAVID L,VA,11,LIB,2010
CONNOLLY, GERRY,VA,11,DEM,2010
MIMOUN, GUILLAUME,VI,0,GRE,2010
MOORHEAD, JEFFREY B.C.,VI,0,NNE,2010
CHRISTENSEN, DONNA M,VI,0,DEM,2010
DANET, VINCENT EMILE,VI,0,REP,2010
STERN, KEITH,VT,0,REP,2010
JACCACI, GUS,VT,0,IND,2010
NEWTON, JANE,VT,0,LBU,2010
CONIFF, SHEILA M.,VT,0,OTH,2010
WELCH, PETER,VT,0,DEM,2010
BEAUDRY, PAUL,VT,0,REP,2010
MITCHELL, JOHN M,VT,0,REP,2010
WATKINS, JAMES HL,WA,1,REP,2010
BURKE, MATTHEW,WA,1,REP,2010
INSLEE, JAY ROBERT,WA,1,DEM,2010
SCHIRLE, DAVID DENISE DR,WA,1,IND,2010
CARMACK, JOHN,WA,2,REP,2010
KALB, LARRY A,WA,2,DEM,2010
LARSEN, RICHARD RAY,WA,2,DEM,2010
MCGINNESS, DIANA B,WA,2,DEM,2010
KOSTER, JOHN M,WA,2,REP,2010
STEVENS, NORMA JEAN,WA,3,IND,2010
BOYD, CHRISTOPHER MYCHAL,WA,3,REP,2010
RODRIGUEZ-SALAZAR, MARIA D,WA,3,DEM,2010
RUSSELL, JON DAVID,WA,3,REP,2010
HEDRICK, DAVID WILLIAM,WA,3,REP,2010
HECK, DENNIS,WA,3,DEM,2010
PRIDEMORE, CRAIG,WA,3,DEM,2010
CASTILLO, DAVID B,WA,3,REP,2010
WALLACE, DEBBIE D,WA,3,DEM,2010
HERRERA, JAIME,WA,3,REP,2010
CRIST, CHERYL A.,WA,3,DEM,2010
BROCKI, REX A,WA,4,OTH,2010
FAST, SHANE,WA,4,REP,2010
YIALELIS, LELAND,WA,4,IND,2010
EDWARDS, MARY RUTH,WA,4,CST,2010
HASTINGS, DOC,WA,4,REP,2010
CLOUGH, JERAME,WA,4,DEM,2010
FOX, DAVID R,WA,5,DEM,2010
CORDERO, CLYDE ARTHUR JR,WA,5,DEM,2010
LAMPERT, BARBARA,WA,5,DEM,2010
MCMORRIS, CATHY,WA,5,REP,2010
ROMEYN, DARYL,WA,5,DEM,2010
YEAROUT, RANDALL,WA,5,CON,2010
CLOUD, DOUG,WA,6,REP,2010
DICKS, NORMAN D,WA,6,DEM,2010
YOUNG, JESSE L,WA,6,REP,2010
SIZEMORE, SCOTT,WA,7,DEM,2010
HOFFMAN, WILLIAM III,WA,7,DEM,2010
RIVERS, DONOVAN LAMONT,WA,7,DEM,2010
JEFFERS-SCHRODER, BOB,WA,7,IND,2010
BEREN, STEVE,WA,7,REP,2010
SUTHERLAND, S,WA,7,NNE,2010
MCDERMOTT, JAMES ADELBERT,WA,7,DEM,2010
ORLINSKI, BOLESLAW (JOHN),WA,8,DEM,2010
ARNOLD, KEITH,WA,8,DEM,2010
CRAMER, THOMAS A,WA,8,DEM,2010
MARDINI, CALEB LOVE,WA,8,NNE,2010
ADAIR, ROBIN,WA,8,OTH,2010
DILLON, TOM,WA,8,REP,2010
HUBER, ERNEST,WA,8,REP,2010
REICHERT, DAVE,WA,8,REP,2010
DELBENE, SUZAN K,WA,8,DEM,2010
CAMPBELL, THOMAS J,WA,9,REP,2010
OLSON, ROY,WA,9,GRE,2010
MURI, RICHARD WALTER,WA,9,REP,2010
SMITH, D ADAM,WA,9,DEM,2010
POSTMA, JAMES,WA,9,REP,2010
HECKENLIVELY, JOHN HAROLD,WI,1,DEM,2010
GARIN, PAULETTE,WI,1,DEM,2010
RYAN, PAUL D.,WI,1,REP,2010
KEXEL, JOSEPH,WI,1,LIB,2010
LEE, CHAD,WI,2,REP,2010
THERON, DANIEL PETER,WI,2,REP,2010
BALDWIN, TAMMY,WI,2,DEM,2010
KRSIEAN, MICHAEL,WI,3,IND,2010
KIND, RON,WI,3,DEM,2010
KAPANKE, DAN,WI,3,REP,2010
EVERS, BRUCE FRANCIS,WI,3,REP,2010
CARTER, SAMANTHA LEE,WI,4,IND,2010
MOORE, GWENDOLYNNE,WI,4,DEM,2010
SEBRING, DANIEL PAUL,WI,4,REP,2010
LIPINSKI, KENNETH JOSEPH,WI,4,REP,2010
AYYASH, EDDIE AHMAD,WI,4,OTH,2010
MOREL, PAUL,WI,4,DEM,2010
SENSENBRENNER, F. JAMES JR.,WI,5,REP,2010
KOLOSSO, TODD P,WI,5,DEM,2010
RAYMOND, ROBERT R.,WI,5,IND,2010
KALLAS, JOSEPH C,WI,6,DEM,2010
HELLENBRAND, RANDY STEVEN,WI,6,IND,2010
PETRI, THOMAS,WI,6,REP,2010
LASSA, JULIE,WI,7,DEM,2010
MIELKE, DANIEL E MR.,WI,7,REP,2010
KAUTHER, GARY,WI,7,IND,2010
DUFFY, SEAN,WI,7,REP,2010
REASBECK IV, JOSEPH VINCENT,WI,7,DEM,2010
RAIHALA, DON,WI,7,DEM,2010
ROTH, ROGER,WI,8,REP,2010
STERN, JOSEPH P,WI,8,REP,2010
RIBBLE, REID,WI,8,REP,2010
THOMAS, KERRY,WI,8,REP,2010
KAGEN, STEVEN L.,WI,8,DEM,2010
WILLIAMS, ANDREW JOSEPH,WI,8,REP,2010
TRAGER, MARC HARRIS MD,WI,8,REP,2010
SAVARD, MARC WILLIAM,WI,8,REP,2010
MCCORMICK, TERRI,WI,8,REP,2010
MINEAR, SARAH M,WV,1,REP,2010
MOLLOHAN, ALAN B.,WV,1,DEM,2010
LEVENSON, PATRICIA VANGILDER,WV,1,REP,2010
HALL, CINDY,WV,1,REP,2010
WARNER, ANDREW MCCOY,WV,1,REP,2010
SWISHER, DANIEL SCOTT,WV,1,REP,2010
STARK, THOMAS FREDRICK,WV,1,REP,2010
MCKINLEY, DAVID B,WV,1,REP,2010
OLIVERIO, MICHAEL A. II,WV,1,DEM,2010
GRAF, VIRGINIA LYNCH,WV,2,DEM,2010
HUDOK, PHIL,WV,2,CON,2010
CAPITO, SHELLEY MOORE MS.,WV,2,REP,2010
GEARHEART, MARTY,WV,3,REP,2010
BARILLA, BRUCE,WV,3,DEM,2010
RAHALL, NICK JOE II,WV,3,DEM,2010
LUCAS, CONRAD G III,WV,3,REP,2010
BIAS, LEE ALLEN,WV,3,REP,2010
MAYNARD, ELLIOTT EDWARD,WV,3,REP,2010
LOVE, JOHN,WY,0,LIB,2010
LUMMIS, CYNTHIA MARIE,WY,0,REP,2010
WENDT, DAVID ALLAN,WY,0,DEM,2010
SLAFTER, EVAN LIAM,WY,0,REP,2010
YOUNG, DONALD E,AK,0,REP,2012
CISSNA, SHARON MARIE,AK,0,DEM,2012
COX, JOHN ROBERT,AK,0,REP,2012
GALES, TERRE L,AK,0,REP,2012
MCDERMOTT, JIM C,AK,0,LIB,2012
DESJARLAIS, CLINTON,AK,0,IND,2012
FULLER, FLETCHER G., JR.,AK,0,IND,2012
GIANOUTSOS, TED,AK,0,IND,2012
HILL, SIDNEY I.,AK,0,IND,2012
VONDERSAAR, FRANK J,AK,0,DEM,2012
CHESNUT, DEBRA SUE,AK,0,DEM,2012
MOORE, MATTHEW EDWARD,AK,0,DEM,2012
URQUIDI, DOUGLAS C,AK,0,DEM,2012
RAILEY, CURTIS MONROE,AL,1,IND,2012
GOUNARES, PETER HUNTER,AL,1,REP,2012
RIEHM, PETER (PETE) J A,AL,1,REP,2012
YOUNG, LARRY DEAN JR,AL,1,REP,2012
BONNER, JOSIAH ROBIAS,AL,1,REP,2012
ROBY, MARTHA,AL,2,REP,2012
FORD, THERESE,AL,2,DEM,2012
ROGERS, MICHAEL DENNIS,AL,3,REP,2012
HARRIS, JOHN ANDREW,AL,3,DEM,2012
ADERHOLT, ROBERT BROWN,AL,4,REP,2012
BOMAN, DANIEL HEATH,AL,4,DEM,2012
