Bonner, Jo#AL#1#REP#2010#1
Blunt, Jeffrey C.#TX#23#LIB#2012#0.016379162
Scharf, Ed#TX#23#GRE#2012#0.009364235
Marchant, Kenny E.#TX#24#REP#2012#0.815718047
Rusk, Tim#TX#24#DEM#2012#0
Stathas, John#TX#24#LIB#2012#0.184281953
Williams, Roger#TX#25#REP#2012#0.448350568
Henderson, Elaine M.#TX#25#DEM#2012#0.528235586
Dewey, Betsy#TX#25#LIB#2012#0.023413845
Burgess, Michael#TX#26#REP#2012#0.670527792
Sanchez, David#TX#26#DEM#2012#0.306959447
Boler, Mark#TX#26#LIB#2012#0.022512761
Farenthold, Blake#TX#27#REP#2012#0.478437884
Harrison, Rose Meza#TX#27#DEM#2012#0.471167647
Baldwin, Bret#TX#27#IND#2012#0
Byrd, Corrie#TX#27#LIB#2012#0.050394469
Cuellar, Henry#TX#28#DEM#2012#0.563481805
Hayward, William R.#TX#28#REP#2012#0.419561588
Hisel, Patrick#TX#28#LIB#2012#0.016956608
Cary, Michael D.#TX#28#GRE#2012#0
Green, Gene#TX#29#DEM#2012#0.646128338
Stanczak, James#TX#29#LIB#2012#0.012935413
Selva, Maria#TX#29#GRE#2012#0
Johnson, Eddie Bernice#TX#30#DEM#2012#0.757356683
Washington, Travis, Jr.#TX#30#REP#2012#0.216427732
Rankin, Ed#TX#30#LIB#2012#0.026215585
Carter, John R.#TX#31#REP#2012#0.82539724
Wyman, Stephen M.#TX#31#DEM#2012#0
Garofolo, Ethan#TX#31#LIB#2012#0.17460276
Sessions, Pete#TX#32#REP#2012#0.626102515
McGovern, Katherine Savers#TX#32#DEM#2012#0.348848024
Hollist, Seth Jewel#TX#32#LIB#2012#0.02504946
Veasey, Marc#TX#33#DEM#2012#0
Bradley, Chuck#TX#33#REP#2012#0
Lindsay, Ed#TX#33#GRE#2012#0
Vela, Filemon#TX#34#DEM#2012#0
Bradshaw, Jessica Puente#TX#34#REP#2012#0
"""""""Shanklin, Steven """"""""Ziggy"""""""""""""""#TX#34#LIB#2012#0
Doggett, Lloyd#TX#35#DEM#2012#0
Narvaiz, Susan#TX#35#REP#2012#0
Leone, Ross Lynn#TX#35#LIB#2012#0
Owen, Meghan#TX#35#GRE#2012#0
Alvarado, Simon#TX#35#WRI#2012#0
Stockman, Steve#TX#36#REP#2012#0
Martin, Max#TX#36#DEM#2012#0
Cole, Michael K.#TX#36#LIB#2012#0
Bishop, Rob#UT#1#REP#2012#0.691935005
McAleer, Donna M.#UT#1#DEM#2012#0.239253666
Phipps, Sherry#UT#1#OTHER#2012#0.046776356
Stewart, Chris#UT#2#REP#2012#0.460601079
Seegmiller, Jay#UT#2#DEM#2012#0.504873991
Garrard, Jonathan D.#UT#2#OTHER#2012#0.034524929
Andrade, Joseph#UT#2#OTHER#2012#0.034524929
Kimball, Charles E.#UT#2#OTHER#2012#0.034524929
Chaffetz, Jason#UT#3#REP#2012#0.723245991
Simonsen, Soren#UT#3#DEM#2012#0.22941621
Matheson, Jim#UT#4#DEM#2012#0
Love, Mia B.#UT#4#REP#2012#0
Vein, Jim L.#UT#4#LIB#2012#0
Welch, Peter#VT#0#OTHER#2012#0.013518787
Donka, Mark#VT#0#REP#2012#0.320569786
"""""""Desrochers, James """"""""Sam"""""""""""""""#VT#0#IND#2012#0.019736925
Newton, Jane#VT#0#OTHER#2012#0.013518787
LaFramboise, Andre#VT#0#OTHER#2012#0.013518787
"""""""Wittman, Robert J. """"""""Rob"""""""""""""""#VA#1#REP#2012#0.639658004
Cook, Adam M.#VA#1#DEM#2012#0.348338146
Parker, G. Gail#VA#1#OTHER#2012#0.01200385
Rigell, E. Scott#VA#2#REP#2012#0.531768247
Hirschbiel, Paul O., Jr.#VA#2#DEM#2012#0.424927013
"""""""Scott, Robert C. """"""""Bobby"""""""""""""""#VA#3#DEM#2012#0.70087767
Longo, Dean J.#VA#3#REP#2012#0.272114286
Forbes, J. Randy#VA#4#REP#2012#0.624676066
Ward, Ella P.#VA#4#DEM#2012#0.375323934
Hurt, Robert#VA#5#REP#2012#0.508519272
Douglass, John Wade#VA#5#DEM#2012#0.470248475
Hildebrandt, Kenneth J.#VA#5#OTHER#2012#0
"""""""Goodlatte, Robert W. """"""""Bob"""""""""""""""#VA#6#REP#2012#0.775256165
Schmookler, Andy B.#VA#6#DEM#2012#0
Cantor, Eric I.#VA#7#REP#2012#0.593199679
Powell, E. Wayne#VA#7#DEM#2012#0.341715703
"""""""Moran, James P. """"""""Jim,"""""""" Jr."""""""#VA#8#DEM#2012#0.611828273
Murray, J. Patrick#VA#8#REP#2012#0.373943529
Howell, Jason J.#VA#8#IND#2012#0
Murphy, Janet#VA#8#OTHER#2012#0.014228198
Griffith, H. Morgan#VA#9#REP#2012#0.512586278
Flaccavento, Anthony J.#VA#9#DEM#2012#0.464484795
Wolf, Frank R.#VA#10#REP#2012#0.629375933
Cabral, Kristin A.#VA#10#DEM#2012#0.348509795
Chisholm, J. Kevin#VA#10#IND#2012#0
"""""""Connolly, Gerald E. """"""""Gerry"""""""""""""""#VA#11#DEM#2012#0.492927296
Perkins, Chris S.#VA#11#REP#2012#0.48859896
Gibson, Mark T.#VA#11#IND#2012#0.00814486
DeCarlo, Christopher F.#VA#11#IND#2012#0.00814486
Galdo, Joe F. Jr.#VA#11#GRE#2012#0
Marchetti, Peter M.#VA#11#OTHER#2012#0.004231268
DelBene, Suzan#WA#1#DEM#2012#0.576667034
Koster, John#WA#1#REP#2012#0.423332966
Larsen, Rick#WA#2#DEM#2012#0.510723345
Matthews, Dan#WA#2#REP#2012#0.489276655
Beutler, Jaime Herrera#WA#3#REP#2012#0.52971888
Haugen, Jon T.#WA#3#DEM#2012#0.47028112
Hastings, Doc#WA#4#REP#2012#0.676420701
Baechler, Mary#WA#4#DEM#2012#0.323579299
Rodgers, Cathy McMorris#WA#5#REP#2012#0.636663422
Cowan, Rich#WA#5#DEM#2012#0.363336578
Kilmer, Derek#WA#6#DEM#2012#0.580392322
Driscoll, Bill#WA#6#REP#2012#0.419607678
McDermott, Jim#WA#7#DEM#2012#0.829733585
Bemis, Ron#WA#7#REP#2012#0
Reichert, Dave#WA#8#REP#2012#0.520516205
Porterfield, Karen#WA#8#DEM#2012#0.479483795
Smith, Adam#WA#9#DEM#2012#0.548520794
Postma, Jim#WA#9#REP#2012#0.451479206
Heck, Denny#WA#10#DEM#2012#0
Muri, Richard (Dick)#WA#10#REP#2012#0
McKinley, David B.#WV#1#REP#2012#0.504002668
Thorn, Sue#WV#1#DEM#2012#0.495997332
Capito, Shelley Moore#WV#2#REP#2012#0.684570787
Swint, Howard#WV#2#DEM#2012#0.296907895
Rahall, Nick J., II#WV#3#DEM#2012#0.560386473
Snuffer, Rick#WV#3#REP#2012#0.439613527
Ryan, Paul#WI#1#REP#2012#0.682443177
Zerban, Rob#WI#1#DEM#2012#0.301195857
Deschler, Keith#WI#1#LIB#2012#0.016360966
Pocan, Mark#WI#2#DEM#2012#0.618127613
Lee, Chad#WI#2#REP#2012#0.381872387
Kopsick, Joe#WI#2#WRI#2012#0
Kind, Ron#WI#3#DEM#2012#0.503067045
Boland, Ray#WI#3#REP#2012#0.465084249
Moore, Gwen#WI#4#DEM#2012#0.690506195
Sebring, Dan#WI#4#REP#2012#0.296016431
Raymond, Robert R.#WI#4#IND#2012#0
Sensenbrenner, F. James, Jr.#WI#5#REP#2012#0.693595982
Heaster, Dave#WI#5#DEM#2012#0.273745126
Petri, Tom#WI#6#REP#2012#0.707072227
Kallas, Joe#WI#6#DEM#2012#0.292927773
Duffy, Sean#WI#7#REP#2012#0.521924195
Kreitlow, Pat#WI#7#DEM#2012#0.445012324
Lehner, Dale C.#WI#7#WRI#2012#0
Ribble, Reid J.#WI#8#REP#2012#0.548263048
Wall, Jamie#WI#8#DEM#2012#0.451736952
Lummis, Cynthia M.#WY#0#REP#2012#0.705268853
Henrichsen, Chris#WY#0#DEM#2012#0.245165576
Brubaker, Richard P.#WY#0#LIB#2012#0.049565571
Cummings, Daniel Clyde#WY#0#OTHER#2012#0
Wills, Don#WY#0#OTHER#2012#0
Byrne, Bradley#AL#1#REP#2014#1
LeFlore, Burton R.#AL#1#DEM#2014#0
Roby, Martha#AL#2#REP#2014#0.636594368
Wright, Erick#AL#2#DEM#2014#0.363405632
Rogers, Mike#AL#3#REP#2014#0.641096812
Smith, Jesse T.#AL#3#DEM#2014#0.358903188
Aderholt, Robert#AL#4#REP#2014#0.740654892
Brooks, Mo#AL#5#REP#2014#0.650216355
Bray, Mark#AL#5#IND#2014#0
Palmer, Gary#AL#6#REP#2014#0.712979914
Lester, Mark#AL#6#DEM#2014#0.287020086
Sewell, Terri A.#AL#7#DEM#2014#0.758988755
Young, Don#AK#0#REP#2014#0.641517795
Dunbar, Forrest#AK#0#DEM#2014#0.287103587
McDermott, Jim C.#AK#0#LIB#2014#0.052028805
Kirkpatrick, Ann#AZ#1#DEM#2014#0.487982671
Tobin, Andy#AZ#1#REP#2014#0.451495459
McSally, Martha#AZ#2#REP#2014#0.495704447
Barber, Ron#AZ#2#DEM#2014#0.504100534
Ramirez, Sampson U.#AZ#2#WRI#2014#0.000195019
Dudikoff, Sydney#AZ#2#WRI#2014#0.000195019
Grijalva, Raul#AZ#3#DEM#2014#0.583693938
Saucedo Mercer, Gabby#AZ#3#REP#2014#0.371450758
Sánchez, F.#AZ#3#WRI#2014#0
Thompson, Lee#AZ#3#WRI#2014#0
Gosar, Paul#AZ#4#REP#2014#0.668308992
Weisser, Mike#AZ#4#DEM#2014#0.283697079
Rike, Chris#AZ#4#OTHER#2014#0.009817033
Salmon, Matt#AZ#5#REP#2014#0.671906072
Woods, James#AZ#5#DEM#2014#0.328093928
Schweikert, David#AZ#6#REP#2014#0.612960771
Williamson, W. John#AZ#6#DEM#2014#0.333129816
Gallego, Ruben#AZ#7#DEM#2014#0.817425114
Cobb, Joe#AZ#7#LIB#2014#0.182574886
DeWitt, Rebecca#AZ#7#OTHER#2014#0
Peñalosa, José#AZ#7#OTHER#2014#0
Dunn, Gary#AZ#7#WRI#2014#0
Ortega, Gustavo#AZ#7#WRI#2014#0
Esquivel, Samuel#AZ#7#WRI#2014#0
Franks, Trent#AZ#8#REP#2014#0.633484976
Dolgos, Stephen#AZ#8#OTHER#2014#0.015935276
Sinema, Kyrsten#AZ#9#DEM#2014#0.487268671
Rogers, Wendy#AZ#9#REP#2014#0.446286146
Gammill, Powell#AZ#9#OTHER#2014#0.066445183
Crawford, Rick#AR#1#REP#2014#0.562300734
McPherson, Jackie#AR#1#DEM#2014#0.391345916
Willhite, Brian Scott#AR#1#LIB#2014#0.026036793
Hill, French#AR#2#REP#2014#0.551905456
Hays, Patrick Henry#AR#2#DEM#2014#0.394824807
Standiford, Debbie#AR#2#LIB#2014#0.023381182
Neely, Charles#AR#2#WRI#2014#0
Womack, Steve#AR#3#REP#2014#0.759045022
Brand, Grant#AR#3#LIB#2014#0.080904502
Westerman, Bruce#AR#4#REP#2014#0.595277908
Witt, James Lee#AR#4#DEM#2014#0.366912142
Hamilton, Ken#AR#4#LIB#2014#0.019246736
Percefull, Janis K.#AR#4#WRI#2014#0
La Malfa, Doug#CA#1#REP#2014#0.573825766
Hall, Heidi#CA#1#DEM#2014#0.426174234
Huffman, Jared#CA#2#DEM#2014#0.712432998
Mensing, Dale K.#CA#2#REP#2014#0.287567002
Garamendi, John#CA#3#DEM#2014#0.542304931
Logue, Dan#CA#3#REP#2014#0.457695069
McClintock, Tom#CA#4#REP#2014#0.611091545
"""""""Moore, Arthur """"""""Art"""""""""""""""#CA#4#REP#2014#0.611091545
Thompson, Mike#CA#5#DEM#2014#0.744711233
Hinton, James#CA#5#OTHER#2014#0
Matsui, Doris#CA#6#DEM#2014#0.750524354
McCray, Joseph, Sr.#CA#6#REP#2014#0.249475646
Bera, Ami#CA#7#DEM#2014#0.516815409
Ose, Doug#CA#7#REP#2014#0.483184591
Cook, Paul#CA#8#REP#2014#1
Conaway, Bob#CA#8#DEM#2014#0
McNerney, Jerry#CA#9#DEM#2014#0.555540955
"""""""Amador, Antonio C. """"""""Tony"""""""""""""""#CA#9#REP#2014#0.444459045
Denham, Jeff#CA#10#REP#2014#0.527081869
Eggman, Michael#CA#10#DEM#2014#0.472918131
Desaulnier, Mark#CA#11#DEM#2014#0.697317276
Phan, Tue#CA#11#REP#2014#0.302682724
Pelosi, Nancy#CA#12#DEM#2014#0.850838568
Dennis, John#CA#12#REP#2014#0.149161432
Lee, Barbara#CA#13#DEM#2014#0.867815733
Sundeen, Dakin#CA#13#REP#2014#0
Speier, Jackie#CA#14#DEM#2014#0.789165373
Chew, Robin#CA#14#REP#2014#0.210834627
Swalwell, Eric#CA#15#DEM#2014#1
Bussell, Hugh#CA#15#REP#2014#0
Costa, Jim#CA#16#DEM#2014#0.574086131
Tacherra, Johnny#CA#16#REP#2014#0.425913869
Honda, Mike#CA#17#DEM#2014#0.735447196
Khanna, Ro#CA#17#DEM#2014#0.735447196
Eshoo, Anna G.#CA#18#DEM#2014#0.70489246
Fox, Richard B.#CA#18#REP#2014#0.29510754
Lofgren, Zoe#CA#19#DEM#2014#0.732357759
Murray, Robert#CA#19#DEM#2014#0.732357759
Farr, Sam#CA#20#DEM#2014#0.740685557
Kabat, Ronald Paul#CA#20#OTHER#2014#0
Valadao, David#CA#21#REP#2014#0.577590877
Renteria, Amanda#CA#21#DEM#2014#0.422409123
Nunes, Devin G.#CA#22#REP#2014#0.618796771
"""""""Augilera-Marrero, Suzanna """"""""Sam"""""""""""""""#CA#22#DEM#2014#0.381203229
McCarthy, Kevin#CA#23#REP#2014#0.732216682
Garcia, Raul#CA#23#DEM#2014#0
Capps, Lois#CA#24#DEM#2014#0.550972776
Mitchum, Chris#CA#24#REP#2014#0.449027224
Knight, Steve#CA#25#REP#2014#0.547788228
Strickland, Tony#CA#25#REP#2014#0.547788228
Brownley, Julia#CA#26#DEM#2014#0.526917612
Gorell, Jeff#CA#26#REP#2014#0.473082388
Chu, Judy#CA#27#DEM#2014#0.639775443
Orswell, Jack#CA#27#REP#2014#0.360224557
Schiff, Adam B.#CA#28#DEM#2014#0.764874691
Stokes, Steve#CA#28#OTHER#2014#0
Cardenas, Tony#CA#29#DEM#2014#0.740526081
Leader, William O'Callaghan#CA#29#REP#2014#0
Sherman, Brad#CA#30#DEM#2014#1
Reed, Mark S.#CA#30#REP#2014#0
Aguilar, Pete#CA#31#DEM#2014#0
Chabot, Paul#CA#31#REP#2014#1
Napolitano, Grace F.#CA#32#DEM#2014#0.657000384
Alas, Arturo Enrique#CA#32#REP#2014#0.342999616
Lieu, Ted#CA#33#DEM#2014#0.539557956
Carr, Elan#CA#33#REP#2014#0
Becerra, Xavier#CA#34#DEM#2014#0.856156199
Edwards, Adrienne Nicole#CA#34#DEM#2014#0.856156199
Torres, Norma J.#CA#35#DEM#2014#1
Gagnier, Christina#CA#35#DEM#2014#1
Ruiz, Raul#CA#36#DEM#2014#0.529393395
Nestande, Brian#CA#36#REP#2014#0.470606605
Bass, Karen#CA#37#DEM#2014#0.864174806
King, R. Adam#CA#37#REP#2014#0
Sanchez, Linda T.#CA#38#DEM#2014#0.67544761
Campos, Benjamin#CA#38#REP#2014#0.32455239
Royce, Ed#CA#39#REP#2014#0.57788123
Anderson, Peter O.#CA#39#DEM#2014#0.42211877
Roybal-Allard, Lucille#CA#40#DEM#2014#1
Sanchez, David#CA#40#DEM#2014#1
Takano, Mark#CA#41#DEM#2014#0.589677317
Adams, Steve#CA#41#REP#2014#0.410322683
Calvert, Ken#CA#42#REP#2014#0.605940069
Sheridan, Tim#CA#42#DEM#2014#0.394059931
Waters, Maxine#CA#43#DEM#2014#1
Wood, John, Jr.#CA#43#REP#2014#0
Hahn, Janice#CA#44#DEM#2014#1
Shbeita, Adam#CA#44#OTHER#2014#0
Walters, Mimi#CA#45#REP#2014#0.584580075
Leavens, Drew E.#CA#45#DEM#2014#0.415419925
Sanchez, Loretta#CA#46#DEM#2014#0.638747789
Nick, Adam#CA#46#REP#2014#0.361252211
Lowenthal, Alan#CA#47#DEM#2014#0.56559223
Whallon, Andy#CA#47#REP#2014#0.43440777
Rohrabacher, Dana#CA#48#REP#2014#0.609785819
Savary, Suzanne Joyce#CA#48#DEM#2014#0.390214181
Issa, Darrell#CA#49#REP#2014#0.581626113
Peiser, Dave#CA#49#DEM#2014#0.418373887
Hunter, Duncan D.#CA#50#REP#2014#0.676897941
Kimber, James H.#CA#50#DEM#2014#0.323102059
Vargas, Juan#CA#51#DEM#2014#0.714776848
Meade, Stephen#CA#51#REP#2014#0.285223152
Peters, Scott#CA#52#DEM#2014#0.511814403
DeMaio, Carl#CA#52#REP#2014#0.488185597
Davis, Susan A.#CA#53#DEM#2014#0.614314945
Wilske, Larry A.#CA#53#REP#2014#0.385685055
DeGette, Diana#CO#1#DEM#2014#0.682251284
Walsh, Martin#CO#1#REP#2014#0.26768956
Atwood, Frank#CO#1#LIB#2014#0.036140115
Stroud, Danny E.#CO#1#OTHER#2014#0
Kirschler, Daniel#CO#1#WRI#2014#5.17E-05
Blackburn, Logan#CO#1#WRI#2014#5.17E-05
Polis, Jared#CO#2#DEM#2014#0.556852792
Leing, George#CO#2#REP#2014#0.38578443
Tipton, Scott R.#CO#3#REP#2014#0.533097988
Tapia, Abel J.#CO#3#DEM#2014#0.411193012
Casida, Tisha T.#CO#3#OTHER#2014#0.032007572
Mero, Travis#CO#3#LIB#2014#0.023626623
Buck, Ken#CO#4#REP#2014#0.584238876
Meyers, Vic#CO#4#DEM#2014#0.367475229
Loban, Jess#CO#4#LIB#2014#0.031203262
Doherty, Grant#CO#4#OTHER#2014#0.017082632
Lamborn, Doug#CO#5#REP#2014#0.649788274
Halter, Irv#CO#5#DEM#2014#0
Coffman, Mike#CO#6#REP#2014#0.47807322
Romanoff, Andrew#CO#6#DEM#2014#0.457657022
Olsen, Norm#CO#6#LIB#2014#0.025070426
Swing, Gary#CO#6#GRE#2014#0
Perlmutter, Ed#CO#7#DEM#2014#0.535120392
Ytterberg, Don#CO#7#REP#2014#0.407854063
Larson, John B.#CT#1#OTHER#2014#0.704444541
Corey, Matthew M.#CT#1#REP#2014#0.277118168
Russell, Jeffery#CT#1#GRE#2014#0.018437291
Courtney, Joe#CT#2#OTHER#2014#0.682450993
Hopkins-Cavanagh, Lori#CT#2#REP#2014#0.293715829
Clyde, William C.#CT#2#GRE#2014#0.012128284
Reale, Daniel#CT#2#LIB#2014#0.011704894
DeLauro, Rosa L.#CT#3#OTHER#2014#0.746900972
Brown, James E.#CT#3#REP#2014#0.253092162
Himes, Jim#CT#4#OTHER#2014#0.599556286
Debicella, Dan#CT#4#OTHER#2014#0.599556286
Miller, Stephen A.#CT#4#WRI#2014#0
Pastore, Sophie E.#CT#4#WRI#2014#0
Esty, Elizabeth#CT#5#OTHER#2014#0.999922741
Pistone, John J.#CT#5#OTHER#2014#0.999922741
Greenberg, Mark#CT#5#OTHER#2014#0.999922741
Carney, John C., Jr.#DE#0#DEM#2014#0.64405928
Izzo, Rose#DE#0#REP#2014#0.334374412
August, Bernard#DE#0#GRE#2014#0.011011212
Gesty, Scott#DE#0#LIB#2014#0.010555096
Miller, Jeff#FL#1#REP#2014#0.695984168
Bryan, Jim#FL#1#DEM#2014#0.271344507
Wichern, Mark#FL#1#NON#2014#0
Graham, Gwen#FL#2#DEM#2014#0.4723569
Southerland, Steve#FL#2#REP#2014#0.526959888
Lee, Luther#FL#2#WRI#2014#0.000683212
Yoho, Ted#FL#3#REP#2014#0.64729511
Wheeler, Marihelen#FL#3#DEM#2014#0.324605837
Lawson, Howard Term Limits#FL#3#NON#2014#0.028099053
Crenshaw, Ander#FL#4#REP#2014#0.760731607
Moser-Bartlett, Paula#FL#4#NON#2014#0.238488604
Koniz, Gary L.#FL#4#NON#2014#0.238488604
Pueschel, Deborah Katz#FL#4#WRI#2014#0.000779789
Brown, Corrine#FL#5#DEM#2014#0.707671845
Smith, Glo#FL#5#REP#2014#0.262675876
DeSantis, Ron#FL#6#REP#2014#0.572233692
Cox, David#FL#6#DEM#2014#0.427766308
Mica, John#FL#7#REP#2014#0.587063701
Neuman, Wes#FL#7#DEM#2014#0.412895162
Krulick, Al#FL#7#NON#2014#0
Posey, Bill#FL#8#REP#2014#0.588783895
Rothblatt, Gabriel#FL#8#DEM#2014#0.375083474
Duncan, Christopher L., Jr#FL#8#WRI#2014#0
Grayson, Alan#FL#9#DEM#2014#0.625186258
Platt, Carol#FL#9#REP#2014#0.374813742
Milakovich, Marko#FL#9#NON#2014#0
Ray, Leon Leo#FL#9#WRI#2014#0
Webster, Daniel#FL#10#REP#2014#0.517326538
McKenna, Michael#FL#10#DEM#2014#0.48252893
Falstad, David B.#FL#10#WRI#2014#0.000144532
"""""""Nugent, Richard B. """"""""Rich"""""""""""""""#FL#11#REP#2014#0.64477076
Koller, Dave#FL#11#DEM#2014#0.35522924
Bilirakis, Gus Michael#FL#12#REP#2014#0.634842368
Jolly, David W.#FL#13#REP#2014#0.575699794
Overby, Lucas#FL#13#OTHER#2014#0
Levinson, Michael Stephen#FL#13#WRI#2014#0
Castor, Kathy#FL#14#DEM#2014#0.702495715
Ross, Dennis A.#FL#15#REP#2014#1
Cohn, Alan M.#FL#15#DEM#2014#0
Buchanan, Vern#FL#16#REP#2014#0.536121074
Lawrence, Henry#FL#16#DEM#2014#0.463878926
Newman, Joe#FL#16#WRI#2014#0
Rooney, Tom#FL#17#REP#2014#0.58628386
Bronson, Will#FL#17#DEM#2014#0.413673627
Murphy, Patrick#FL#18#DEM#2014#0.502795881
Domino, Carl J.#FL#18#REP#2014#0.497037787
Clawson, Curt#FL#19#REP#2014#0.619931682
Freeman, April#FL#19#DEM#2014#0.358394075
Netherwood, Ray#FL#19#OTHER#2014#0
Rossano, Timothy J.#FL#19#WRI#2014#0
Hastings, Alcee L.#FL#20#DEM#2014#0.879001985
Bonner, Jay#FL#20#REP#2014#0
Deutch, Ted#FL#21#DEM#2014#0.777999297
Trout, W. Michael#FL#21#WRI#2014#0
Frankel, Lois#FL#22#DEM#2014#0.546269057
Spain, Paul#FL#22#REP#2014#0.453730943
Schamis, Raymond#FL#22#WRI#2014#0
Schultz, Debbie Wasserman#FL#23#DEM#2014#0.632483753
"""""""Kaufman, Joseph """"""""Joe"""""""""""""""#FL#23#REP#2014#0.356155829
Wilson, Frederica S.#FL#24#DEM#2014#1
Neree, Dufirstson Julio#FL#24#REP#2014#0
Fernandez, Luis E.#FL#24#NON#2014#0
Diaz-Balart, Mario#FL#25#REP#2014#0.756463849
Curbelo, Carlos#FL#26#REP#2014#0.430191693
Garcia, Joe#FL#26#DEM#2014#0.536431093
Ros-Lehtinen, Ileana#FL#27#REP#2014#0.601674407
"""""""Carter, E. L. """"""""Buddy"""""""""""""""#GA#1#REP#2014#0.629782034
Reese, Brian Corwin#GA#1#DEM#2014#0.370217966
Bishop, Sanford D.#GA#2#DEM#2014#0.637836503
"""""""Duke, Gregory P. """"""""Greg"""""""""""""""#GA#2#REP#2014#0.362163497
Westmoreland, Lynn Acton#GA#3#REP#2014#0.999548358
"""""""Johnson, Henry C. """"""""Hank,"""""""" Jr."""""""#GA#4#DEM#2014#0.735524472
Davis, Raymond L.#GA#4#WRI#2014#0.000211293
Lewis, John R.#GA#5#DEM#2014#0.843857697
"""""""Price, Thomas E. """"""""Tom"""""""""""""""#GA#6#REP#2014#0.645058055
Montigel, Robert G.#GA#6#DEM#2014#0.354941945
"""""""Woodall, William Robert """"""""Rob"""""""""""""""#GA#7#REP#2014#0.621618941
Wight, Thomas Dee#GA#7#DEM#2014#0.378381059
Scott, James Austin#GA#8#REP#2014#1
Cain, Ronald L.#GA#8#WRI#2014#0
"""""""Collins, Douglas Allen """"""""Doug"""""""""""""""#GA#9#REP#2014#0.761843008
Vogel, David Donald#GA#9#DEM#2014#0.238156992
Hice, Jody B.#GA#10#REP#2014#0.998103714
"""""""Dious, Ivory Kenneth """"""""Ken"""""""""""""""#GA#10#DEM#2014#0
Loudermilk, Barry D.#GA#11#REP#2014#0.685461335
"""""""Allen, Richard """"""""Rick"""""""""""""""#GA#12#REP#2014#0.462999911
Barrow, John Jenkins#GA#12#DEM#2014#0.537000089
Scott, David Albert#GA#13#DEM#2014#0.717444892
"""""""Graves, John Thomas """"""""Tom"""""""""""""""#GA#14#REP#2014#0.729711851
Takai, Mark#HI#1#DEM#2014#0.546128281
Djou, Charles#HI#1#REP#2014#0.453871719
Gabbard, Tulsi#HI#2#DEM#2014#0.805425171
Crowley, Kawika#HI#2#REP#2014#0.194574829
Kent, Joe#HI#2#LIB#2014#0
Labrador, Raul R.#ID#1#REP#2014#0.62957654
McCandless, Reed C.#ID#1#OTHER#2014#0
Ringo, Shirley G.#ID#1#DEM#2014#0.307681136
Simpson, Mike#ID#2#REP#2014#0.651227339
Stallings, Richard#ID#2#DEM#2014#0.348034814
Rush, Bobby L.#IL#1#DEM#2014#0.73822169
Tillman, Jimmy Lee#IL#1#REP#2014#0.261775193
Kelly, Robin#IL#2#DEM#2014#0.632500537
Wallace, Eric M.#IL#2#REP#2014#0.232153894
Wallace, Marcus#IL#2#WRI#2014#0.000967378
Lipinski, Daniel William#IL#3#DEM#2014#0.68481887
Brannigan, Sharon M.#IL#3#REP#2014#0.31515272
Gutierrez, Luis V.#IL#4#DEM#2014#0.830021993
Concepcion, Hector#IL#4#REP#2014#0
Quigley, Mike#IL#5#DEM#2014#0.657337717
Kolber, Vince#IL#5#REP#2014#0.285856415
Wade, Nancy#IL#5#GRE#2014#0.056805867
Roskam, Peter J.#IL#6#REP#2014#0.592213511
Mason, Michael#IL#6#DEM#2014#0.407786489
Davis, Danny K.#IL#7#DEM#2014#0.846401452
Bumpers, Robert L.#IL#7#REP#2014#0.109853894
Duckworth, Tammy#IL#8#DEM#2014#0.547421645
Kaifesh, Larry#IL#8#REP#2014#0.452578355
Schakowsky, Janice D.#IL#9#DEM#2014#0.66325513
Atanus, Susanne#IL#9#REP#2014#0.33669722
Collins, Phil#IL#9#WRI#2014#4.76E-05
Dold, Robert#IL#10#REP#2014#0.493711572
Schneider, Brad#IL#10#DEM#2014#0.506288428
Foster, Bill#IL#11#DEM#2014#0.585650524
Senger, Darlene#IL#11#REP#2014#0.41427476
"""""""Vlakancic, Constant """"""""Connor"""""""""""""""#IL#11#WRI#2014#7.47E-05
Bost, Mike#IL#12#REP#2014#0.427380909
"""""""Enyart, William L. """"""""Bill"""""""""""""""#IL#12#DEM#2014#0.516534024
Bradshaw, Paula#IL#12#GRE#2014#0.056078487
Davis, Rodney#IL#13#REP#2014#0.465492467
Callis, Ann E.#IL#13#DEM#2014#0.462088761
"""""""Hultgren, Randall M. """"""""Randy"""""""""""""""#IL#14#REP#2014#0.588178994
Anderson, Dennis#IL#14#DEM#2014#0.411821006
Shimkus, John M.#IL#15#REP#2014#0.686060739
Thorsland, Eric#IL#15#DEM#2014#0.313939261
Kinzinger, Adam#IL#16#REP#2014#0.618140705
Olsen, Randall Wayne#IL#16#DEM#2014#0.381859295
Bustos, Cheri#IL#17#DEM#2014#0.532754259
Schilling, Bobby#IL#17#REP#2014#0.467179806
Fawell, Bill#IL#17#WRI#2014#6.59E-05
Schock, Aaron#IL#18#REP#2014#0.741638377
Miller, Darrel#IL#18#DEM#2014#0.258361623
Visclosky, Peter J.#IN#1#DEM#2014#0.672831985
Leyva, Mark#IN#1#REP#2014#0.327168015
Dunn, Donna T.#IN#1#LIB#2014#0
Walorski, Jackie#IN#2#REP#2014#0.490110613
Bock, Joe#IN#2#DEM#2014#0.475776579
Petermann, Jeff#IN#2#LIB#2014#0.034101837
Stutzman, Marlin A.#IN#3#REP#2014#0.670408764
