Bonner, Jo#AL#1#REP#2008#210660#1
Dunkelbarger, Philip#MA#9#IND#2010#12572#0.05475419
Keating, William R.#MA#10#DEM#2010#132743#0.469046593
Perry, Jeffrey Davis#MA#10#REP#2010#120029#0.42412175
Lewis, Maryanne#MA#10#IND#2010#16705#0.059027017
Sheets, James A.#MA#10#IND#2010#10445#0.036907345
Van Nes, Joe#MA#10#OTHER#2010#3084#0.010897295
Benishek, Dan#MI#1#REP#2010#120523#0.519412852
McDowell, Gary#MI#1#DEM#2010#94824#0.408658964
Wilson, Glenn A.#MI#1#NON#2010#7847#0.033817882
Lambert, Patrick#MI#1#OTHER#2010#4200#0.018100562
Shelton, Keith#MI#1#LIB#2010#2571#0.011080129
Boal, Ellis#MI#1#GRE#2010#2072#0.00892961
Huizenga, Bill#MI#2#REP#2010#148864#0.652688992
Johnson, Fred#MI#2#DEM#2010#72118#0.316198844
Graeser, Ronald E.#MI#2#OTHER#2010#2379#0.010430642
Clarke, Lloyd#MI#2#GRE#2010#2016#0.008839081
Gillotte, Joseph#MI#2#LIB#2010#2701#0.01184244
Amash, Justin#MI#3#REP#2010#133714#0.596769659
Miles, Pat#MI#3#DEM#2010#83953#0.374684798
Rogers, James#MI#3#LIB#2010#2677#0.011947533
Gerrard, Ted#MI#3#OTHER#2010#2144#0.009568737
Shick, Charlie#MI#3#GRE#2010#1575#0.007029273
Camp, Dave#MI#4#REP#2010#148531#0.662038564
Campbell, Jerry M.#MI#4#DEM#2010#68458#0.305133851
Emerick, John#MI#4#OTHER#2010#3861#0.01720941
Foster, Clint#MI#4#LIB#2010#3504#0.015618175
Kildee, Dale#MI#5#DEM#2010#107286#0.530428205
Kupiec, John#MI#5#REP#2010#89680#0.44338312
de Hues, Matthew J.#MI#5#GRE#2010#2649#0.01309681
Moon, Michael J.#MI#5#LIB#2010#2648#0.013091866
Upton, Fred#MI#6#REP#2010#123142#0.619750775
Cooney, Don#MI#6#DEM#2010#66729#0.335834642
Valkner, Melvin D.#MI#6#OTHER#2010#3672#0.018480493
Strand, Fred#MI#6#LIB#2010#3369#0.01695555
Foster, Pat#MI#6#GRE#2010#1784#0.00897854
Walberg, Tim#MI#7#REP#2010#113185#0.50155316
Schauer, Mark#MI#7#DEM#2010#102402#0.453770788
Aughney, Scott Eugene#MI#7#OTHER#2010#3705#0.016417851
Merle, Greg#MI#7#LIB#2010#3239#0.01435288
Wunsch, Richard#MI#7#GRE#2010#3117#0.013812265
Davis, Danny#MI#7#WRI#2010#21#9.31E-05
Rogers, Mike#MI#8#REP#2010#156931#0.640811943
Harvey, Eric#MI#8#OTHER#2010#2#8.17E-06
Enderle, Lance#MI#8#OTHER#2010#84069#0.3432873
Dashairya, Bhagwan#MI#8#LIB#2010#3881#0.015847673
Houston, Katherine#MI#8#WRI#2010#11#4.49E-05
Peters, Gary#MI#9#DEM#2010#125730#0.497644963
Raczkowski, Rocky#MI#9#REP#2010#119325#0.472293687
Goodman, Adam#MI#9#LIB#2010#2601#0.010294874
Campbell, Douglas#MI#9#GRE#2010#2484#0.009831783
Gray, Bob#MI#9#NON#2010#1866#0.007385711
Kuofie, Matthew#MI#9#NON#2010#644#0.002548981
Miller, Candice S.#MI#10#REP#2010#168364#0.719719574
Yanez, Henry#MI#10#DEM#2010#58530#0.250203052
Beavers, Claude#MI#10#LIB#2010#3750#0.016030436
Caveny, Candace R.#MI#10#GRE#2010#3286#0.014046937
McCotter, Thaddeus G.#MI#11#REP#2010#141224#0.592663469
Mosher, Natalie#MI#11#DEM#2010#91710#0.384872024
Tatar, John J.#MI#11#LIB#2010#5353#0.022464507
Levin, Sander#MI#12#DEM#2010#124671#0.610782051
Volaric, Don#MI#12#REP#2010#71372#0.349662204
Williams, Julia#MI#12#GRE#2010#3038#0.014883621
Schwartz, Leonard#MI#12#LIB#2010#2342#0.011473812
Townsend, Les#MI#12#OTHER#2010#2285#0.01119456
Jacquemotte, Alan#MI#12#OTHER#2010#409#0.002003753
Clarke, Hansen#MI#13#DEM#2010#100885#0.793894992
Hauler, John#MI#13#REP#2010#23462#0.18462967
Corsetti, George#MI#13#GRE#2010#1032#0.008121124
Montgomery, Duane#MI#13#NON#2010#881#0.006932859
Peterson, Heidi#MI#13#LIB#2010#815#0.006413485
Casha, James#MI#13#WRI#2010#1#7.87E-06
Conyers, John, Jr.#MI#14#DEM#2010#115511#0.767627161
Ukrainec, Don#MI#14#REP#2010#29902#0.198713433
Sosnowski, Marc J.#MI#14#OTHER#2010#3206#0.02130544
Secula, Richard J.#MI#14#LIB#2010#1859#0.012353965
Dingell, John D.#MI#15#DEM#2010#118336#0.568079152
Steele, Rob#MI#15#REP#2010#83488#0.400789212
Smith, Aimee#MI#15#GRE#2010#2686#0.012894306
Morgan, Kerry Lee#MI#15#LIB#2010#1969#0.009452304
Furman, Matthew#MI#15#OTHER#2010#1821#0.008741821
Czako, Louis#MI#15#WRI#2010#9#4.32E-05
Walz, Tim#MN#1#OTHER#2010#122365#0.493600319
Demmer, Randy#MN#1#REP#2010#109242#0.440664292
Wilson, Steven#MN#1#OTHER#2010#13242#0.053416054
Johnson, Lars#MN#1#OTHER#2010#3054#0.012319335
Kline, John#MN#2#REP#2010#181341#0.633727066
Madore, Shelley#MN#2#OTHER#2010#104809#0.366272934
Paulsen, Erik#MN#3#REP#2010#161177#0.588398284
Meffert, Jim#MN#3#OTHER#2010#100240#0.365939582
Oleson, Jon#MN#3#OTHER#2010#12508#0.045662134
McCollum, Betty#MN#4#OTHER#2010#136746#0.591607793
Collett, Teresa#MN#4#REP#2010#80141#0.346716102
Shepard, Jack#MN#4#OTHER#2010#10#4.33E-05
Carlson, Steve#MN#4#OTHER#2010#14207#0.061464115
Garlan, Amber#MN#4#WRI#2010#39#0.000168727
Ellison, Keith#MN#5#OTHER#2010#154833#0.677555718
Demos, Joel#MN#5#REP#2010#55222#0.241653794
Torgerson, Lynne#MN#5#IND#2010#8548#0.037406407
Schrunk, Tom#MN#5#OTHER#2010#7446#0.032584009
Cavlan, Michael James#MN#5#OTHER#2010#2468#0.010800072
Bachmann, Michele#MN#6#REP#2010#159476#0.525433836
Clark, Tarryl#MN#6#OTHER#2010#120846#0.398157575
Anderson, Bob#MN#6#OTHER#2010#17698#0.058310517
Immelman, Aubrey#MN#6#IND#2010#5490#0.018088187
Ferche, Dennis S.#MN#6#WRI#2010#3#9.88E-06
Peterson, Collin C.#MN#7#OTHER#2010#133096#0.552485637
Byberg, Lee#MN#7#REP#2010#90652#0.376299273
Waldorf, Gene#MN#7#IND#2010#9317#0.038675157
Menze, Glen R.#MN#7#OTHER#2010#7839#0.032539933
Cravaack, Chip#MN#8#REP#2010#133490#0.482002101
Oberstar, James L.#MN#8#OTHER#2010#129091#0.466118311
Olson, Timothy#MN#8#OTHER#2010#11876#0.042881541
Burton, Richard (George)#MN#8#OTHER#2010#2492#0.008998047
Nunnelee, Alan#MS#1#REP#2010#121074#0.552614643
Childers, Travis W.#MS#1#DEM#2010#89388#0.407991127
Pang, Wally#MS#1#IND#2010#2180#0.009950113
Green, Les#MS#1#IND#2010#2020#0.009219829
Baddley, A.G.#MS#1#IND#2010#1882#0.00858996
Giaramita, Gail#MS#1#OTHER#2010#1235#0.005636876
Hoskins, Rick 'Rico'#MS#1#IND#2010#478#0.002181722
Taylor, Harold M.#MS#1#LIB#2010#447#0.002040229
Washer, Barbara Dale#MS#1#OTHER#2010#389#0.001775502
Thompson, Bennie G#MS#2#DEM#2010#105327#0.614667709
Marcy, Bill#MS#2#REP#2010#64499#0.376403511
Norwood, Ashley#MS#2#OTHER#2010#1530#0.00892878
Harper, Gregg#MS#3#REP#2010#132393#0.679928717
Gill, Joel L.#MS#3#DEM#2010#60737#0.311926087
Hill, Tracella Lou O'Hara#MS#3#OTHER#2010#1586#0.008145196
Palazzo, Steven#MS#4#REP#2010#105613#0.519278803
Taylor, Gene#MS#4#DEM#2010#95243#0.468291508
Hampton, Kenneth 'Tim'#MS#4#LIB#2010#1741#0.008560162
Revies, Anna Jewel#MS#4#OTHER#2010#787#0.003869528
Clay, Lacy#MO#1#DEM#2010#135907#0.73551107
Hamlin, Robyn#MO#1#REP#2010#43649#0.236222731
Stone, Julie#MO#1#LIB#2010#5223#0.028266199
Akin, Todd#MO#2#REP#2010#180481#0.679439977
Lieber, Arthur#MO#2#DEM#2010#77467#0.291632785
Mosbacher, Steve#MO#2#LIB#2010#7677#0.028900885
Cannon, Patrick M.#MO#2#WRI#2010#7#2.64E-05
Carnahan, Russ#MO#3#DEM#2010#99398#0.489440382
Martin, Ed#MO#3#REP#2010#94757#0.466587882
Hedrick, Steven R.#MO#3#LIB#2010#5772#0.028421597
Ivanovich, Nicholas J. (Nick)#MO#3#OTHER#2010#3155#0.015535367
Wallner, Brian#MO#3#WRI#2010#3#1.48E-05
Hartzler, Vicky#MO#4#REP#2010#113489#0.504270048
Skelton, Ike#MO#4#DEM#2010#101532#0.451141049
Braun, Jason Michael#MO#4#LIB#2010#6123#0.027206562
Cowan, Greg#MO#4#OTHER#2010#3912#0.01738234
Cleaver, Emanuel, II#MO#5#DEM#2010#102076#0.533248356
Turk, Jacob#MO#5#REP#2010#84578#0.441838233
Langkraehr, Randall D. (Randy)#MO#5#LIB#2010#3077#0.016074348
Lay, Dave#MO#5#OTHER#2010#1692#0.008839063
Graves, Sam#MO#6#REP#2010#154103#0.694432928
Hylton, Clint#MO#6#DEM#2010#67762#0.305355276
Yarber, Kyle#MO#6#WRI#2010#47#0.000211796
Long, Billy#MO#7#REP#2010#141010#0.633949405
Eckersley, Scott#MO#7#DEM#2010#67545#0.303667205
Craig, Kevin#MO#7#LIB#2010#13866#0.062338433
Ladendorf, Nicholas Ivan#MO#7#WRI#2010#10#4.50E-05
Emerson, Jo Ann#MO#8#REP#2010#128499#0.655610488
Sowers, Tommy#MO#8#DEM#2010#56377#0.287639223
Bill, Larry#MO#8#IND#2010#7193#0.036699167
Vandeven, Rick#MO#8#LIB#2010#3930#0.020051123
Luetkemeyer, Blaine#MO#9#REP#2010#162724#0.773557459
Dwyer, Christopher W.#MO#9#LIB#2010#46817#0.222558686
Reed, Clifford Jeffery (Jeff)#MO#9#WRI#2010#748#0.003555843
Burrus, Ron#MO#9#WRI#2010#69#0.000328012
Rehberg, Denny#MT#0#REP#2010#217696#0.604138857
McDonald, Dennis#MT#0#DEM#2010#121954#0.338440533
Fellows, Mike#MT#0#LIB#2010#20691#0.05742061
Fortenberry, Jeff#NE#1#REP#2010#116871#0.712728005
Harper, Ivy#NE#1#DEM#2010#47106#0.287271995
Terry, Lee#NE#2#REP#2010#93840#0.60806345
White, Tom#NE#2#DEM#2010#60486#0.39193655
Smith, Adrian#NE#3#REP#2010#117275#0.701225163
Davis, Rebekah#NE#3#DEM#2010#29932#0.178973111
Hill, Dan#NE#3#OTHER#2010#20036#0.119801726
Berkley, Shelley#NV#1#DEM#2010#103246#0.617477842
Wegner, Kenneth A.#NV#1#REP#2010#58995#0.352828248
Hansen, Jonathan J.#NV#1#OTHER#2010#2847#0.017026901
Klapproth, Ed#NV#1#LIB#2010#2118#0.01266701
Heller, Dean#NV#2#REP#2010#169458#0.632995652
Price, Nancy#NV#2#DEM#2010#87421#0.326553558
Best, Russell#NV#2#OTHER#2010#10829#0.04045079
Heck, Joe#NV#3#REP#2010#128916#0.481256113
Titus, Dina#NV#3#DEM#2010#127168#0.474730657
Michaels, Barry#NV#3#IND#2010#6473#0.024164346
Silvestri, Joseph P.#NV#3#LIB#2010#4026#0.015029454
Narter, Scott David#NV#3#OTHER#2010#1291#0.00481943
Guinta, Frank C.#NH#1#REP#2010#121655#0.540391073
Shea-Porter, Carol#NH#1#DEM#2010#95503#0.424223983
Hodson, Philip#NH#1#LIB#2010#7966#0.035384943
Bass, Charles#NH#2#REP#2010#108610#0.48343519
Kuster, Ann McLane#NH#2#DEM#2010#105060#0.467633745
vanBlommesteyn, Tim#NH#2#IND#2010#6197#0.027583536
Wilson, Howard L.#NH#2#LIB#2010#4796#0.021347529
Andrews, Robert E.#NJ#1#DEM#2010#106334#0.631936149
Glading, Dale#NJ#1#REP#2010#58562#0.348030214
Heacock, Mark#NJ#1#GRE#2010#1593#0.009467097
Chapman, Margaret M.#NJ#1#OTHER#2010#1257#0.00747027
Petrutz, Nicky I.#NJ#1#OTHER#2010#521#0.00309627
LoBiondo, Frank A.#NJ#2#REP#2010#109460#0.654978459
Stein, Gary#NJ#2#DEM#2010#51690#0.309298708
Boyce, Peter F.#NJ#2#OTHER#2010#4120#0.024652944
Valdes-Munoz, Vitov#NJ#2#OTHER#2010#727#0.004350168
Lovett, Mark#NJ#2#OTHER#2010#1123#0.006719722
Runyan, Jon#NJ#3#REP#2010#110215#0.500274614
Adler, John A.#NJ#3#DEM#2010#104252#0.473208085
DeStefano, Peter#NJ#3#OTHER#2010#3284#0.014906336
Conger, Russ#NJ#3#LIB#2010#1445#0.006558969
Donahue, Lawrence J.#NJ#3#OTHER#2010#1113#0.005051995
Smith, Christopher H.#NJ#4#REP#2010#129752#0.694091089
Kleinhendler, Howard#NJ#4#DEM#2010#52118#0.278798318
Siano, Joe#NJ#4#LIB#2010#2912#0.015577357
Welzer, Steven#NJ#4#GRE#2010#1574#0.008419904
Meiswinkle, David R.#NJ#4#OTHER#2010#582#0.003113332
Garrett, Scott#NJ#5#REP#2010#124030#0.649395528
Theise, Tod#NJ#5#DEM#2010#62634#0.32793872
Fanning, Ed#NJ#5#GRE#2010#2347#0.012288408
Quick, Mark D.#NJ#5#OTHER#2010#1646#0.008618117
Radigan, James Douglas#NJ#5#OTHER#2010#336#0.001759227
Pallone, Frank, Jr.#NJ#6#DEM#2010#81933#0.547453595
Little, Anna C.#NJ#6#REP#2010#65413#0.437071535
Freudenheim, Jack#NJ#6#IND#2010#1299#0.008679558
Zaletal, Karen Anne#NJ#6#OTHER#2010#1017#0.006795312
Lance, Leonard#NJ#7#REP#2010#105084#0.593741878
Potosnak, Ed#NJ#7#DEM#2010#71902#0.406258122
Pascrell, Bill, Jr.#NJ#8#DEM#2010#88478#0.626579231
Straten, Roland#NJ#8#REP#2010#51023#0.361332219
Giangrasso, Raymond#NJ#8#IND#2010#1707#0.01208855
Rothman, Steven R.#NJ#9#DEM#2010#83564#0.607181783
Agosta, Michael A.#NJ#9#REP#2010#52082#0.378431401
Alessandrini, Patricia#NJ#9#GRE#2010#1980#0.014386816
Payne, Donald M.#NJ#10#DEM#2010#95299#0.851819409
Alonso, Michael J.#NJ#10#REP#2010#14357#0.128328432
Toussaint, Robert Louis#NJ#10#OTHER#2010#1141#0.0101987
Miller, Joanne#NJ#10#OTHER#2010#1080#0.009653459
Frelinghuysen, Rodney P.#NJ#11#REP#2010#122149#0.671886689
Herbert, Douglas#NJ#11#DEM#2010#55472#0.305126513
Gawron, Jim#NJ#11#LIB#2010#4179#0.022986799
Holt, Rush#NJ#12#DEM#2010#108214#0.530455584
Sipprelle, Scott#NJ#12#REP#2010#93634#0.458985696
Cody, Kenneth J.#NJ#12#OTHER#2010#2154#0.01055872
Sires, Albio#NJ#13#DEM#2010#62840#0.741072692
Dwyer, Henrietta#NJ#13#REP#2010#19538#0.230411812
Zanowic, Anthony#NJ#13#OTHER#2010#1508#0.017783858
Nacer, Maximo Gomez#NJ#13#OTHER#2010#910#0.010731638
Heinrich, Martin T.#NM#1#DEM#2010#112707#0.518789413
Barela, Jonathan L.#NM#1#REP#2010#104543#0.481210587
Pearce, Steve#NM#2#REP#2010#94053#0.554028581
Teague, Harry#NM#2#DEM#2010#75709#0.445971419
Lujan, Ben R.#NM#3#DEM#2010#120057#0.569860166
Mullins, Thomas E.#NM#3#REP#2010#90621#0.430139834
Bishop, Timothy H.#NY#1#OTHER#2010#98316#0.501512454
Altschuler, Randolph#NY#1#OTHER#2010#97723#0.498487546
Israel, Steve J.#NY#2#OTHER#2010#94694#0.563430061
Gomez, John B.#NY#2#OTHER#2010#72115#0.429084829
Tolda, Anthony#NY#2#OTHER#2010#1258#0.00748511
King, Peter T.#NY#3#OTHER#2010#131674#0.719451426
Kudler, Howard A.#NY#3#DEM#2010#51346#0.280548574
McCarthy, Carolyn#NY#4#OTHER#2010#94483#0.536222836
Becker, Francis X., Jr.#NY#4#OTHER#2010#81718#0.463777164
Ackerman, Gary L.#NY#5#OTHER#2010#72239#0.630743037
Milano, James#NY#5#OTHER#2010#41493#0.362289357
Berney, Elizabeth#NY#5#OTHER#2010#798#0.006967607
Meeks, Gregory W.#NY#6#DEM#2010#85096#0.877984359
Taub, Asher E.#NY#6#OTHER#2010#11826#0.122015641
Crowley, Joseph#NY#7#OTHER#2010#71247#0.805688115
Reynolds, Kenneth A.#NY#7#OTHER#2010#16145#0.182573787
Gronowicz, Anthony#NY#7#GRE#2010#1038#0.011738098
Nadler, Jerrold L.#NY#8#OTHER#2010#98839#0.755447701
Kone, Susan L.#NY#8#OTHER#2010#31996#0.244552299
Weiner, Anthony D.#NY#9#OTHER#2010#67011#0.608416561
Turner, Robert L.#NY#9#OTHER#2010#43129#0.391583439
Towns, Edolphus#NY#10#DEM#2010#95485#0.911490402
Muniz, Diana#NY#10#REP#2010#7419#0.070821043
Johnson, Ernest#NY#10#OTHER#2010#1853#0.017688555
Clarke, Yvette D.#NY#11#OTHER#2010#104297#0.905709696
Carr, Hugh C.#NY#11#OTHER#2010#10858#0.094290304
Velazquez, Nydia M.#NY#12#OTHER#2010#68624#0.938691763
Gaffney, Alice#NY#12#OTHER#2010#4482#0.061308237
Grimm, Michael G.#NY#13#OTHER#2010#65024#0.513107018
McMahon, Michael E.#NY#13#OTHER#2010#60773#0.479562205
Vendittelli, Tom#NY#13#LIB#2010#929#0.007330777
Maloney, Carolyn B.#NY#14#OTHER#2010#107327#0.751063681
Brumberg, David Ryan#NY#14#REP#2010#32065#0.224387684
Healy, Timothy J.#NY#14#OTHER#2010#1891#0.01323303
LaVerghetta, Dino L.#NY#14#OTHER#2010#1617#0.011315605
Rangel, Charles B.#NY#15#OTHER#2010#91225#0.804247591
Faulkner, Michel J.#NY#15#OTHER#2010#11754#0.103624294
Schley, Craig#NY#15#OTHER#2010#7803#0.068791932
Calero, Roger#NY#15#OTHER#2010#2647#0.023336184
Serrano, Jose E.#NY#16#OTHER#2010#61642#0.957173913
Della Valle, Frank#NY#16#OTHER#2010#2758#0.042826087
Engel, Eliot L.#NY#17#OTHER#2010#95346#0.728950527
Mele, Anthony#NY#17#REP#2010#29792#0.227769325
Kleinhandler, York J.#NY#17#OTHER#2010#5661#0.043280147
Lowey, Nita M.#NY#18#OTHER#2010#115619#0.621500602
Russell, Jim#NY#18#OTHER#2010#70413#0.378499398
Hayworth, Nan#NY#19#OTHER#2010#109956#0.526805991
Hall, John J.#NY#19#OTHER#2010#98766#0.473194009
Gibson, Christopher P.#NY#20#OTHER#2010#130176#0.548680101
Murphy, Scott#NY#20#OTHER#2010#107077#0.451319899
Tonko, Paul D.#NY#21#OTHER#2010#124889#0.592899768
Danz, Theodore J., Jr.#NY#21#OTHER#2010#85752#0.407100232
Hinchey, Maurice D.#NY#22#OTHER#2010#98661#0.526618912
Phillips, George K.#NY#22#OTHER#2010#88687#0.473381088
Owens, William L.#NY#23#OTHER#2010#82232#0.475395431
Doheny, Matthew A.#NY#23#OTHER#2010#80237#0.463862039
Hoffman, Douglas L.#NY#23#OTHER#2010#10507#0.060742531
Hanna, Richard L.#NY#24#OTHER#2010#101599#0.530798086
Arcuri, Michael A.#NY#24#OTHER#2010#89809#0.469201914
Buerkle, Ann Marie#NY#25#OTHER#2010#104602#0.50155354
Maffei, Daniel B.#NY#25#OTHER#2010#103954#0.49844646
Lee, Christopher J.#NY#26#OTHER#2010#151449#0.73606116
Fedele, Philip A.#NY#26#DEM#2010#54307#0.26393884
Higgins, Brian#NY#27#OTHER#2010#119085#0.609426576
Roberto, Leonard A.#NY#27#OTHER#2010#76320#0.390573424
Slaughter, Louise M.#NY#28#OTHER#2010#102514#0.649209023
Rowland, Jill A.#NY#28#OTHER#2010#55392#0.350790977
Reed, Thomas W., II#NY#29#OTHER#2010#112314#0.5660617
Zeller, Matthew C.#NY#29#OTHER#2010#86099#0.4339383
Butterfield, G. K.#NC#1#DEM#2010#103294#0.593094895
Woolard, Ashley#NC#1#REP#2010#70867#0.406905105
Ellmers, Renee#NC#2#REP#2010#93876#0.494672611
Etheridge, Bob#NC#2#DEM#2010#92393#0.486858052
Rose, Tom#NC#2#LIB#2010#3505#0.018469337
Jones, Walter B.#NC#3#REP#2010#143225#0.718625818
Rouse, Johnny G.#NC#3#DEM#2010#51317#0.257481034
Holloman, Darryl#NC#3#LIB#2010#4762#0.023893148
Price, David#NC#4#DEM#2010#155384#0.571617764
Lawson, William (B.J.)#NC#4#REP#2010#116448#0.428382236
Foxx, Virginia#NC#5#REP#2010#140525#0.658854032
Kennedy, Billy#NC#5#DEM#2010#72762#0.341145968
Coble, Howard#NC#6#REP#2010#156252#0.752082942
Turner, Sam#NC#6#DEM#2010#51507#0.247917058
McIntyre, Mike#NC#7#DEM#2010#113957#0.536811362
Pantano, Ilario Gregory#NC#7#REP#2010#98328#0.463188638
Kissell, Larry#NC#8#DEM#2010#88776#0.530820423
Johnson, Harold#NC#8#REP#2010#73129#0.437261948
Hill, Thomas#NC#8#LIB#2010#5098#0.030482591
Graves, Anthony W.#NC#8#WRI#2010#240#0.001435038
Myrick, Sue#NC#9#REP#2010#158790#0.689671647
Doctor, Jeff#NC#9#DEM#2010#71450#0.310328353
McHenry, Patrick#NC#10#REP#2010#130813#0.711771907
Gregory, Jeff#NC#10#DEM#2010#52972#0.288228093
Shuler, Heath#NC#11#DEM#2010#131225#0.543439999
Miller, Jeff#NC#11#REP#2010#110246#0.456560001
Watt, Mel#NC#12#DEM#2010#103495#0.638830421
Dority, Greg#NC#12#REP#2010#55315#0.341435864
Cecil, Lon#NC#12#LIB#2010#3197#0.019733715
Miller, Brad#NC#13#DEM#2010#116103#0.554980354
Randall, William (Bill)#NC#13#REP#2010#93099#0.445019646
Berg, Rick#ND#0#REP#2010#129802#0.549207934
Pomeroy, Earl#ND#0#OTHER#2010#106542#0.450792066
Chabot, Steve#OH#1#REP#2010#103770#0.514941593
Driehaus, Steve#OH#1#DEM#2010#92672#0.45986959
Berns, Jim#OH#1#LIB#2010#3076#0.015264145
Stevenson, Rich#OH#1#GRE#2010#2000#0.009924672
Schmidt, Jean#OH#2#REP#2010#139027#0.584527739
Yalamanchili, Surya#OH#2#DEM#2010#82431#0.34657445
Johnston, Marc#OH#2#LIB#2010#16259#0.068359646
Conover, Randy Lee#OH#2#WRI#2010#128#0.000538166
Turner, Mike#OH#3#REP#2010#152629#0.681124043
Roberts, Joe#OH#3#DEM#2010#71455#0.318875957
Jordan, Jim#OH#4#REP#2010#146029#0.714882264
Litt, Doug#OH#4#DEM#2010#50533#0.247383365
Kissick, Donald Charles#OH#4#LIB#2010#7708#0.037734371
Latta, Bob#OH#5#REP#2010#140703#0.678240373
Finkenbiner, Caleb#OH#5#DEM#2010#54919#0.264729842
Smith, Brian L.#OH#5#LIB#2010#11831#0.057029785
Johnson, Bill#OH#6#REP#2010#103170#0.501860635
Wilson, Charlie#OH#6#DEM#2010#92823#0.451528639
Cadle, Richard E.#OH#6#OTHER#2010#5077#0.024696583
Elsass, Martin J.#OH#6#LIB#2010#4505#0.021914143
Austria, Steve#OH#7#REP#2010#135721#0.621680798
Conner, Bill#OH#7#DEM#2010#70400#0.32247278
Anderson, John D.#OH#7#LIB#2010#9381#0.042970414
Easton, David W.#OH#7#OTHER#2010#2811#0.012876008
Boehner, John A.#OH#8#REP#2010#142731#0.656427638
Coussoule, Justin A.#OH#8#DEM#2010#65883#0.302999503
Harlow, David A.#OH#8#LIB#2010#5121#0.023551758
Condit, James J., Jr.#OH#8#OTHER#2010#3701#0.0170211
Kaptur, Marcy#OH#9#DEM#2010#121819#0.59353836
Iott, Rich#OH#9#REP#2010#83423#0.40646164
Kucinich, Dennis J.#OH#10#DEM#2010#101343#0.530519406
Corrigan, Peter J.#OH#10#REP#2010#83809#0.438730853
Goggins, Jeff#OH#10#LIB#2010#5874#0.030749741
Fudge, Marcia L.#OH#11#DEM#2010#139693#0.829299424
Pekarek, Thomas#OH#11#REP#2010#28754#0.170700576
Tiberi, Pat#OH#12#REP#2010#150163#0.557853481
Brooks, Paula#OH#12#DEM#2010#110307#0.409788989
Irvine, Travis M.#OH#12#LIB#2010#8710#0.03235753
Sutton, Betty#OH#13#DEM#2010#118806#0.557321987
Ganley, Tom#OH#13#REP#2010#94367#0.442678013
LaTourette, Steven C.#OH#14#REP#2010#149878#0.649201915
O'Neill, Bill#OH#14#DEM#2010#72604#0.314486821
Jelenic, John M.#OH#14#LIB#2010#8383#0.036311264
Stivers, Steve#OH#15#REP#2010#119471#0.541582803
Kilroy, Mary Jo#OH#15#DEM#2010#91077#0.412867867
Kammerer, William J.#OH#15#LIB#2010#6116#0.027724891
Ryon, David#OH#15#OTHER#2010#3887#0.017620446
Buckel, Bill#OH#15#WRI#2010#45#0.000203993
Renacci, Jim#OH#16#REP#2010#114652#0.520821125
Boccieri, John A.#OH#16#DEM#2010#90833#0.412620323
Blevins, Jeffrey J.#OH#16#LIB#2010#14585#0.066254196
Ross, Robert L.#OH#16#WRI#2010#67#0.000304356
Ryan, Timothy J.#OH#17#DEM#2010#102758#0.538942444
Graham, Jim#OH#17#REP#2010#57352#0.300798255
Traficant, James A., Jr.#OH#17#IND#2010#30556#0.160259302
Gibbs, Bob#OH#18#REP#2010#107426#0.538616582
Space, Zack#OH#18#DEM#2010#80756#0.404897517
Sutton, Lindsey Dean#OH#18#OTHER#2010#11246#0.056385624
Pitrone, Mark#OH#18#WRI#2010#20#0.000100277
Sullivan, John#OK#1#REP#2010#151173#0.768042311
O'Dell, Angelia#OK#1#IND#2010#45656#0.231957689
Boren, Dan#OK#2#DEM#2010#108203#0.565238287
Thompson, Charles#OK#2#REP#2010#83226#0.434761713
Lucas, Frank D.#OK#3#REP#2010#161927#0.779935072
Robbins, Frankie#OK#3#DEM#2010#45689#0.220064928
Cole, Tom#OK#4#REP#2010#1#1
Lankford, James#OK#5#REP#2010#123236#0.625230207
Coyle, Billy#OK#5#DEM#2010#68074#0.345369219
White, Dave#OK#5#IND#2010#2728#0.013840339
Duffe, Clark#OK#5#IND#2010#3067#0.015560234
Wu, David#OR#1#DEM#2010#160357#0.548197199
Cornilles, Rob#OR#1#REP#2010#122858#0.42000294
LaMunyon, Don#OR#1#OTHER#2010#3855#0.013178721
Henry, Chris#OR#1#OTHER#2010#2955#0.010101977
Tabor, H. Joe#OR#1#LIB#2010#2492#0.008519163
Walden, Greg#OR#2#REP#2010#206245#0.740774663
Segers, Joyce B.#OR#2#DEM#2010#72173#0.259225337
Blumenauer, Earl#OR#3#DEM#2010#193104#0.701189201
Lopez, Delia#OR#3#REP#2010#67714#0.245879555
Lawrence, Jeff#OR#3#OTHER#2010#8380#0.03042902
Meo, Michael#OR#3#OTHER#2010#6197#0.022502224
DeFazio, Peter A.#OR#4#OTHER#2010#162416#0.545921454
Robinson, Art#OR#4#OTHER#2010#129877#0.436549605
Beilstein, Mike#OR#4#OTHER#2010#5215#0.01752894
Schrader, Kurt#OR#5#DEM#2010#145319#0.513151994
Bruun, Scott#OR#5#OTHER#2010#130313#0.460162648
Lugo, Chris#OR#5#OTHER#2010#7557#0.026685359
Brady, Robert A.#PA#1#DEM#2010#149944#1
Fattah, Chaka#PA#2#DEM#2010#182800#0.89298363
Hellberg, Rick#PA#2#REP#2010#21907#0.10701637
Kelly, Mike#PA#3#REP#2010#111909#0.557224161
Dahlkemper, Kathy#PA#3#DEM#2010#88924#0.442775839
