Bonner, Jo#AL#1#REP#2006#112944#
Elliott, Joyce#AR#2#DEM#2010#80687#
Levi, Lance#AR#2#IND#2010#4421#
Kennedy, Lewis#AR#2#GRE#2010#3599#
Suits, Danial#AR#2#WRI#2010#14#[0.5791463484052142, 0.38274386657306037, 0.020971291956814603, 0.017072083183120507, 6.640988179041042e-05]
Womack, Steve#AR#3#REP#2010#148581#
Whitaker, David#AR#3#DEM#2010#56542#[0.7243507554004183, 0.27564924459958173]
Ross, Mike#AR#4#DEM#2010#102479#
Rankin, Beth Anne#AR#4#REP#2010#71526#
Drake, Josh#AR#4#GRE#2010#4129#[0.5752916343875959, 0.40152918589376535, 0.023179179718638778]
Thompson, Mike#CA#1#DEM#2010#147307#
Hanks, Loren#CA#1#REP#2010#72803#
Wolman, Carol#CA#1#GRE#2010#8486#
Rodrigues, Mike#CA#1#LIB#2010#5996#[0.6279284886100123, 0.3103388009821307, 0.036173441549583955, 0.025559268858273088]
Herger, Wally#CA#2#REP#2010#130837#
Reed, Jim#CA#2#DEM#2010#98092#
Jensen, Mark A.#CA#2#WRI#2010#11#[0.5714903468157596, 0.4284616056608718, 4.8047523368568186e-05]
Lungren, Dan#CA#3#REP#2010#131169#
Bera, Ami#CA#3#DEM#2010#113128#
Leidecker, Jerry L.#CA#3#OTHER#2010#6577#
Tuma, Douglas Arthur#CA#3#LIB#2010#6275#
Roskey, Mike#CA#3#OTHER#2010#4789#[0.5007635394635371, 0.43188846215516646, 0.02510899525841993, 0.0239560506684788, 0.018282952454397604]
McClintock, Tom#CA#4#REP#2010#186397#
Curtis, Clint#CA#4#DEM#2010#95653#
"""""""""""""""Emery, Benjamin """"""""""""""""Ben"""""""""""""""""""""""""""""""#CA#4#GRE#2010#22179#[0.6126864960276633, 0.3144111836807142, 0.07290232029162243]
Matsui, Doris#CA#5#DEM#2010#124220#
Smith, Paul A.#CA#5#REP#2010#43577#
Frink, Gerald Allen#CA#5#OTHER#2010#4594#
Lacy, Tony#CA#5#WRI#2010#19#[0.7204918508207181, 0.252752160547532, 0.02664578620729656, 0.00011020242445333797]
Woolsey, Lynn C.#CA#6#DEM#2010#172216#
Judd, Jim#CA#6#REP#2010#77361#
Ruyle, Eugene E.#CA#6#OTHER#2010#5915#
Smollen, Joel#CA#6#LIB#2010#5660#[0.6594473716456316, 0.29622978188947435, 0.02264964465139076, 0.021673201813503247]
Miller, George#CA#7#DEM#2010#122118#
Tubbs, Rick#CA#7#REP#2010#56798#[0.6825437635538465, 0.3174562364461535]
Pelosi, Nancy#CA#8#DEM#2010#167957#
Dennis, John#CA#8#REP#2010#31771#
La Riva, Gloria E.#CA#8#OTHER#2010#5161#
Berg, Philip#CA#8#LIB#2010#4843#
Shields, Summer#CA#8#WRI#2010#24#[0.8007256049886535, 0.15146646579835618, 0.024604778885943666, 0.02308873166917752, 0.0001144186578691432]
Lee, Barbara#CA#9#DEM#2010#180400#
Hashimoto, Gerald#CA#9#REP#2010#23054#
Heller, Dave#CA#9#GRE#2010#4848#
Eyer, James#CA#9#LIB#2010#4113#
Allen, Larry#CA#9#OTHER#2010#1670#[0.8426559544106312, 0.10768619940677768, 0.022645211014316744, 0.019211995235537287, 0.007800639932736997]
Garamendi, John#CA#10#DEM#2010#137578#
Clift, Gary#CA#10#REP#2010#88512#
Cloward, Jeremy#CA#10#GRE#2010#7716#[0.5884280129680162, 0.3785702676578018, 0.03300171937418202]
McNerney, Jerry#CA#11#DEM#2010#115361#
Harmer, David#CA#11#REP#2010#112703#
Christensen, David#CA#11#OTHER#2010#12439#[0.47966553431765924, 0.4686136971264392, 0.05172076855590159]
Speier, Jackie#CA#12#DEM#2010#152044#
Moloney, Mike#CA#12#REP#2010#44475#
Williams, Mark Paul#CA#12#LIB#2010#4611#
Harding, Joseph Michael#CA#12#WRI#2010#32#[0.7558286356270071, 0.2210904644018254, 0.022921824201389926, 0.00015907576977759218]
Stark, Fortney Pete#CA#13#DEM#2010#118278#
Baker, Forest#CA#13#REP#2010#45575#
Pareja, Chris#CA#13#WRI#2010#525#[0.7195488447359135, 0.27725729720522213, 0.003193858058864325]
Eshoo, Anna G.#CA#14#DEM#2010#151217#
Chapman, Dave#CA#14#REP#2010#60917#
Lazaga, Paul#CA#14#LIB#2010#6735#[0.6909018636718768, 0.2783263047759162, 0.03077183155220703]
Honda, Mike#CA#15#DEM#2010#126147#
Kirkland, Scott#CA#15#REP#2010#60468#[0.6759746001125312, 0.32402539988746887]
Lofgren, Zoe#CA#16#DEM#2010#105841#
Sahagun, Daniel#CA#16#OTHER#2010#37913#
Gonzalez, Edward#CA#16#LIB#2010#12304#[0.6782157915646747, 0.24294172679388432, 0.078842481641441]
Farr, Sam#CA#17#DEM#2010#118734#
Taylor, Jeff#CA#17#REP#2010#53176#
Petersen, Eric#CA#17#GRE#2010#3397#
Larkin, Mary V.#CA#17#LIB#2010#2742#
Kabat, Ronald P.#CA#17#WRI#2010#90#[0.6665244556217336, 0.2985084681063664, 0.019069378406749785, 0.015392474416045897, 0.0005052234491043511]
Cardoza, Dennis#CA#18#DEM#2010#72853#
Berryhill, Michael Clare, Sr.#CA#18#REP#2010#51716#[0.5848405301479501, 0.4151594698520499]
Denham, Jeff#CA#19#REP#2010#128394#
Goodwin, Loraine#CA#19#DEM#2010#69912#
Marsden, Les#CA#19#OTHER#2010#596#[0.6455138711526279, 0.351489678334054, 0.0029964505133181166]
Costa, Jim#CA#20#DEM#2010#46247#
Vidak, Andy#CA#20#REP#2010#43197#[0.5170497741603685, 0.4829502258396315]
Nunes, Devin G.#CA#21#REP#2010#135979#[1.0]
McCarthy, Kevin#CA#22#REP#2010#173490#
Uebersax, John#CA#22#WRI#2010#2173#[0.9876297228215389, 0.01237027717846103]
Capps, Lois#CA#23#DEM#2010#111768#
Watson, Tom#CA#23#REP#2010#72744#
Hager, John V.#CA#23#IND#2010#5625#
Stafford, Darrell M.#CA#23#LIB#2010#3326#[0.5777228720737299, 0.3760098830267286, 0.029075327065123564, 0.017191917834417952]
Gallegly, Elton#CA#24#REP#2010#144055#
Allison, Timothy J.#CA#24#DEM#2010#96279#[0.5993950086130135, 0.40060499138698646]
"""""""""""""""McKeon, Howard P. """"""""""""""""Buck"""""""""""""""""""""""""""""""#CA#25#REP#2010#118308#
Conaway, Jackie#CA#25#DEM#2010#73028#[0.6183258769912614, 0.38167412300873854]
Dreier, David#CA#26#REP#2010#112774#
Warner, Russ#CA#26#DEM#2010#76093#
Miller, David L.#CA#26#OTHER#2010#12784#
Weissbuch, Randall#CA#26#LIB#2010#6696#[0.5412796920522014, 0.36522244140784366, 0.061359174838130616, 0.03213869170182436]
Sherman, Brad#CA#27#DEM#2010#102927#
Reed, Mark#CA#27#REP#2010#55056#[0.6515068076944988, 0.34849319230550124]
Berman, Howard L.#CA#28#DEM#2010#88385#
Froyd, Merlin#CA#28#REP#2010#28493#
Rodriquez, Carlos A.#CA#28#LIB#2010#10229#[0.6953590282203184, 0.22416546689010047, 0.08047550488958122]
Schiff, Adam B.#CA#29#DEM#2010#104374#
Colbert, John P.#CA#29#REP#2010#51534#
Cushing, William P.#CA#29#LIB#2010#5218#[0.6477787569976292, 0.31983664957859065, 0.032384593423780146]
Waxman, Henry A.#CA#30#DEM#2010#153663#
Wilkerson, Charles E.#CA#30#REP#2010#75948#
Miller, Erich D.#CA#30#LIB#2010#5021#
Castaldo, Richard R.#CA#30#OTHER#2010#3115#[0.646329922144128, 0.31944882585269213, 0.021119088779248528, 0.013102163223931321]
Becerra, Xavier#CA#31#DEM#2010#76363#
Genoves, Sal#CA#31#OTHER#2010#3#
Smith, Stephen C.#CA#31#REP#2010#14740#[0.8381775075187144, 3.2928676486729746e-05, 0.1617895638047988]
Chu, Judy#CA#32#DEM#2010#77759#
"""""""""""""""Schmerling, Edward """"""""""""""""Ed"""""""""""""""""""""""""""""""#CA#32#REP#2010#31697#[0.7104133167665546, 0.2895866832334454]
Bass, Karen#CA#33#DEM#2010#131990#
Andion, James L.#CA#33#REP#2010#21342#
Evans, Mervin Leon#CA#33#WRI#2010#1#[0.8608062191439546, 0.1391872591027372, 6.5217533081593654e-06]
Roybal-Allard, Lucille#CA#34#DEM#2010#69382#
Miller, Wayne#CA#34#REP#2010#20457#[0.7722926568639455, 0.2277073431360545]
Waters, Maxine#CA#35#DEM#2010#98131#
Brown, K. Bruce#CA#35#REP#2010#25561#
Edmondson, Suleiman Charles#CA#35#WRI#2010#2#[0.7933367827057093, 0.20664704836127865, 1.6168933012110532e-05]
Harman, Jane#CA#36#DEM#2010#114489#
Fein, Mattie#CA#36#REP#2010#66706#
Peters, Herb#CA#36#LIB#2010#10840#[0.5961881948603119, 0.3473637618142526, 0.05644804332543547]
Richardson, Laura#CA#37#DEM#2010#85799#
Parker, Star#CA#37#REP#2010#29159#
Dibs, Nicholas#CA#37#IND#2010#10560#[0.6835593301359167, 0.23230931021845472, 0.08413135964562851]
Napolitano, Grace F.#CA#38#DEM#2010#85459#
Vaughn, Robert#CA#38#REP#2010#30883#[0.734549861614894, 0.265450138385106]
Sanchez, Linda T.#CA#39#DEM#2010#81590#
Andre, Larry S.#CA#39#REP#2010#42037#
Smith, John A.#CA#39#OTHER#2010#5334#[0.6326718930529385, 0.3259667651460519, 0.04136134180100961]
Royce, Ed#CA#40#REP#2010#119455#
Avalos, Christina#CA#40#DEM#2010#59400#[0.6678873948170305, 0.3321126051829694]
Lewis, Jerry#CA#41#REP#2010#127857#
Meagher, Pat#CA#41#DEM#2010#74394#
Zander, Pamela#CA#41#WRI#2010#35#[0.6320605479370792, 0.3677664297084326, 0.0001730223544881999]
Miller, Gary G.#CA#42#REP#2010#127161#
Williamson, Michael#CA#42#DEM#2010#65122#
Lambert, Mark#CA#42#LIB#2010#12115#[0.6221244826270316, 0.3186039002338575, 0.05927161713911095]
Baca, Joe#CA#43#DEM#2010#70026#
Folkens, Scott#CA#43#REP#2010#36890#[0.6549627745145722, 0.3450372254854278]
Calvert, Ken#CA#44#REP#2010#107482#
Hedrick, Bill#CA#44#DEM#2010#85784#[0.5561350677304855, 0.44386493226951457]
Mack, Mary Bono#CA#45#REP#2010#106472#
Pougnet, Steve#CA#45#DEM#2010#87141#
Lussenheide, Bill#CA#45#OTHER#2010#13188#[0.5148524426864474, 0.4213761055314046, 0.06377145178214806]
Rohrabacher, Dana#CA#46#REP#2010#139822#
Arnold, Ken#CA#46#DEM#2010#84940#
Shah, Jay A.#CA#46#OTHER#2010#20#[0.6220337927414117, 0.3778772321627177, 8.89750958706658e-05]
Sanchez, Loretta#CA#47#DEM#2010#50832#
Tran, Van#CA#47#REP#2010#37679#
"""""""""""""""Iglesias, Cecilia """"""""""""""""Ceci"""""""""""""""""""""""""""""""#CA#47#IND#2010#7443#[0.5297538403818496, 0.3926777414177627, 0.07756841820038769]
Campbell, John#CA#48#REP#2010#145481#
Krom, Beth#CA#48#DEM#2010#88465#
Binkley, Mike#CA#48#LIB#2010#8773#[0.5993803534127942, 0.3644749689970707, 0.036144677590135094]
Issa, Darrell#CA#49#REP#2010#119088#
Katz, Howard#CA#49#DEM#2010#59714#
Clark, Dion#CA#49#OTHER#2010#6585#
Paster, Mike#CA#49#LIB#2010#4290#[0.627846286054714, 0.31481940351228666, 0.03471691348977472, 0.022617396943224535]
Bilbray, Brian P.#CA#50#REP#2010#142247#
Busby, Francine#CA#50#DEM#2010#97818#
Grossmith, Lars#CA#50#LIB#2010#5546#
Clark, Miriam E.#CA#50#OTHER#2010#5470#[0.566538288440782, 0.38958742397871604, 0.022088489371955664, 0.021785798208546245]
Filner, Bob#CA#51#DEM#2010#86423#
Popaditch, Nick#CA#51#REP#2010#57488#
Shapiro, Marcus Jay#CA#51#WRI#2010#5#[0.6005100197337335, 0.3994552377775925, 3.474248867394869e-05]
Hunter, Duncan D.#CA#52#REP#2010#139460#
Lutz, Ray#CA#52#DEM#2010#70870#
Benoit, Michael#CA#52#LIB#2010#10732#[0.63086373958437, 0.32058879409396457, 0.048547466321665414]
Davis, Susan A.#CA#53#DEM#2010#104800#
Crimmins, Michael#CA#53#REP#2010#57230#
Dekker, Paul#CA#53#LIB#2010#6298#[0.6225939831757046, 0.33999097001093104, 0.03741504681336438]
DeGette, Diana#CO#1#DEM#2010#140073#
Fallon, Mike#CO#1#REP#2010#59747#
Swing, Gary#CO#1#GRE#2010#2923#
Jones, Clint#CO#1#LIB#2010#2867#
Styskal, Chris#CO#1#OTHER#2010#2141#[0.6742350217327474, 0.2875894700867866, 0.014069727702875076, 0.01380017424705537, 0.010305606230535592]
Polis, Jared#CO#2#DEM#2010#148768#
Bailey, Stephen#CO#2#REP#2010#98194#
Goss, Jenna#CO#2#OTHER#2010#7087#
Harris, Curtis#CO#2#LIB#2010#5060#
Raibourn, Henry#CO#2#WRI#2010#7#[0.574136680096945, 0.37895768690470677, 0.027350684635452847, 0.019527933435218203, 2.7014927677179333e-05]
Tipton, Scott R.#CO#3#REP#2010#131227#
Salazar, John#CO#3#DEM#2010#121114#
Gilman, Gregory#CO#3#LIB#2010#5745#
Segrest, Jake#CO#3#OTHER#2010#5018#
Hargis, John W., Sr#CO#3#WRI#2010#23#
Fritz, James#CO#3#WRI#2010#11#[0.49870030174281177, 0.4602679962605173, 0.021832650548381457, 0.01906984168003101, 8.740660793956023e-05, 4.180316031892011e-05]
Gardner, Cory#CO#4#REP#2010#138634#
Markey, Betsy#CO#4#DEM#2010#109249#
Aden, Doug#CO#4#OTHER#2010#12312#
"""""""""""""""Waszkiewicz, Ken """"""""""""""""Wasko"""""""""""""""""""""""""""""""#CO#4#OTHER#2010#3986#[0.524769003069865, 0.4135384452326246, 0.046604411369477745, 0.015088140328032674]
Lamborn, Doug#CO#5#REP#2010#152829#
Bradley, Kevin#CO#5#DEM#2010#68039#
"""""""""""""""Scott, Brian """"""""""""""""Barron X"""""""""""""""""""""""""""""""#CO#5#OTHER#2010#5886#
Klaver, Jerell#CO#5#LIB#2010#5680#[0.6575156818709827, 0.29272395604773827, 0.025323317586927904, 0.024437044494351086]
Coffman, Mike#CO#6#REP#2010#217400#
Flerlage, John#CO#6#DEM#2010#104159#
McNealy, Rob#CO#6#LIB#2010#9471#
Kearns, Michael Shawn#CO#6#WRI#2010#7#[0.6567241728266024, 0.31464458655678973, 0.028610094944069697, 2.1145672538115074e-05]
Perlmutter, Ed#CO#7#DEM#2010#112667#
Frazier, Ryan#CO#7#REP#2010#88026#
Bailey, Buck#CO#7#LIB#2010#10117#[0.5344480812105687, 0.41756083677244915, 0.047991082016982115]
Larson, John B.#CT#1#OTHER#2010#138440#
Brickley, Ann#CT#1#REP#2010#84076#
Krayeske, Kenneth J.#CT#1#GRE#2010#2564#
Hutchinson, Christopher J.#CT#1#OTHER#2010#955#
Stepanek, Daniel J.#CT#1#WRI#2010#3#[0.612463391111229, 0.3719551579822862, 0.01134322547536255, 0.004224953326431839, 1.3272104690361797e-05]
Courtney, Joe#CT#2#OTHER#2010#147748#
Peckinpaugh, Janet#CT#2#REP#2010#95671#
Deshefy, G. Scott#CT#2#GRE#2010#3344#
Reale, Daniel#CT#2#WRI#2010#27#
Bianchi, Muriel P.#CT#2#WRI#2010#19#[0.5986329509863902, 0.38763173141984286, 0.013548938652966464, 0.000109396334817612, 7.6982605982764e-05]
DeLauro, Rosa L.#CT#3#OTHER#2010#143565#
Labriola, Jerry, Jr.#CT#3#REP#2010#74107#
Pillsbury, Charles A.#CT#3#GRE#2010#2984#
Itshaky, Boaz#CT#3#WRI#2010#5#[0.6506133843316219, 0.3358409505984293, 0.013523005877794444, 2.265919215448131e-05]
Himes, Jim#CT#4#OTHER#2010#115351#
Debicella, Dan#CT#4#REP#2010#102030#
Flanagan, Eugene#CT#4#WRI#2010#10#[0.53061534286148, 0.4693386570741199, 4.600006440009016e-05]
Murphy, Chris#CT#5#OTHER#2010#122879#
Caligiuri, Sam S. F.#CT#5#OTHER#2010#104402#
Pistone, John#CT#5#WRI#2010#20#
Smith, Elmon#CT#5#WRI#2010#2#[0.5405955926670567, 0.45930762022498606, 8.798827996110918e-05, 8.798827996110919e-06]
Carney, John C., Jr.#DE#0#DEM#2010#173543#
Urquhart, Glen#DE#0#REP#2010#125442#
Lofland, Earl R.#DE#0#OTHER#2010#3704#
Wangen, Brent A.#DE#0#LIB#2010#1986#
Brown, Jeffrey#DE#0#OTHER#2010#961#[0.5678094203562407, 0.4104293996780484, 0.012118991218311979, 0.006497925637032287, 0.00314426311036658]
Miller, Jeff#FL#1#REP#2010#170821#
Cantrell, Joe#FL#1#NON#2010#23250#
Krause, John#FL#1#NON#2010#18253#
Bryan, Jim#FL#1#WRI#2010#1202#[0.8000009366540842, 0.10888603729756563, 0.08548373500182647, 0.0056292910465236086]
Southerland, Steve#FL#2#REP#2010#136371#
Boyd, Allen#FL#2#DEM#2010#105211#
McKain, Paul C.#FL#2#NON#2010#7135#
Berryhill, Dianne#FL#2#NON#2010#5705#
Netherwood, Ray#FL#2#WRI#2010#16#[0.5359694699691084, 0.4135034861144955, 0.02804219495515607, 0.022421965272482886, 6.28836887571825e-05]
Brown, Corinne#FL#3#DEM#2010#94744#
"""""""""""""""Yost, Michael """"""""""""""""Mike"""""""""""""""""""""""""""""""#FL#3#REP#2010#50932#
Martin-Back, Terry#FL#3#NON#2010#4625#[0.6303617407735145, 0.3388666742070911, 0.030771585019394414]
Crenshaw, Ander#FL#4#REP#2010#178238#
Stanley, Troy D.#FL#4#NON#2010#52540#
"""""""""""""""Pueschel, Deborah """"""""""""""""Deb"""""""""""""""" Katz"""""""""""""""#FL#4#WRI#2010#40#
Koniz, Gary L.#FL#4#WRI#2010#27#[0.7721111568368386, 0.22759860512465074, 0.00017327644090190387, 0.00011696159760878511]
"""""""""""""""Nugent, Richard B. """"""""""""""""Rich"""""""""""""""""""""""""""""""#FL#5#REP#2010#208815#
"""""""""""""""Piccillo, James """"""""""""""""Jim"""""""""""""""""""""""""""""""#FL#5#DEM#2010#100858#[0.6743080604379459, 0.32569193956205417]
"""""""""""""""Stearns, Clifford B. """"""""""""""""Cliff"""""""""""""""""""""""""""""""#FL#6#REP#2010#179349#
Schonberg, Steve#FL#6#NON#2010#71632#[0.7145919412226424, 0.28540805877735764]
Mica, John L.#FL#7#REP#2010#185470#
Beaven, Heather#FL#7#DEM#2010#83206#[0.6903110065655288, 0.30968899343447126]
Webster, Daniel#FL#8#REP#2010#123586#
Grayson, Alan#FL#8#DEM#2010#84167#
Dunmire, Peg#FL#8#OTHER#2010#8337#
Metcalfe, George L.#FL#8#NON#2010#4143#
Gerritzen, Steven J.#FL#8#WRI#2010#11#[0.5611321988340204, 0.3821534298323677, 0.03785347160422077, 0.0188109551225005, 4.994460689053958e-05]
Bilirakis, Gus Michael#FL#9#REP#2010#165433#
de Palma, Anita#FL#9#DEM#2010#66158#[0.7143325949626712, 0.28566740503732874]
Young, C.W. Bill#FL#10#REP#2010#137943#
Justice, Charlie#FL#10#DEM#2010#71313#[0.6592069044615209, 0.3407930955384792]
Castor, Kathy#FL#11#DEM#2010#91328#
Prendergast, Mike#FL#11#REP#2010#61817#[0.5963498645074929, 0.4036501354925071]
Ross, Dennis A.#FL#12#REP#2010#102704#
Edwards, Lori#FL#12#DEM#2010#87769#
Wilkinson, Randy#FL#12#OTHER#2010#22857#[0.48143252238316225, 0.4114236159939999, 0.10714386162283786]
Buchanan, Vern#FL#13#REP#2010#183811#
Golden, James T.#FL#13#DEM#2010#83123#[0.6886009275701109, 0.311399072429889]
Mack, Connie#FL#14#REP#2010#188341#
Roach, James Lloyd#FL#14#DEM#2010#74525#
St. Claire, William Maverick#FL#14#NON#2010#11825#[0.6856467812924341, 0.2713048479928356, 0.04304837071473037]
Posey, Bill#FL#15#REP#2010#157079#
Roberts, Shannon#FL#15#DEM#2010#85595#[0.6472840106480299, 0.3527159893519701]
Rooney, Tom#FL#16#REP#2010#162285#
Horn, Jim#FL#16#DEM#2010#80327#
Dean, William#FL#16#WRI#2010#151#[0.6684914917017832, 0.33088650247360596, 0.0006220058246108344]
Wilson, Frederica S.#FL#17#DEM#2010#106361#
Vereen, Roderick D.#FL#17#NON#2010#17009#[0.8621301775147929, 0.1378698224852071]
Ros-Lehtinen, Ileana#FL#18#REP#2010#102360#
Banciella, Rolando A.#FL#18#DEM#2010#46235#[0.688852249402739, 0.311147750597261]
Deutch, Ted#FL#19#DEM#2010#132098#
Budd, Joe#FL#19#REP#2010#78733#
Smilan, Stan#FL#19#WRI#2010#228#[0.6258818624176178, 0.37303787092708673, 0.0010802666552954387]
Schultz, Debbie Wasserman#FL#20#DEM#2010#100787#
Harrington, Karen#FL#20#REP#2010#63845#
Blumenthal, Stanley#FL#20#NON#2010#1663#
Kunst, Robert#FL#20#NON#2010#1272#
Schock, Clayton#FL#20#WRI#2010#3#[0.6014620755505162, 0.3810049531539058, 0.009924210777585487, 0.007590857552067793, 1.790296592468819e-05]
Diaz-Balart, Mario#FL#21#REP#2010#1#[1.0]
West, Allen#FL#22#REP#2010#118890#
Klein, Ron#FL#22#DEM#2010#99804#[0.5436363137534638, 0.4563636862465363]
Hastings, Alcee L.#FL#23#DEM#2010#100066#
Sansaricq, Bernard#FL#23#REP#2010#26414#[0.7911606578115117, 0.2088393421884883]
"""""""""""""""Adams, Sandra """"""""""""""""Sandy"""""""""""""""""""""""""""""""#FL#24#REP#2010#146129#
Kosmas, Suzanne#FL#24#DEM#2010#98787#
Ruiz, Nicholas, III#FL#24#WRI#2010#115#[0.5963694389689468, 0.40316123266035725, 0.00046932837069595275]
Rivera, David#FL#25#REP#2010#74859#
Garcia, Joe#FL#25#DEM#2010#61138#
Arrojo, Roly#FL#25#OTHER#2010#4312#
Porter, Craig#FL#25#OTHER#2010#3244#[0.5214729054774195, 0.42589148258831233, 0.030037686429402383, 0.0225979255048658]
Kingston, Jack#GA#1#REP#2010#117270#
Harris, Oscar L., II#GA#1#DEM#2010#46449#[0.7162882744214172, 0.2837117255785828]
Bishop, Sanford#GA#2#DEM#2010#86520#
Keown, Mike#GA#2#REP#2010#81673#[0.5144090419934242, 0.48559095800657576]
Westmoreland, Lynn#GA#3#REP#2010#168304#
Saunders, Frank#GA#3#DEM#2010#73932#
Agrawal, Jagdish#GA#3#WRI#2010#3#[0.6947849025136332, 0.30520271302308877, 1.2384463278002304e-05]
Johnson, Hank, Jr.#GA#4#DEM#2010#131760#
"""""""""""""""Carter, Lisbeth """"""""""""""""Liz"""""""""""""""""""""""""""""""#GA#4#REP#2010#44707#[0.7466551819887004, 0.25334481801129954]
Lewis, John#GA#5#DEM#2010#130782#
Little, Fenn#GA#5#REP#2010#46622#[0.7371987102883814, 0.2628012897116187]
Price, Tom#GA#6#REP#2010#198100#
Greenberg, Sean#GA#6#WRI#2010#188#[0.9990518841281368, 0.0009481158718631485]
Woodall, Rob#GA#7#REP#2010#160898#
Heckman, Doug#GA#7#DEM#2010#78996#[0.6707045611811884, 0.3292954388188116]
Scott, Austin#GA#8#REP#2010#102770#
Marshall, Jim#GA#8#DEM#2010#92250#[0.5269715926571633, 0.47302840734283663]
Graves, Tom#GA#9#REP#2010#173512#[1.0]
Broun, Paul#GA#10#REP#2010#138062#
Edwards, Russell#GA#10#DEM#2010#66905#[0.6735816009406392, 0.32641839905936076]
Gingrey, Phil#GA#11#REP#2010#163515#[1.0]
Barrow, John#GA#12#DEM#2010#92459#
Mckinney, Raymond#GA#12#REP#2010#70938#[0.5658549422572018, 0.4341450577427982]
Scott, David#GA#13#DEM#2010#140294#
Crane, Mike#GA#13#REP#2010#61771#[0.6943013386781481, 0.30569866132185186]
Hanabusa, Colleen#HI#1#DEM#2010#94140#
Djou, Charles#HI#1#REP#2010#82723#[0.5322763947235997, 0.4677236052764004]
Hirono, Mazie#HI#2#DEM#2010#132290#
Willoughby, John W.#HI#2#REP#2010#46404#
Brock, Pat#HI#2#LIB#2010#3254#
Von Sonn, Andrew Vsevolod#HI#2#OTHER#2010#1310#[0.7218784445972345, 0.2532167763480994, 0.017756387170000765, 0.007148391884665335]
Labrador, Raul R.#ID#1#REP#2010#126231#
Minnick, Walt#ID#1#DEM#2010#102135#
Olson, Dave#ID#1#IND#2010#14365#
Washburn, Mike#ID#1#LIB#2010#4696#[0.5101747181997114, 0.4127884184021954, 0.05805752807898895, 0.018979335319104222]
Simpson, Mike#ID#2#REP#2010#137468#
Crawford, Mike#ID#2#DEM#2010#48749#
Schad, Brian#ID#2#IND#2010#13500#[0.688313964259427, 0.2440903878988769, 0.067595647841696]
Rush, Bobby L.#IL#1#DEM#2010#148170#
Wardingley, Raymond G.#IL#1#OTHER#2010#29253#
Adams, Jeff#IL#1#GRE#2010#6963#[0.8035859555497706, 0.1586508737105854, 0.037763170739644004]
Jackson, Jesse L., Jr.#IL#2#DEM#2010#150666#
Hayes, Isaac C.#IL#2#REP#2010#25883#
Williams, Anthony W.#IL#2#GRE#2010#10564#[0.805213961616777, 0.13832817602197603, 0.05645786236124695]
Lipinski, Daniel William#IL#3#DEM#2010#116120#
Bendas, Michael A.#IL#3#REP#2010#40479#
Schmidt, Laurel Lambert#IL#3#GRE#2010#10028#[0.6968858588344026, 0.2429318177726299, 0.06018232339296753]
Gutierrez, Luis V.#IL#4#DEM#2010#63273#
Vasquez, Israel#IL#4#REP#2010#11711#
Burns, Robert J.#IL#4#GRE#2010#6808#[0.7735842136150235, 0.14318026212832552, 0.08323552425665101]
Quigley, Mike#IL#5#DEM#2010#108360#
Ratowitz, David#IL#5#REP#2010#38935#
Reichel, Matthew#IL#5#GRE#2010#6140#[0.7062273927070095, 0.25375566200671296, 0.040016945286277576]
Roskam, Peter J.#IL#6#REP#2010#114456#
Lowe, Benjamin S.#IL#6#DEM#2010#65379#[0.6364500792393027, 0.3635499207606973]
Davis, Danny K.#IL#7#DEM#2010#149846#
Weiman, Mark M.#IL#7#REP#2010#29575#
Clemons, Clarence Desmond#IL#7#IND#2010#4428#[0.8150493067680542, 0.16086571044716044, 0.02408498278478534]
Walsh, Joe#IL#8#REP#2010#98115#
Bean, Melissa#IL#8#DEM#2010#97825#
Scheurer, Bill#IL#8#GRE#2010#6495#[0.48467409291871466, 0.48324153431965816, 0.03208437276162719]
Schakowsky, Janice D.#IL#9#DEM#2010#117553#
